point_key,point_label,is_single_operator,point_tp_map_x,point_tp_map_y,from_system_label,from_infrastructure_type_label,from_country_key,from_country_label,from_bz_key,from_bz_label,from_bz_label_long,from_operator_key,from_operator_label,from_operator_long_label,from_point_key,from_point_label,from_is_cam,from_is_cmp,from_booking_platform_key,from_booking_platform_label,from_booking_platform_url,to_is_cam,to_is_cmp,to_booking_platform_key,to_booking_platform_label,to_booking_platform_url,from_tso_item_identifier,from_tso_point_label,from_direction_key,from_has_data,to_system_label,to_infrastructure_type_label,to_country_key,to_country_label,to_bz_key,to_bz_label,to_bz_label_long,to_operator_key,to_operator_label,to_operator_long_label,to_point_key,to_point_label,to_direction_key,to_has_data,to_tso_item_identifier,to_tso_point_label,valid_from,validto,last_update_date_time,is_invalid,entry_tp_ne_mo_usage,exit_tp_ne_mo_usage,id,data_set,from_region_key,to_region_key
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,,,,,,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0003,ONTRAS Gastransport GmbH,ONTRAS Gastransport GmbH,VTP-00045,THE VTP (DE),entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsVTP-00045DE THE BZDE THE BZDE-TSO-0003VTP-00045entry,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,,,,,,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0004,GRTD,GRTgaz Deutschland GmbH,VTP-00045,THE VTP (DE),entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsVTP-00045DE THE BZDE THE BZDE-TSO-0004VTP-00045entry,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,,,,,,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0005,GUD,Gasunie Deutschland Transport Services GmbH,VTP-00045,THE VTP (DE),entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsVTP-00045DE THE BZDE THE BZDE-TSO-0005VTP-00045entry,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,,,,,,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0006,GTG,Gastransport Nord GmbH,VTP-00045,THE VTP (DE),entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsVTP-00045DE THE BZDE THE BZDE-TSO-0006VTP-00045entry,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,,,,,,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0007,Fluxys TENP GmbH,Fluxys TENP GmbH,VTP-00045,THE VTP (DE),entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsVTP-00045DE THE BZDE THE BZDE-TSO-0007VTP-00045entry,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,,,,,,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0009,OGE,Open Grid Europe GmbH,VTP-00045,THE VTP (DE),entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsVTP-00045DE THE BZDE THE BZDE-TSO-0009VTP-00045entry,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,,,,,,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0010,bayernets,bayernets GmbH,VTP-00045,THE VTP (DE),entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsVTP-00045DE THE BZDE THE BZDE-TSO-0010VTP-00045entry,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,,,,,,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0014,TNBW,terranets bw GmbH,VTP-00045,THE VTP (DE),entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsVTP-00045DE THE BZDE THE BZDE-TSO-0014VTP-00045entry,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,,,,,,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0016,OPAL,OPAL Gastransport GmbH & Co. KG,VTP-00045,THE VTP (DE),entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsVTP-00045DE THE BZDE THE BZDE-TSO-0016VTP-00045entry,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,,,,,,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0017,NEL,NEL Gastransport GmbH,VTP-00045,THE VTP (DE),entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsVTP-00045DE THE BZDE THE BZDE-TSO-0017VTP-00045entry,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,,,,,,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0018,Fluxys Deutschland,Fluxys Deutschland GmbH,VTP-00045,THE VTP (DE),entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsVTP-00045DE THE BZDE THE BZDE-TSO-0018VTP-00045entry,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,VTP-00045,THE VTP (DE),,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsVTP-00045DE THE BZDE-TSO-0001VTP-00045exitDE THE BZ,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0002,Thyssengas,Thyssengas GmbH,VTP-00045,THE VTP (DE),,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsVTP-00045DE THE BZDE-TSO-0002VTP-00045exitDE THE BZ,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0003,ONTRAS Gastransport GmbH,ONTRAS Gastransport GmbH,VTP-00045,THE VTP (DE),,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsVTP-00045DE THE BZDE-TSO-0003VTP-00045exitDE THE BZ,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0005,GUD,Gasunie Deutschland Transport Services GmbH,VTP-00045,THE VTP (DE),,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsVTP-00045DE THE BZDE-TSO-0005VTP-00045exitDE THE BZ,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0006,GTG,Gastransport Nord GmbH,VTP-00045,THE VTP (DE),,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsVTP-00045DE THE BZDE-TSO-0006VTP-00045exitDE THE BZ,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0007,Fluxys TENP GmbH,Fluxys TENP GmbH,VTP-00045,THE VTP (DE),,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsVTP-00045DE THE BZDE-TSO-0007VTP-00045exitDE THE BZ,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0008,Nowega,Nowega GmbH,VTP-00045,THE VTP (DE),,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsVTP-00045DE THE BZDE-TSO-0008VTP-00045exitDE THE BZ,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0009,OGE,Open Grid Europe GmbH,VTP-00045,THE VTP (DE),,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsVTP-00045DE THE BZDE-TSO-0009VTP-00045exitDE THE BZ,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0010,bayernets,bayernets GmbH,VTP-00045,THE VTP (DE),,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsVTP-00045DE THE BZDE-TSO-0010VTP-00045exitDE THE BZ,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0014,TNBW,terranets bw GmbH,VTP-00045,THE VTP (DE),,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsVTP-00045DE THE BZDE-TSO-0014VTP-00045exitDE THE BZ,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0016,OPAL,OPAL Gastransport GmbH & Co. KG,VTP-00045,THE VTP (DE),,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsVTP-00045DE THE BZDE-TSO-0016VTP-00045exitDE THE BZ,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0017,NEL,NEL Gastransport GmbH,VTP-00045,THE VTP (DE),,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsVTP-00045DE THE BZDE-TSO-0017VTP-00045exitDE THE BZ,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0018,Fluxys Deutschland,Fluxys Deutschland GmbH,VTP-00045,THE VTP (DE),,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsVTP-00045DE THE BZDE-TSO-0018VTP-00045exitDE THE BZ,4,Western Europe,Western Europe
UGS-00308,UGS Bernburg,False,-19.84765335,-8.109013806,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,,,,,,,,,False,Storage,Storage,DE,Germany,,,,DE-SSO-0006,VNG Gasspeicher,VNG Gasspeicher GmbH,UGS-00308,UGS Bernburg,entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsUGS-00308DE THE BZStorageDE-SSO-0006UGS-00308entry,4,Western Europe,Western Europe
UGS-00308,UGS Bernburg,False,-19.84765335,-8.109013806,Storage,Storage,DE,Germany,,,,DE-SSO-0006,VNG Gasspeicher,VNG Gasspeicher GmbH,UGS-00308,UGS Bernburg,,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsUGS-00308StorageDE-SSO-0006UGS-00308exitDE THE BZ,4,Western Europe,Western Europe
UGS-00309,UGS Bad Lauchstädt,False,-21.60419275,-10.88742249,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,,,,,,,,,False,Storage,Storage,DE,Germany,,,,DE-SSO-0006,VNG Gasspeicher,VNG Gasspeicher GmbH,UGS-00309,UGS Bad Lauchstädt,entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsUGS-00309DE THE BZStorageDE-SSO-0006UGS-00309entry,4,Western Europe,Western Europe
UGS-00309,UGS Bad Lauchstädt,False,-21.60419275,-10.88742249,Storage,Storage,DE,Germany,,,,DE-SSO-0006,VNG Gasspeicher,VNG Gasspeicher GmbH,UGS-00309,UGS Bad Lauchstädt,,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsUGS-00309StorageDE-SSO-0006UGS-00309exitDE THE BZ,4,Western Europe,Western Europe
UGS-00320,UGS Katharina,False,-21.86776313,-8.653463007,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,,,,,,,,,False,Storage,Storage,DE,Germany,,,,DE-SSO-0016,Peissen,Erdgasspeicher Peissen GmbH,UGS-00320,UGS Katharina,entry,False,,,,,Dec 30 2024  4:48PM,False,Both,,4InterconnectionsUGS-00320DE THE BZStorageDE-SSO-0016UGS-00320entry,4,Western Europe,Western Europe
UGS-00320,UGS Katharina,False,-21.86776313,-8.653463007,Storage,Storage,DE,Germany,,,,DE-SSO-0016,Peissen,Erdgasspeicher Peissen GmbH,UGS-00320,UGS Katharina,,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsUGS-00320StorageDE-SSO-0016UGS-00320exitDE THE BZ,4,Western Europe,Western Europe
VTP-00045,THE VTP (DE),False,-28.26,-16.55,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,,,,,,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0008,Nowega,Nowega GmbH,VTP-00045,THE VTP (DE),entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsVTP-00045DE THE BZDE THE BZDE-TSO-0008VTP-00045entry,4,Western Europe,Western Europe
ITP-00268,Gernsheim,False,0.0,0.0,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00268,Gernsheim,entry,True,37Z000000006481P,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsITP-00268DE THE BZDE THE BZDE-TSO-0001ITP-00268entry,4,Western Europe,Western Europe
ITP-00268,Gernsheim,False,0.0,0.0,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0004,GRTD,GRTgaz Deutschland GmbH,ITP-00268,Gernsheim,entry,True,37Z000000006481P,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsITP-00268DE THE BZDE THE BZDE-TSO-0004ITP-00268entry,4,Western Europe,Western Europe
ITP-00268,Gernsheim,False,0.0,0.0,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00268,Gernsheim,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,,,,37Z000000006481P,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsITP-00268DE THE BZDE-TSO-0001ITP-00268exitDE THE BZ,4,Western Europe,Western Europe
ITP-00268,Gernsheim,False,0.0,0.0,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0004,GRTD,GRTgaz Deutschland GmbH,ITP-00268,Gernsheim,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,,,,37Z000000006481P,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsITP-00268DE THE BZDE-TSO-0004ITP-00268exitDE THE BZ,4,Western Europe,Western Europe
UGS-00449,Epe/Xanten I (UGS-E),False,-31.64,-2.2,Storage,Storage,DE,Germany,,,,DE-SSO-0014,RWE Gas Storage West,RWE Gas Storage West,UGS-00449,Epe/Xanten I (UGS-E),,,,,,,,,,,,,exit,False,Storage,Storage,DE,Germany,,,,DE-SSO-0014,RWE Gas Storage West,RWE Gas Storage West,UGS-00449,Epe/Xanten I (UGS-E),entry,False,,,,,Dec 30 2024  4:48PM,False,Both,OnlyTP,4InterconnectionsUGS-00449StorageDE-SSO-0014UGS-00449exitStorageDE-SSO-0014UGS-00449entry,4,Western Europe,Western Europe
ITP-00010,Brandov-OPAL (DE),False,-11.87,-17.28,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0020,LBTG,Lubmin-Brandov Gastransport GmbH,ITP-00010,Brandov (Transit),False,False,,,,,,,,,21Z000000000242V,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00452,Brandov / OPAL,entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00010DE THE BZDE-TSO-0020ITP-00010exitDE THE BZDE-TSO-0001ITP-00452entry,4,Western Europe,Western Europe
ITP-00010,Brandov-OPAL (DE),False,-11.87,-17.28,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0020,LBTG,Lubmin-Brandov Gastransport GmbH,ITP-00010,Brandov (Transit),False,False,,,,,,,,,21Z000000000242V,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0016,OPAL,OPAL Gastransport GmbH & Co. KG,ITP-00452,Brandov / OPAL,entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00010DE THE BZDE-TSO-0020ITP-00010exitDE THE BZDE-TSO-0016ITP-00452entry,4,Western Europe,Western Europe
ITP-00614,VIP THE-ZTP,False,-50.89,-16.64,BeLux,Transmission,BE,Belgium,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00614,VIP THE-ZTP,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z102938475601E,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0009,OGE,Open Grid Europe GmbH,ITP-00614,VIP THE-ZTP	,entry,True,21Z102938475601E,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00614BeLuxBE-TSO-0001ITP-00614exitDE THE BZDE-TSO-0009ITP-00614entry,4,Western Europe,Western Europe
ITP-00614,VIP THE-ZTP,False,-50.89,-16.64,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0009,OGE,Open Grid Europe GmbH,ITP-00614,VIP THE-ZTP	,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z102938475601E,,exit,True,BeLux,Transmission,BE,Belgium,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00614,VIP THE-ZTP,entry,True,21Z102938475601E,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00614DE THE BZDE-TSO-0009ITP-00614exitBeLuxBE-TSO-0001ITP-00614entry,4,Western Europe,Western Europe
ITP-10012,VIP TTF-THE-H,False,-46.32,-3.0,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0005,GUD,Gasunie Deutschland Transport Services GmbH,ITP-10012,VIP TTF-THE-H,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z0019743987060,,exit,True,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-10012,VIP TTF-THE-H,entry,True,21Z0019743987060,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-10012DE THE BZDE-TSO-0005ITP-10012exitNetherlandsNL-TSO-0001ITP-10012entry,4,Western Europe,Western Europe
ITP-00507,Bunde (DE) / Oude Statenzijl (H) (NL) (GTG Nord),False,-46.1,0.69,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0006,GTG,Gastransport Nord GmbH,ITP-00507,Bunde-West,False,False,,,,False,False,,,,21Z000000000506N,,exit,True,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00507,Oude Statenzijl GTG Nord-H,entry,True,21Z000000000506N,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00507DE THE BZDE-TSO-0006ITP-00507exitNetherlandsNL-TSO-0001ITP-00507entry,4,Western Europe,Western Europe
ITP-10012,VIP TTF-THE-H,False,-46.32,-3.0,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-10012,VIP TTF-THE-H,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z0019743987060,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0005,GUD,Gasunie Deutschland Transport Services GmbH,ITP-10012,VIP TTF-THE-H,entry,True,21Z0019743987060,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-10012NetherlandsNL-TSO-0001ITP-10012exitDE THE BZDE-TSO-0005ITP-10012entry,4,Western Europe,Western Europe
ITP-00087,Isaccea (RO) - Orlovka (UA) I,False,65.61,-51.23,RO_NTS,Transmission,RO,Romania,RO---------,RO_NTS,Romanian National Transmission System Balancing Zone,RO-TSO-0001,Transgaz,SNTGN Transgaz S.A.,ITP-00087,Isaccea I,False,False,,,,False,False,RBP,RBP,https://rbp.eu/,21Z000000000304Z,,exit,True,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00087,Isaccea/Orlovka-1,entry,True,21Z000000000304Z,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00087RO_NTSRO-TSO-0001ITP-00087exitTransmissionUA-TSO-0001ITP-00087entry,4,Eastern Europe,Eastern Europe
DIS-00199,KOSMIO-GR,True,48.47,-66.23,Greece,Transmission,GR,Greece,GR---------,Greece,Greek Balancing Zone,GR-TSO-0001,DESFA S.A.,DESFA S.A.,DIS-00199,KOSMIO-GR,False,False,,,,,,,,,21Z000000000525J,,exit,True,Distribution,Distribution,GR,Greece,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00199GreeceGR-TSO-0001DIS-00199exitDistribution,4,Southern Europe,Southern Europe
