countryName,totalEntries,totalExits,totalFlow
Austria,48990558015.0,173667638220.0,-175532146074.0
Belarus,0.0,0.0,1794524510.0
Belgium,44472648072.6,38758438550.0,5715471711.6
Bulgaria,14494752797.0,6350294907.1949005,8144457889.8050995
Croatia,1625773127.0,1625842641.0,-69514.0
Czechia,138365227113.6,41032435140.0,26964242853.600006
Denmark,0.0,336853580.0,-336853580.0
Estonia,8030316503.990999,2609520625.712,5420795878.278999
Finland,1547046361.0,0.0,0.0
France,41753575326.0,36941367774.0,-14338588570.0
Germany,166899354195.7,181367370122.241,33516099886.459
Greece,2666664037.0,1141062311.0,766131340.0
Hungary,22666870708.79,23899605989.3,-6399175678.21
Ireland,0.0,0.0,-3925255815.0
Italy,58005468878.0,30256840116.0,22198186660.0
Latvia,7893240498.990999,2734642599.712,5158597899.278999
Libya,0.0,0.0,5442625258.0
Lithuania,1919646484.0,125121974.0,-1708024401.0
Luxemburg,615597444.0,615597250.0,194.0
Moldavia,7556354523.12,8274032352.1,7556354523.12
Morocco,3589129341.0,0.0,0.0
Netherlands,25333464115.4,37589461904.651,-25572014993.250996
North Macedonia,0.0,42868938.0,-42868938.0
Norway,32933220463.9,0.0,76359697726.9
Poland,25077209777.0,25076552276.59,469308.4099998474
Portugal,713314210.0,715844538.0,-2530328.0
Romania,21947280812.61,10201035410.6649,11746245401.945099
Russia,5303038369.179999,1775710108.622,88805752550.6674
San Marino,0.0,34809777.0,0.0
Serbia,0.0,1243912000.0,0.0
Slovakia,61328500420.0,187754951161.0,-84097990536.0
Slovenia,1301026334.0,1301091919.0,-65585.0
Spain,4467518439.0,4384229454.0,3672418326.0
Switzerland,22304619716.0,85276297134.6,-15817755415.2
Turkey,759470386.0,3587893079.0,-2068952307.0
Ukraine,151032166119.0494,21417887272.47,43239421364.07
United Kingdom,39268000916.0,16062642831.6,0.0
