countryName,totalEntries,totalExits,totalFlow
Albania,8581583799.0,8580006699.0,1577100.0
Austria,4571594873.0,19046661154.0,-20012459284.0
Belarus,0.0,0.0,887249220.0
Belgium,32034809307.5,19158264837.7,12876345670.599998
Bulgaria,19842446415.003,15558628273.75,-10203834386.747
Croatia,1104615287.0,1104757359.0,-142072.0
Czechia,13136603451.0,27836559073.64,-7649895324.639999
Denmark,14107017609.0,6732046818.0,287216.0
Estonia,1029558816.8989999,1031343333.05,-1784516.151000023
Finland,1029558816.8989999,1031343333.05,-1784516.151000023
France,13461570405.0,13248304030.0,-3490441654.0
Germany,58465405394.42,63419863666.92899,-6273273672.548998
Greece,11381054005.0,3362563568.75,8018490436.25
Hungary,13584821070.80238,6517593682.3,7067227388.50238
Ireland,0.0,0.0,-3605601900.0
Italy,16452712616.0,11945307184.0,2559803807.0
Latvia,2056072897.0,2058249432.0,-2176535.0
Libya,0.0,0.0,1891598584.0
Lithuania,3531018775.0,2645946090.0,-901590462.0
Luxemburg,1393800.0,3078612.0,-1684812.0
Moldavia,2067013.56,1858930986.432,-1602189241.112
Morocco,0.0,849345724.0,0.0
Netherlands,23725660825.3,28056780542.0,-10691023386.099998
North Macedonia,0.0,283648063.0,-283648063.0
Norway,21896939005.120003,0.0,50561511234.12
Poland,9520435505.51,9440360381.619,79977081.89100003
Portugal,350335751.0,324527453.0,25808298.0
Romania,6885942095.87538,7028883186.502,-142941090.62662008
Russia,0.0,899413927.0,13206783570.7
San Marino,0.0,17124404.0,0.0
Serbia,7060924589.0,8480469792.0,-1419545203.0
Slovakia,16486835558.7,34947323258.2,-13845372707.5
Slovenia,784251066.0,784456183.0,-205117.0
Spain,2105034749.0,2093234904.0,-837545879.0
Switzerland,4812030079.0,7618649358.91,-1612428488.9700003
Turkey,10895672727.0,0.0,25383325255.0
Ukraine,32761891243.2,20929437932.79,-1629004992.05
United Kingdom,21275656874.3,7690999619.0,0.0
