countryName,totalEntries,totalExits,totalFlow
Albania,2987379143.0,3267508564.0,-280129421.0
Austria,3795982973.0,13508830397.0,-13984693191.0
Belarus,454762698.0,0.0,454762698.0
Belgium,24863184588.699997,6920898828.1,10158573033.599998
Bulgaria,970406347.59,1702151596.6,-731745249.01
Croatia,626845650.0,585911011.0,40934639.0
Czechia,1989906163.0,25129282622.0,-9944392831.0
Denmark,2455807349.0,2467132292.0,-11324943.0
Estonia,273255484.998,437223988.0,-163968503.00199997
Finland,273255484.998,303530966.0,-30275481.001999974
France,3127966731.0,6116483374.0,-2927240502.0
Germany,21268378395.0,40392079944.798004,-17341552002.694
Greece,4653908791.0,523304964.6,4130603826.4
Hungary,3224837885.37,2476038524.3,748799361.07
Ireland,4918055.0,0.0,-1408623300.0
Italy,6876891998.0,4201976903.0,2655891540.0
Latvia,983828461.0,1117521483.0,-133693022.0
Libya,958428228.0,0.0,958428228.0
Lithuania,1309744384.0,1309744384.0,-454864231.0
Luxemburg,0.0,0.0,0.0
Moldavia,14702904.629999999,617677623.136,-61003784.046
Morocco,0.0,303918009.0,0.0
Netherlands,19852408346.94,12772787459.8,-4485885964.560002
North Macedonia,0.0,56210579.0,-56210579.0
Norway,24306362441.3,0.0,24306362441.3
Poland,3321979340.0,3356330775.1,-34351435.100000024
Portugal,180372003.0,228686979.0,-48314976.0
Romania,944079530.59,922685659.936,21393870.65400008
Russia,4872146024.5,454864231.0,4872146024.5
San Marino,0.0,6415319.0,0.0
Serbia,531216000.0,803039099.0,-271823099.0
Slovakia,4268267224.0,16164753485.7,-8977418654.7
Slovenia,401293174.0,378308889.0,22984285.0
Spain,1299030920.0,1228306972.0,-233194061.0
Switzerland,2922106379.0,5536624807.894,-1064316020.2979999
Turkey,5161337676.0,0.0,5161337676.0
Ukraine,4221601030.0,4487587468.74,-807957373.1999998
United Kingdom,0.0,5539535605.0,0.0
