countryName,totalEntries,totalExits,totalFlow
Austria,35394501396.14,165015592568.487,-170206850800.347
Belarus,0.0,0.0,2742434769.0
Belgium,38774092663.050995,27915827314.8,10858838012.251
Bulgaria,13717227283.0778,7134669512.0,6582557771.077801
Croatia,1980964405.0,1978573646.0,2390759.0
Czechia,78647061602.45,36675631664.7,-10370711649.25
Denmark,6929690096.0,0.0,6929690096.0
Estonia,507150990.0,643346906.0,-136195916.0
Finland,2240936729.0,0.0,0.0
France,28130039782.0,18219613410.0,-6696574578.0
Germany,145265654040.474,179038283813.568,-6601939973.649002
Greece,924514495.0,210517568.0,353563617.0
Hungary,17675756804.940002,17716461424.1,-3460099162.06
Ireland,0.0,0.0,-5028302775.0
Italy,41709241081.0,27176665981.0,9336161278.0
Latvia,1113379887.0,1299888603.0,-186508716.0
Libya,0.0,0.0,5001963898.0
Lithuania,3398976466.0,656541697.0,-2550617551.0
Luxemburg,905005476.0,905251126.0,-245650.0
Moldavia,9045245208.6,10545773108.526001,8053532050.074
Morocco,6184541989.0,0.0,0.0
Netherlands,34676156949.3,49640841148.6,-27675498689.853
North Macedonia,0.0,215857798.0,-215857798.0
Norway,32312237944.6,0.0,87727957074.6
Poland,25201859221.0,25201555942.841,-718.8409996032715
Portugal,317023091.0,321161286.0,-4138195.0
Romania,23582033904.3278,12113583987.468,12642854500.7098
Russia,50312800.0,2550617551.0,86020526208.7134
San Marino,0.0,49660412.0,0.0
Serbia,0.0,2633054800.0,0.0
Slovakia,60696387358.0,179711667424.0,-76704173124.0
Slovenia,2333300218.0,2332726253.0,573965.0
Spain,1778801466.0,1775091450.0,6188252005.0
Switzerland,9531840807.958,68866294638.72,-21073533590.254
Turkey,360433310.0,4712655576.0,-3991788956.0
Ukraine,156945242578.6234,14636880323.144001,48636960784.815994
United Kingdom,42265987548.0,6526091711.6,0.0
