countryName,totalEntries,totalExits,totalFlow
Austria,43548575411.0,153788702258.8,-153471003808.8
Belarus,0.0,0.0,1642413318.0
Belgium,36152685330.5,32225869872.9,3926310988.6000004
Bulgaria,13718666692.0,5843234625.3979,7875432066.6021
Croatia,1600081150.0,1594660059.0,5421091.0
Czechia,122124633326.8,52259462470.0,4602884929.800003
Denmark,0.0,809960168.0,-809960168.0
Estonia,8429167160.860001,2746977353.93,5682189806.93
Finland,1334588912.0,0.0,0.0
France,34331677925.0,29742944660.0,-13532539417.0
Germany,154374755266.97,190826035565.919,-11474603217.358994
Greece,2867253499.0,1096508807.0,907216428.0
Hungary,23595922548.61,22247172884.4,-7008327405.39
Ireland,0.0,0.0,-3513643433.0
Italy,57579654091.0,25844682297.0,26888550364.0
Latvia,9230818764.86,3713948910.93,5516869853.93
Libya,0.0,0.0,4791393755.0
Lithuania,2609384875.0,966971557.0,-1593152763.0
Luxemburg,455835377.0,455835192.0,185.0
Moldavia,5945818407.900001,6012443425.6,5945818407.900001
Morocco,2737481591.0,0.0,0.0
Netherlands,28101867914.7,36532841921.019,-20015020197.949
North Macedonia,0.0,281119949.0,-281119949.0
Norway,29718899326.9,0.0,84038637414.9
Poland,23549816125.0,23549667032.78,41752.2200012207
Portugal,490691336.0,495268139.0,-4576803.0
Romania,21066177804.57044,8845514248.697899,12220663555.87254
Russia,5658248242.86,1593152763.0,80148985340.9031
San Marino,0.0,20466911.0,0.0
Serbia,0.0,1277875677.0,0.0
Slovakia,56448695286.0,167719445249.0,-74539505540.0
Slovenia,1160961752.0,1160929660.0,32092.0
Spain,3554056456.0,3499759252.0,2791778795.0
Switzerland,26945459428.0,104643919618.56,-16996964727.52
Turkey,863528264.0,2959061596.0,-1232005068.0
Ukraine,134608405277.90355,21570683777.3,40948331281.56044
United Kingdom,49277188500.0,14295331212.0,0.0
