countryName,totalEntries,totalExits,totalFlow
Albania,2926359877.0,3174404845.0,-248044968.0
Austria,4393980064.0,13931425694.0,-12276657528.0
Belarus,882386082.0,0.0,882386082.0
Belgium,38970485032.9,8974394273.7,14487467905.2
Bulgaria,851445895.239,3101049176.117,-2249603280.878
Croatia,260423836.0,246488067.0,13935769.0
Czechia,4519128751.0,20104871385.43,-5603911444.809999
Denmark,2152665281.0,2226912267.0,-74246986.0
Estonia,376600725.0,375732155.73,868569.2699999809
Finland,376600725.0,375732155.73,868569.2699999809
France,4580571166.0,10951212959.0,-5344950919.0
Germany,31584695842.905,58109055420.671,-19753704656.386
Greece,5012955149.0,504378038.13,4508577110.87
Hungary,2876311658.22685,1601153247.76,1160908410.46685
Ireland,7608890.0,0.0,-1639980600.0
Italy,9496163101.0,4676608114.0,4749509904.0
Latvia,738937442.0,807111187.0,-68173745.0
Libya,749364927.0,0.0,749364927.0
Lithuania,874550656.0,942724401.0,-967269360.0
Luxemburg,242957830.0,0.0,242957830.0
Moldavia,96851650.5,951504555.63,-178138359.83999997
Morocco,0.0,218368660.0,0.0
Netherlands,29458569934.935,19132365671.9,-4665114232.965
North Macedonia,0.0,132190476.0,-132190476.0
Norway,37470266276.4,0.0,37470266276.4
Poland,3093874878.14,3152107110.561,-58232232.421000004
Portugal,125422224.0,138158922.0,-12736698.0
Romania,351178208.40585,320927745.747,30250462.65885
Russia,4453014068.8,899095615.0,4453014068.8
San Marino,0.0,15064016.0,0.0
Serbia,1257711000.0,2468169443.0,-1096208443.0
Slovakia,5820468423.36,15972760971.2,-7550542172.84
Slovenia,475148708.0,464374632.0,10774076.0
Spain,839141197.0,886281276.0,-265508739.0
Switzerland,5433561325.0,17120056608.1,-4531482230.7
Turkey,7221053006.0,0.0,7221053006.0
Ukraine,5616406519.059999,5574212025.54,-634320051.7700002
United Kingdom,0.0,7406783392.6,0.0
