countryName,totalEntries,totalExits,totalFlow
Austria,39292010448.0,165851072141.932,-174047092918.932
Belarus,0.0,0.0,4512358666.0
Belgium,46226515319.8,34898934052.4,11326750831.4
Bulgaria,14068616836.8,7327836119.8318,6740780716.968199
Croatia,1581866223.0,1581983531.0,-117308.0
Czechia,107551286108.3,34990622188.0,4061472167.300003
Denmark,0.0,341643442.0,-341643442.0
Estonia,748868972.478,1116757996.9615,-367889024.4835
Finland,2475784383.0,0.0,0.0
France,43175206361.0,34480942093.0,-11729575206.0
Germany,154112514037.493,187023101624.957,14185783725.092987
Greece,1894473602.0,1894473619.0,-17.0
Hungary,15202754493.15,15507821908.5,-3890895505.85
Ireland,0.0,0.0,-4053883725.0
Italy,49421776467.0,27180678670.0,17287671309.0
Latvia,964254308.478,1369478628.9615,-405224320.4835
Libya,0.0,0.0,4779453757.0
Lithuania,4765079298.0,252720632.0,-2592181688.0
Luxemburg,882164977.0,882169553.0,-4576.0
Moldavia,8150383890.8,9625831120.83,7628060836.57
Morocco,2365036303.0,0.0,0.0
Netherlands,29554037620.938,46147295082.085,-30025821261.196
North Macedonia,0.0,120979130.0,-120979130.0
Norway,31972243090.7,0.0,86985372639.7
Poland,24638982325.0,24639668708.74,-969677.7400016785
Portugal,173483711.0,179624400.0,-6140689.0
Romania,21235469182.58,11575267129.0468,10148065781.6132
Russia,43831752.663,2994345813.63,73292497757.1513
San Marino,0.0,52406240.0,0.0
Serbia,0.0,2127394000.0,0.0
Slovakia,50440904363.0,174449055870.0,-81712143650.0
Slovenia,1490397422.0,1490403680.0,-6258.0
Spain,6040979961.0,5908954150.0,2497062114.0
Switzerland,17461701283.712,78456694286.4,-17285651919.896
Turkey,0.0,2958497376.0,-2958497376.0
Ukraine,135880207368.5483,12731205868.365,43841018048.885
United Kingdom,38302967589.0,4208307985.7,0.0
