countryName,totalEntries,totalExits,totalFlow
Austria,8373592226.0,37529349980.0,-38277383453.0
Belarus,905631399.0,0.0,905631399.0
Belgium,15156211526.9,10583721679.8,4563825122.099999
Bulgaria,6460365584.4,2915513872.0,3544851712.3999996
Croatia,708380230.0,682309025.0,26071205.0
Czechia,21014411408.0,10989185621.0,-1612091789.0
Denmark,2223840698.0,0.0,2223840698.0
Estonia,2029276211.663,559932021.336,1469344190.3270001
Finland,0.0,0.0,0.0
France,8105339460.0,12513437991.0,-4408098531.0
Germany,58059142042.8,65413499243.563,-12783750658.563
Greece,780769133.0,476554554.0,304214579.0
Hungary,2933255748.84,6832071516.4,-1809648917.1599998
Ireland,0.0,0.0,-1504005600.0
Italy,13690883990.0,5202092792.0,8453731580.0
Latvia,2232403276.663,834412855.336,1397990421.3270001
Libya,1912716075.0,0.0,1912716075.0
Lithuania,274480834.0,274480834.0,-829155710.0
Luxemburg,244110742.0,244110674.0,68.0
Moldavia,3572830640.1,3858024965.9,3572830640.1
Morocco,0.0,0.0,0.0
Netherlands,13264742946.9,15485997926.68,-9081687193.580002
North Macedonia,0.0,61386909.0,-61386909.0
Norway,26236242019.8,0.0,26236242019.8
Poland,9744706040.0,8892754626.083,851951413.9169998
Portugal,277757384.0,298041036.0,-20283652.0
Romania,9648715184.394,4794535061.280001,5170257736.973999
Russia,27440866084.8063,905924078.006,27364097716.8003
San Marino,0.0,9470450.0,0.0
Serbia,0.0,790716000.0,0.0
Slovakia,16268055177.0,43471854109.0,-17740775371.0
Slovenia,710185916.0,738308574.0,-28122658.0
Spain,4483551266.0,2132866343.0,2350684923.0
Switzerland,8492161046.0,41816826306.4,-10300433378.8
Turkey,608429158.0,1646594055.0,-1038164897.0
Ukraine,25625115664.253998,8060984159.42,10510146074.674
United Kingdom,0.0,2099772997.0,0.0
