countryName,totalEntries,totalExits,totalFlow
Austria,30908000806.0,151292696659.06,-156557244807.06
Belarus,0.0,0.0,2723515692.0
Belgium,41746070957.865,29682802184.2,12063303298.664999
Bulgaria,15483199797.0,6996008728.14,8487191068.860001
Croatia,1990798295.0,1990601614.0,196681.0
Czechia,64722300882.2,48750930567.89,-21731134199.690002
Denmark,6180266186.0,0.0,6180266186.0
Estonia,816519158.25,444828334.0,371690824.25
Finland,2239864709.0,0.0,0.0
France,32682452073.0,21448886210.0,-7516485946.0
Germany,133791040553.429,179727431819.955,-29313496022.09
Greece,3071942250.0,938094853.0,1066528998.0
Hungary,20717267134.239998,20744494819.8,-4283274976.76
Ireland,0.0,0.0,-4461087686.0
Italy,34869895437.0,21615226671.0,8472457074.0
Latvia,873499556.25,604727131.0,268772425.25
Libya,0.0,0.0,4547958934.0
Lithuania,2883414489.0,159898797.0,-2584210574.0
Luxemburg,891474920.0,890443222.2,1031697.8000000119
Moldavia,10404309193.7,12360412548.5,8804748029.0
Morocco,7509109494.0,0.0,0.0
Netherlands,35898289065.2,52089874969.2,-29948685200.035995
North Macedonia,0.0,314114701.0,-314114701.0
Norway,33443201045.9,0.0,91036803664.9
Poland,25426102315.0,25425739859.105,-1325.1049995422363
Portugal,699836018.0,711642477.0,-11806459.0
Romania,25729986891.52,12570647258.161,15254808551.529001
Russia,102918399.0,2584210574.0,80218420732.822
San Marino,0.0,65260457.0,0.0
Serbia,0.0,3103590000.0,0.0
Slovakia,57529500800.0,164654077961.0,-67950995233.0
Slovenia,2313080628.0,2312629718.0,450910.0
Spain,2796195354.0,2822637343.0,7482667505.0
Switzerland,8706679656.0,64851083882.0,-20797468373.0
Turkey,1067318399.0,4424250464.0,-2289613666.0
Ukraine,149014559617.802,11914201706.550999,47520857275.659004
United Kingdom,43286981635.4,5562579807.0,0.0
