,direction_key,flow_status,id,id_point_type,operator_key,period_from,period_to,period_type,point_key,point_label,tso_eic_code,unit,value
0,exit,Confirmed,1Physical Flowday2023-01-312023-02-01CZ-TSO-0001ITP-00535exitkWh/d,0.0,CZ-TSO-0001,2023-02-01T00:00:00+01:00,2023-02-02T00:00:00+01:00,day,ITP-00535,Deutschneudorf EUGAL Brandov ,21X000000001304L,kWh/d,0
1,entry,Provisional,1Physical Flowday2023-02-012023-02-02FI-TSO-0003ITP-00550entrykWh/d,0.0,FI-TSO-0003,2023-02-01T05:00:00+01:00,2023-02-02T05:00:00+01:00,day,ITP-00550,BALTICCONNECTOR,21X000000001393X,kWh/d,43663789
2,exit,Provisional,1Physical Flowday2023-02-012023-02-02FI-TSO-0003ITP-00550exitkWh/d,0.0,FI-TSO-0003,2023-02-01T05:00:00+01:00,2023-02-02T05:00:00+01:00,day,ITP-00550,BALTICCONNECTOR,21X000000001393X,kWh/d,0
3,entry,Provisional,1Physical Flowday2023-02-012023-02-02FI-TSO-0003LNG-00011entrykWh/d,2.0,FI-TSO-0003,2023-02-01T05:00:00+01:00,2023-02-02T05:00:00+01:00,day,LNG-00011,Hamina LNG,21X000000001393X,kWh/d,2274959
4,entry,Provisional,1Physical Flowday2023-02-012023-02-02AT-TSO-0003ITP-00040entrykWh/d,0.0,AT-TSO-0003,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,ITP-00040,Tarvisio (IT) / Arnoldstein (AT),21X-AT-C-A0A0A-B,kWh/d,0
5,exit,Provisional,1Physical Flowday2023-02-012023-02-02AT-TSO-0003ITP-00040exitkWh/d,0.0,AT-TSO-0003,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,ITP-00040,Tarvisio (IT) / Arnoldstein (AT),21X-AT-C-A0A0A-B,kWh/d,148629353
6,entry,Provisional,1Physical Flowday2023-02-012023-02-02AT-TSO-0003ITP-00037entrykWh/d,0.0,AT-TSO-0003,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,ITP-00037,Baumgarten (TAG),21X-AT-C-A0A0A-B,kWh/d,104197155
7,exit,Provisional,1Physical Flowday2023-02-012023-02-02AT-TSO-0003ITP-00037exitkWh/d,0.0,AT-TSO-0003,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,ITP-00037,Baumgarten (TAG),21X-AT-C-A0A0A-B,kWh/d,0
8,exit,Confirmed,1Physical Flowday2023-02-012023-02-02UK-TSO-0002DIS-00015exitkWh/d,31.0,UK-TSO-0002,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,DIS-00015,Greater Belfast,21X0000000013562,kWh/d,19679120
9,entry,Confirmed,1Physical Flowday2023-02-012023-02-02UK-TSO-0002ITP-00077entrykWh/d,25.0,UK-TSO-0002,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,ITP-00077,Twynholm,21X0000000013562,kWh/d,53667500
10,exit,Confirmed,1Physical Flowday2023-02-012023-02-02UK-TSO-0002DIS-00017exitkWh/d,31.0,UK-TSO-0002,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,DIS-00017,PTL Stranraer,21X0000000013562,kWh/d,590581
11,exit,Confirmed,1Physical Flowday2023-02-012023-02-02UK-TSO-0002ITP-00298exitkWh/d,25.0,UK-TSO-0002,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,ITP-00298,Carrickfergus,21X0000000013562,kWh/d,26311111
12,entry,Confirmed,1Physical Flowday2023-02-012023-02-02CZ-TSO-0001ITP-00015entrykWh/d,0.0,CZ-TSO-0001,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,ITP-00015,Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE),21X000000001304L,kWh/d,0
13,exit,Confirmed,1Physical Flowday2023-02-012023-02-02CZ-TSO-0001ITP-00015exitkWh/d,0.0,CZ-TSO-0001,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,ITP-00015,Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE),21X000000001304L,kWh/d,0
14,entry,Confirmed,1Physical Flowday2023-02-012023-02-02CZ-TSO-0001ITP-00139entrykWh/d,0.0,CZ-TSO-0001,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,ITP-00139,Waidhaus,21X000000001304L,kWh/d,19816963
15,exit,Confirmed,1Physical Flowday2023-02-012023-02-02CZ-TSO-0001ITP-00139exitkWh/d,0.0,CZ-TSO-0001,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,ITP-00139,Waidhaus,21X000000001304L,kWh/d,0
16,entry,Confirmed,1Physical Flowday2023-02-012023-02-02CZ-TSO-0001ITP-00051entrykWh/d,0.0,CZ-TSO-0001,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,ITP-00051,Lanžhot,21X000000001304L,kWh/d,0
17,exit,Confirmed,1Physical Flowday2023-02-012023-02-02CZ-TSO-0001ITP-00051exitkWh/d,0.0,CZ-TSO-0001,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,ITP-00051,Lanžhot,21X000000001304L,kWh/d,83356757
18,entry,Confirmed,1Physical Flowday2023-02-012023-02-02CZ-TSO-0001ITP-00123entrykWh/d,0.0,CZ-TSO-0001,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,ITP-00123,Brandov STEGAL (CZ) / Stegal (DE),21X000000001304L,kWh/d,0
19,exit,Confirmed,1Physical Flowday2023-02-012023-02-02CZ-TSO-0001ITP-00123exitkWh/d,0.0,CZ-TSO-0001,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,ITP-00123,Brandov STEGAL (CZ) / Stegal (DE),21X000000001304L,kWh/d,0
20,entry,Confirmed,1Physical Flowday2023-02-012023-02-02CZ-TSO-0001ITP-00150entrykWh/d,0.0,CZ-TSO-0001,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,ITP-00150,Olbernhau (DE) / Hora Svaté Kateřiny (CZ),21X000000001304L,kWh/d,52680543
21,exit,Confirmed,1Physical Flowday2023-02-012023-02-02CZ-TSO-0001ITP-00150exitkWh/d,0.0,CZ-TSO-0001,2023-02-01T06:00:00+01:00,2023-02-02T06:00:00+01:00,day,ITP-00150,Olbernhau (DE) / Hora Svaté Kateřiny (CZ),21X000000001304L,kWh/d,0
