,direction_key,flow_status,id,id_point_type,operator_key,period_from,period_to,period_type,point_key,point_label,tso_eic_code,unit,value
0,exit,Confirmed,1Physical Flowday2023-04-302023-05-01CZ-TSO-0001ITP-00535exitkWh/d,0.0,CZ-TSO-0001,2023-05-01T00:00:00+02:00,2023-05-02T00:00:00+02:00,day,ITP-00535,Deutschneudorf EUGAL Brandov ,21X000000001304L,kWh/d,0
1,entry,Provisional,1Physical Flowday2023-05-012023-05-02AT-TSO-0003ITP-00040entrykWh/d,0.0,AT-TSO-0003,2023-05-01T06:00:00+02:00,2023-05-02T06:00:00+02:00,day,ITP-00040,Tarvisio (IT) / Arnoldstein (AT),21X-AT-C-A0A0A-B,kWh/d,164637947
2,exit,Provisional,1Physical Flowday2023-05-012023-05-02AT-TSO-0003ITP-00040exitkWh/d,0.0,AT-TSO-0003,2023-05-01T06:00:00+02:00,2023-05-02T06:00:00+02:00,day,ITP-00040,Tarvisio (IT) / Arnoldstein (AT),21X-AT-C-A0A0A-B,kWh/d,0
3,entry,Provisional,1Physical Flowday2023-05-012023-05-02AT-TSO-0003ITP-00037entrykWh/d,0.0,AT-TSO-0003,2023-05-01T06:00:00+02:00,2023-05-02T06:00:00+02:00,day,ITP-00037,Baumgarten (TAG),21X-AT-C-A0A0A-B,kWh/d,0
4,exit,Provisional,1Physical Flowday2023-05-012023-05-02AT-TSO-0003ITP-00037exitkWh/d,0.0,AT-TSO-0003,2023-05-01T06:00:00+02:00,2023-05-02T06:00:00+02:00,day,ITP-00037,Baumgarten (TAG),21X-AT-C-A0A0A-B,kWh/d,0
5,exit,Confirmed,1Physical Flowday2023-05-012023-05-02SI-TSO-0001DIS-00059exitkWh/d,17.0,SI-TSO-0001,2023-05-01T06:00:00+02:00,2023-05-02T06:00:00+02:00,day,DIS-00059,Distribution (SI),21X-SI-A-A0A0A-8,kWh/d,15760325
6,entry,Confirmed,1Physical Flowday2023-05-012023-05-02CZ-TSO-0001ITP-00015entrykWh/d,0.0,CZ-TSO-0001,2023-05-01T06:00:00+02:00,2023-05-02T06:00:00+02:00,day,ITP-00015,Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE),21X000000001304L,kWh/d,34687048
7,exit,Confirmed,1Physical Flowday2023-05-012023-05-02CZ-TSO-0001ITP-00015exitkWh/d,0.0,CZ-TSO-0001,2023-05-01T06:00:00+02:00,2023-05-02T06:00:00+02:00,day,ITP-00015,Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE),21X000000001304L,kWh/d,0
8,entry,Confirmed,1Physical Flowday2023-05-012023-05-02CZ-TSO-0001ITP-00139entrykWh/d,0.0,CZ-TSO-0001,2023-05-01T06:00:00+02:00,2023-05-02T06:00:00+02:00,day,ITP-00139,Waidhaus,21X000000001304L,kWh/d,0
9,exit,Confirmed,1Physical Flowday2023-05-012023-05-02CZ-TSO-0001ITP-00139exitkWh/d,0.0,CZ-TSO-0001,2023-05-01T06:00:00+02:00,2023-05-02T06:00:00+02:00,day,ITP-00139,Waidhaus,21X000000001304L,kWh/d,0
10,entry,Confirmed,1Physical Flowday2023-05-012023-05-02CZ-TSO-0001ITP-00051entrykWh/d,0.0,CZ-TSO-0001,2023-05-01T06:00:00+02:00,2023-05-02T06:00:00+02:00,day,ITP-00051,Lanžhot,21X000000001304L,kWh/d,0
