,direction_key,flow_status,id,id_point_type,operator_key,period_from,period_to,period_type,point_key,point_label,tso_eic_code,unit,value
0,entry,Provisional,1Physical Flowday2023-11-012023-11-02FI-TSO-0003LNG-00072entrykWh/d,2.0,FI-TSO-0003,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,LNG-00072,Inkoo LNG (FI),21X000000001393X,kWh/d,41195719.42
1,entry,Provisional,1Physical Flowday2023-11-012023-11-02AT-TSO-0003ITP-00040entrykWh/d,0.0,AT-TSO-0003,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,ITP-00040,Tarvisio (IT) / Arnoldstein (AT),21X-AT-C-A0A0A-B,kWh/d,192616437
2,exit,Provisional,1Physical Flowday2023-11-012023-11-02AT-TSO-0003ITP-00040exitkWh/d,0.0,AT-TSO-0003,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,ITP-00040,Tarvisio (IT) / Arnoldstein (AT),21X-AT-C-A0A0A-B,kWh/d,1409836
3,entry,Provisional,1Physical Flowday2023-11-012023-11-02AT-TSO-0003ITP-00037entrykWh/d,0.0,AT-TSO-0003,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,ITP-00037,Baumgarten (TAG),21X-AT-C-A0A0A-B,kWh/d,0
4,exit,Provisional,1Physical Flowday2023-11-012023-11-02AT-TSO-0003ITP-00037exitkWh/d,0.0,AT-TSO-0003,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,ITP-00037,Baumgarten (TAG),21X-AT-C-A0A0A-B,kWh/d,0
5,exit,Confirmed,1Physical Flowday2023-11-012023-11-02SI-TSO-0001DIS-00059exitkWh/d,17.0,SI-TSO-0001,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,DIS-00059,Distribution (SI),21X-SI-A-A0A0A-8,kWh/d,20055698
6,exit,Confirmed,1Physical Flowday2023-11-012023-11-02UK-TSO-0002DIS-00015exitkWh/d,31.0,UK-TSO-0002,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,DIS-00015,Greater Belfast,21X0000000013562,kWh/d,14274359
7,entry,Confirmed,1Physical Flowday2023-11-012023-11-02UK-TSO-0002ITP-00077entrykWh/d,25.0,UK-TSO-0002,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,ITP-00077,Twynholm,21X0000000013562,kWh/d,47146944
8,exit,Confirmed,1Physical Flowday2023-11-012023-11-02UK-TSO-0002DIS-00017exitkWh/d,31.0,UK-TSO-0002,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,DIS-00017,PTL Stranraer,21X0000000013562,kWh/d,535657
9,exit,Confirmed,1Physical Flowday2023-11-012023-11-02UK-TSO-0002ITP-00298exitkWh/d,25.0,UK-TSO-0002,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,ITP-00298,Carrickfergus,21X0000000013562,kWh/d,23902222
10,entry,Provisional,1Physical Flowday2023-11-012023-11-02HU-TSO-0001UGS-00021entrykWh/d,6.0,HU-TSO-0001,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,UGS-00021,UGS-2-SZOREG (HU),21X-HU-A-A0A0A-8,kWh/d,0
11,exit,Provisional,1Physical Flowday2023-11-012023-11-02HU-TSO-0001UGS-00021exitkWh/d,6.0,HU-TSO-0001,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,UGS-00021,UGS-2-SZOREG (HU),21X-HU-A-A0A0A-8,kWh/d,16706817
12,entry,Provisional,1Physical Flowday2023-11-012023-11-02HU-TSO-0001UGS-00020entrykWh/d,6.0,HU-TSO-0001,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,UGS-00020,UGS-1-Aggregated Storage (HU),21X-HU-A-A0A0A-8,kWh/d,1946314
13,exit,Provisional,1Physical Flowday2023-11-012023-11-02HU-TSO-0001UGS-00020exitkWh/d,6.0,HU-TSO-0001,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,UGS-00020,UGS-1-Aggregated Storage (HU),21X-HU-A-A0A0A-8,kWh/d,18885612
14,entry,Provisional,1Physical Flowday2023-11-012023-11-02HU-TSO-0001ITP-00043entrykWh/d,0.0,HU-TSO-0001,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,ITP-00043,Mosonmagyarovar,21X-HU-A-A0A0A-8,kWh/d,7829438
15,exit,Provisional,1Physical Flowday2023-11-012023-11-02HU-TSO-0001ITP-00043exitkWh/d,0.0,HU-TSO-0001,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,ITP-00043,Mosonmagyarovar,21X-HU-A-A0A0A-8,kWh/d,0
16,exit,Provisional,1Physical Flowday2023-11-012023-11-02HU-TSO-0001ITP-00055exitkWh/d,14.0,HU-TSO-0001,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,ITP-00055,Kiskundorozsma (HU>RS),21X-HU-A-A0A0A-8,kWh/d,0
17,entry,Provisional,1Physical Flowday2023-11-012023-11-02HU-TSO-0001ITP-00032entrykWh/d,0.0,HU-TSO-0001,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,ITP-00032,Csanadpalota,21X-HU-A-A0A0A-8,kWh/d,71383000
18,exit,Provisional,1Physical Flowday2023-11-012023-11-02HU-TSO-0001ITP-00032exitkWh/d,0.0,HU-TSO-0001,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,ITP-00032,Csanadpalota,21X-HU-A-A0A0A-8,kWh/d,0
19,entry,Provisional,1Physical Flowday2023-11-012023-11-02HU-TSO-0001ITP-00011entrykWh/d,0.0,HU-TSO-0001,2023-11-01T06:00:00+01:00,2023-11-02T06:00:00+01:00,day,ITP-00011,Dravaszerdahely,21X-HU-A-A0A0A-8,kWh/d,19086000
