,direction_key,flow_status,id,id_point_type,operator_key,period_from,period_to,period_type,point_key,point_label,tso_eic_code,unit,value
0,exit,Confirmed,1Physical Flowday2023-06-302023-07-01CZ-TSO-0001ITP-00535exitkWh/d,0.0,CZ-TSO-0001,2023-07-01T00:00:00+02:00,2023-07-02T00:00:00+02:00,day,ITP-00535,Deutschneudorf EUGAL Brandov ,21X000000001304L,kWh/d,0
1,entry,Provisional,1Physical Flowday2023-07-012023-07-02FI-TSO-0003LNG-00072entrykWh/d,2.0,FI-TSO-0003,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,LNG-00072,Inkoo LNG (FI),21X000000001393X,kWh/d,32152318.95
2,entry,Provisional,1Physical Flowday2023-07-012023-07-02AT-TSO-0003ITP-00040entrykWh/d,0.0,AT-TSO-0003,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00040,Tarvisio (IT) / Arnoldstein (AT),21X-AT-C-A0A0A-B,kWh/d,139396746
3,exit,Provisional,1Physical Flowday2023-07-012023-07-02AT-TSO-0003ITP-00040exitkWh/d,0.0,AT-TSO-0003,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00040,Tarvisio (IT) / Arnoldstein (AT),21X-AT-C-A0A0A-B,kWh/d,0
4,entry,Provisional,1Physical Flowday2023-07-012023-07-02AT-TSO-0003ITP-00037entrykWh/d,0.0,AT-TSO-0003,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00037,Baumgarten (TAG),21X-AT-C-A0A0A-B,kWh/d,0
5,exit,Provisional,1Physical Flowday2023-07-012023-07-02AT-TSO-0003ITP-00037exitkWh/d,0.0,AT-TSO-0003,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00037,Baumgarten (TAG),21X-AT-C-A0A0A-B,kWh/d,0
6,entry,Provisional,1Physical Flowday2023-07-012023-07-02RO-TSO-0001ITP-00301entrykWh/d,0.0,RO-TSO-0001,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00301,Negru Voda II,21X-RO-A-A0A0A-S,kWh/d,0
7,exit,Provisional,1Physical Flowday2023-07-012023-07-02RO-TSO-0001ITP-00301exitkWh/d,0.0,RO-TSO-0001,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00301,Negru Voda II,21X-RO-A-A0A0A-S,kWh/d,0
8,entry,Provisional,1Physical Flowday2023-07-012023-07-02RO-TSO-0001ITP-00302entrykWh/d,0.0,RO-TSO-0001,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00302,Negru Voda III,21X-RO-A-A0A0A-S,kWh/d,0
9,exit,Provisional,1Physical Flowday2023-07-012023-07-02RO-TSO-0001ITP-00302exitkWh/d,0.0,RO-TSO-0001,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00302,Negru Voda III,21X-RO-A-A0A0A-S,kWh/d,0
10,entry,Provisional,1Physical Flowday2023-07-012023-07-02RO-TSO-0001ITP-00299entrykWh/d,1.0,RO-TSO-0001,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00299,Isaccea (RO) - Orlovka (UA) II,21X-RO-A-A0A0A-S,kWh/d,0
11,exit,Provisional,1Physical Flowday2023-07-012023-07-02RO-TSO-0001ITP-00299exitkWh/d,1.0,RO-TSO-0001,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00299,Isaccea (RO) - Orlovka (UA) II,21X-RO-A-A0A0A-S,kWh/d,0
12,entry,Provisional,1Physical Flowday2023-07-012023-07-02RO-TSO-0001ITP-00300entrykWh/d,1.0,RO-TSO-0001,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00300,Isaccea (RO) - Orlovka (UA) III,21X-RO-A-A0A0A-S,kWh/d,0
13,exit,Provisional,1Physical Flowday2023-07-012023-07-02RO-TSO-0001ITP-00300exitkWh/d,1.0,RO-TSO-0001,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00300,Isaccea (RO) - Orlovka (UA) III,21X-RO-A-A0A0A-S,kWh/d,0
14,exit,Confirmed,1Physical Flowday2023-07-012023-07-02SI-TSO-0001DIS-00059exitkWh/d,17.0,SI-TSO-0001,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,DIS-00059,Distribution (SI),21X-SI-A-A0A0A-8,kWh/d,17659668
15,entry,Confirmed,1Physical Flowday2023-07-012023-07-02CZ-TSO-0001ITP-00015entrykWh/d,0.0,CZ-TSO-0001,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00015,Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE),21X000000001304L,kWh/d,34763707
16,exit,Confirmed,1Physical Flowday2023-07-012023-07-02CZ-TSO-0001ITP-00015exitkWh/d,0.0,CZ-TSO-0001,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00015,Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE),21X000000001304L,kWh/d,0
17,entry,Confirmed,1Physical Flowday2023-07-012023-07-02CZ-TSO-0001ITP-00051entrykWh/d,0.0,CZ-TSO-0001,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00051,Lanžhot,21X000000001304L,kWh/d,0
18,exit,Confirmed,1Physical Flowday2023-07-012023-07-02CZ-TSO-0001ITP-00051exitkWh/d,0.0,CZ-TSO-0001,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00051,Lanžhot,21X000000001304L,kWh/d,1373531
19,exit,Confirmed,1Physical Flowday2023-07-012023-07-02CZ-TSO-0001ITP-00123exitkWh/d,0.0,CZ-TSO-0001,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00123,Brandov STEGAL (CZ) / Stegal (DE),21X000000001304L,kWh/d,0
20,entry,Confirmed,1Physical Flowday2023-07-012023-07-02CZ-TSO-0001ITP-00158entrykWh/d,0.0,CZ-TSO-0001,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00158,Cieszyn (PL) / Český Těšín (CZ),21X000000001304L,kWh/d,0
21,entry,Confirmed,1Physical Flowday2023-07-012023-07-02CZ-TSO-0001ITP-00150entrykWh/d,0.0,CZ-TSO-0001,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00150,Olbernhau (DE) / Hora Svaté Kateřiny (CZ),21X000000001304L,kWh/d,51586714
22,entry,Confirmed,1Physical Flowday2023-07-012023-07-02CZ-TSO-0001ITP-00123entrykWh/d,0.0,CZ-TSO-0001,2023-07-01T06:00:00+02:00,2023-07-02T06:00:00+02:00,day,ITP-00123,Brandov STEGAL (CZ) / Stegal (DE),21X000000001304L,kWh/d,0
