,direction_key,flow_status,id,id_point_type,operator_key,period_from,period_to,period_type,point_key,point_label,tso_eic_code,unit,value
0,entry,Confirmed,1Physical Flowday2019-04-302019-05-01CZ-TSO-0001ITP-00537entrykWh/d,0.0,CZ-TSO-0001,2019-05-01T00:00:00+02:00,2019-05-02T00:00:00+02:00,day,ITP-00537,VIP Brandov-GASPOOL,21X000000001304L,kWh/d,0
1,exit,Confirmed,1Physical Flowday2019-04-302019-05-01CZ-TSO-0001ITP-00537exitkWh/d,0.0,CZ-TSO-0001,2019-05-01T00:00:00+02:00,2019-05-02T00:00:00+02:00,day,ITP-00537,VIP Brandov-GASPOOL,21X000000001304L,kWh/d,0
2,entry,Confirmed,1Physical Flowday2019-04-302019-05-01CZ-TSO-0001ITP-00538entrykWh/d,0.0,CZ-TSO-0001,2019-05-01T00:00:00+02:00,2019-05-02T00:00:00+02:00,day,ITP-00538,VIP Waidhaus NCG,21X000000001304L,kWh/d,0
3,exit,Confirmed,1Physical Flowday2019-04-302019-05-01CZ-TSO-0001ITP-00538exitkWh/d,0.0,CZ-TSO-0001,2019-05-01T00:00:00+02:00,2019-05-02T00:00:00+02:00,day,ITP-00538,VIP Waidhaus NCG,21X000000001304L,kWh/d,0
4,entry,Confirmed,1Physical Flowday2019-04-302019-05-01CZ-TSO-0001UGS-00446entrykWh/d,6.0,CZ-TSO-0001,2019-05-01T00:00:00+02:00,2019-05-02T00:00:00+02:00,day,UGS-00446,VGS Moravia,21X000000001304L,kWh/d,0
5,exit,Confirmed,1Physical Flowday2019-04-302019-05-01CZ-TSO-0001UGS-00446exitkWh/d,6.0,CZ-TSO-0001,2019-05-01T00:00:00+02:00,2019-05-02T00:00:00+02:00,day,UGS-00446,VGS Moravia,21X000000001304L,kWh/d,0
6,exit,Provisional,1Physical Flowday2019-05-012019-05-02UA-TSO-0001ITP-00084exitkWh/d,1.0,UA-TSO-0001,2019-05-01T05:00:00+02:00,2019-05-02T05:00:00+02:00,day,ITP-00084,Mediesu Aurit (RO) - Tekovo (UA),21X0000000013279,kWh/d,0
7,exit,Provisional,1Physical Flowday2019-05-012019-05-02UA-TSO-0001ITP-00087exitkWh/d,1.0,UA-TSO-0001,2019-05-01T05:00:00+02:00,2019-05-02T05:00:00+02:00,day,ITP-00087,Isaccea (RO) - Orlovka (UA) I,21X0000000013279,kWh/d,62208900.51
8,exit,Provisional,1Physical Flowday2019-05-012019-05-02UA-TSO-0001ITP-00089exitkWh/d,1.0,UA-TSO-0001,2019-05-01T05:00:00+02:00,2019-05-02T05:00:00+02:00,day,ITP-00089,Drozdovichi (UA)  -Drozdowicze (PL) ,21X0000000013279,kWh/d,129751973.8
9,exit,Provisional,1Physical Flowday2019-05-012019-05-02UA-TSO-0001ITP-00095exitkWh/d,1.0,UA-TSO-0001,2019-05-01T05:00:00+02:00,2019-05-02T05:00:00+02:00,day,ITP-00095,Beregdaróc 1400 (HU) - Beregovo (UA) (UA>HU),21X0000000013279,kWh/d,529657495
