,direction_key,flow_status,id,id_point_type,operator_key,period_from,period_to,period_type,point_key,point_label,tso_eic_code,unit,value
0,exit,Confirmed,1Physical Flowday2023-03-312023-04-01CZ-TSO-0001ITP-00535exitkWh/d,0.0,CZ-TSO-0001,2023-04-01T00:00:00+02:00,2023-04-02T00:00:00+02:00,day,ITP-00535,Deutschneudorf EUGAL Brandov ,21X000000001304L,kWh/d,0
1,entry,Provisional,1Physical Flowday2023-04-012023-04-02AT-TSO-0003ITP-00040entrykWh/d,0.0,AT-TSO-0003,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00040,Tarvisio (IT) / Arnoldstein (AT),21X-AT-C-A0A0A-B,kWh/d,125592547
2,exit,Provisional,1Physical Flowday2023-04-012023-04-02AT-TSO-0003ITP-00040exitkWh/d,0.0,AT-TSO-0003,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00040,Tarvisio (IT) / Arnoldstein (AT),21X-AT-C-A0A0A-B,kWh/d,0
3,entry,Provisional,1Physical Flowday2023-04-012023-04-02AT-TSO-0003ITP-00037entrykWh/d,0.0,AT-TSO-0003,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00037,Baumgarten (TAG),21X-AT-C-A0A0A-B,kWh/d,515967
4,exit,Provisional,1Physical Flowday2023-04-012023-04-02AT-TSO-0003ITP-00037exitkWh/d,0.0,AT-TSO-0003,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00037,Baumgarten (TAG),21X-AT-C-A0A0A-B,kWh/d,0
5,entry,Provisional,1Physical Flowday2023-04-012023-04-02RO-TSO-0001ITP-00300entrykWh/d,1.0,RO-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00300,Isaccea (RO) - Orlovka (UA) III,21X-RO-A-A0A0A-S,kWh/d,0
6,entry,Provisional,1Physical Flowday2023-04-012023-04-02RO-TSO-0001ITP-00299entrykWh/d,1.0,RO-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00299,Isaccea (RO) - Orlovka (UA) II,21X-RO-A-A0A0A-S,kWh/d,0
7,exit,Provisional,1Physical Flowday2023-04-012023-04-02RO-TSO-0001ITP-00301exitkWh/d,0.0,RO-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00301,Negru Voda II,21X-RO-A-A0A0A-S,kWh/d,0
8,exit,Provisional,1Physical Flowday2023-04-012023-04-02RO-TSO-0001ITP-00302exitkWh/d,0.0,RO-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00302,Negru Voda III,21X-RO-A-A0A0A-S,kWh/d,0
9,entry,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00537entrykWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00537,VIP Brandov,21X000000001304L,kWh/d,0
10,exit,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00537exitkWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00537,VIP Brandov,21X000000001304L,kWh/d,0
11,entry,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001UGS-00446entrykWh/d,6.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,UGS-00446,VGS Moravia,21X000000001304L,kWh/d,0
12,exit,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001UGS-00446exitkWh/d,6.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,UGS-00446,VGS Moravia,21X000000001304L,kWh/d,0
13,entry,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00535entrykWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00535,Deutschneudorf EUGAL Brandov ,21X000000001304L,kWh/d,134690439
14,entry,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001UGS-00004entrykWh/d,6.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,UGS-00004,UGS innogy (innogy Gas Storage),21X000000001304L,kWh/d,0
15,exit,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001UGS-00004exitkWh/d,6.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,UGS-00004,UGS innogy (innogy Gas Storage),21X000000001304L,kWh/d,0
16,entry,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001UGS-00003entrykWh/d,6.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,UGS-00003,UGS MND (MNG Gas Storage),21X000000001304L,kWh/d,0
17,exit,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001UGS-00003exitkWh/d,6.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,UGS-00003,UGS MND (MNG Gas Storage),21X000000001304L,kWh/d,12258671
18,entry,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00538entrykWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00538,VIP Waidhaus,21X000000001304L,kWh/d,0
19,exit,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00538exitkWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00538,VIP Waidhaus,21X000000001304L,kWh/d,0
20,entry,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00139entrykWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00139,Waidhaus,21X000000001304L,kWh/d,477451
21,exit,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00139exitkWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00139,Waidhaus,21X000000001304L,kWh/d,0
22,entry,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00123entrykWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00123,Brandov STEGAL (CZ) / Stegal (DE),21X000000001304L,kWh/d,0
23,exit,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00123exitkWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00123,Brandov STEGAL (CZ) / Stegal (DE),21X000000001304L,kWh/d,0
24,entry,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00051entrykWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00051,Lanžhot,21X000000001304L,kWh/d,0
25,exit,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00051exitkWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00051,Lanžhot,21X000000001304L,kWh/d,1359488
26,entry,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00150entrykWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00150,Olbernhau (DE) / Hora Svaté Kateřiny (CZ),21X000000001304L,kWh/d,51959626
27,exit,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00150exitkWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00150,Olbernhau (DE) / Hora Svaté Kateřiny (CZ),21X000000001304L,kWh/d,0
28,entry,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00158entrykWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00158,Cieszyn (PL) / Český Těšín (CZ),21X000000001304L,kWh/d,0
29,exit,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00158exitkWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00158,Cieszyn (PL) / Český Těšín (CZ),21X000000001304L,kWh/d,0
30,entry,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00010entrykWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00010,Brandov-OPAL (DE),21X000000001304L,kWh/d,0
31,exit,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00010exitkWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00010,Brandov-OPAL (DE),21X000000001304L,kWh/d,0
32,entry,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00015entrykWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00015,Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE),21X000000001304L,kWh/d,44088161
33,exit,Confirmed,1Physical Flowday2023-04-012023-04-02CZ-TSO-0001ITP-00015exitkWh/d,0.0,CZ-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00015,Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE),21X000000001304L,kWh/d,0
34,exit,Confirmed,1Physical Flowday2023-04-012023-04-02UK-TSO-0002DIS-00015exitkWh/d,31.0,UK-TSO-0002,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,DIS-00015,Greater Belfast,21X0000000013562,kWh/d,11720117
35,entry,Confirmed,1Physical Flowday2023-04-012023-04-02UK-TSO-0002ITP-00077entrykWh/d,25.0,UK-TSO-0002,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00077,Twynholm,21X0000000013562,kWh/d,45743333
36,exit,Confirmed,1Physical Flowday2023-04-012023-04-02UK-TSO-0002ITP-00298exitkWh/d,25.0,UK-TSO-0002,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00298,Carrickfergus,21X0000000013562,kWh/d,20906667
37,exit,Confirmed,1Physical Flowday2023-04-012023-04-02UK-TSO-0002DIS-00017exitkWh/d,31.0,UK-TSO-0002,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,DIS-00017,PTL Stranraer,21X0000000013562,kWh/d,482088
38,exit,Provisional,1Physical Flowday2023-04-012023-04-02AL-TSO-0001ITP-00427exitkWh/d,0.0,AL-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00427,Nea Mesimvria,21X000000001376X,kWh/d,14255709
39,entry,Provisional,1Physical Flowday2023-04-012023-04-02AL-TSO-0001ITP-00274entrykWh/d,1.0,AL-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00274,Kipoi,21X000000001376X,kWh/d,364491264
40,exit,Provisional,1Physical Flowday2023-04-012023-04-02AL-TSO-0001ITP-00275exitkWh/d,0.0,AL-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00275,Komotini - TAP / IGB,21X000000001376X,kWh/d,39757429
41,exit,Provisional,1Physical Flowday2023-04-012023-04-02AL-TSO-0001ITP-00008exitkWh/d,0.0,AL-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00008,Melendugno - IT / TAP,21X000000001376X,kWh/d,307654129
42,exit,Confirmed,1Physical Flowday2023-04-012023-04-02SI-TSO-0001DIS-00059exitkWh/d,17.0,SI-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,DIS-00059,Distribution (SI),21X-SI-A-A0A0A-8,kWh/d,23209017
43,entry,Provisional,1Physical Flowday2023-04-012023-04-02HU-TSO-0001ITP-00043entrykWh/d,0.0,HU-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00043,Mosonmagyarovar,21X-HU-A-A0A0A-8,kWh/d,79592488
44,entry,Provisional,1Physical Flowday2023-04-012023-04-02HU-TSO-0001UGS-00020entrykWh/d,6.0,HU-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,UGS-00020,UGS-1-Aggregated Storage (HU),21X-HU-A-A0A0A-8,kWh/d,241269
45,exit,Provisional,1Physical Flowday2023-04-012023-04-02HU-TSO-0001ITP-00043exitkWh/d,0.0,HU-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,ITP-00043,Mosonmagyarovar,21X-HU-A-A0A0A-8,kWh/d,0
46,exit,Provisional,1Physical Flowday2023-04-012023-04-02HU-TSO-0001UGS-00021exitkWh/d,6.0,HU-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,UGS-00021,UGS-2-SZOREG (HU),21X-HU-A-A0A0A-8,kWh/d,791585
47,entry,Provisional,1Physical Flowday2023-04-012023-04-02HU-TSO-0001UGS-00021entrykWh/d,6.0,HU-TSO-0001,2023-04-01T06:00:00+02:00,2023-04-02T06:00:00+02:00,day,UGS-00021,UGS-2-SZOREG (HU),21X-HU-A-A0A0A-8,kWh/d,6558
