,direction_key,flow_status,id,id_point_type,operator_key,period_from,period_to,period_type,point_key,point_label,tso_eic_code,unit,value
0,exit,Confirmed,1Physical Flowday2023-02-282023-03-01CZ-TSO-0001ITP-00535exitkWh/d,0.0,CZ-TSO-0001,2023-03-01T00:00:00+01:00,2023-03-02T00:00:00+01:00,day,ITP-00535,Deutschneudorf EUGAL Brandov ,21X000000001304L,kWh/d,0
1,entry,Provisional,1Physical Flowday2023-03-012023-03-02AT-TSO-0003ITP-00037entrykWh/d,0.0,AT-TSO-0003,2023-03-01T06:00:00+01:00,2023-03-02T06:00:00+01:00,day,ITP-00037,Baumgarten (TAG),21X-AT-C-A0A0A-B,kWh/d,188476104
2,exit,Provisional,1Physical Flowday2023-03-012023-03-02AT-TSO-0003ITP-00037exitkWh/d,0.0,AT-TSO-0003,2023-03-01T06:00:00+01:00,2023-03-02T06:00:00+01:00,day,ITP-00037,Baumgarten (TAG),21X-AT-C-A0A0A-B,kWh/d,0
3,entry,Provisional,1Physical Flowday2023-03-012023-03-02AT-TSO-0003ITP-00040entrykWh/d,0.0,AT-TSO-0003,2023-03-01T06:00:00+01:00,2023-03-02T06:00:00+01:00,day,ITP-00040,Tarvisio (IT) / Arnoldstein (AT),21X-AT-C-A0A0A-B,kWh/d,0
4,exit,Provisional,1Physical Flowday2023-03-012023-03-02AT-TSO-0003ITP-00040exitkWh/d,0.0,AT-TSO-0003,2023-03-01T06:00:00+01:00,2023-03-02T06:00:00+01:00,day,ITP-00040,Tarvisio (IT) / Arnoldstein (AT),21X-AT-C-A0A0A-B,kWh/d,380816557
5,exit,Confirmed,1Physical Flowday2023-03-012023-03-02UK-TSO-0002DIS-00017exitkWh/d,31.0,UK-TSO-0002,2023-03-01T06:00:00+01:00,2023-03-02T06:00:00+01:00,day,DIS-00017,PTL Stranraer,21X0000000013562,kWh/d,573350
6,exit,Confirmed,1Physical Flowday2023-03-012023-03-02UK-TSO-0002ITP-00298exitkWh/d,25.0,UK-TSO-0002,2023-03-01T06:00:00+01:00,2023-03-02T06:00:00+01:00,day,ITP-00298,Carrickfergus,21X0000000013562,kWh/d,31555556
7,entry,Confirmed,1Physical Flowday2023-03-012023-03-02UK-TSO-0002ITP-00077entrykWh/d,25.0,UK-TSO-0002,2023-03-01T06:00:00+01:00,2023-03-02T06:00:00+01:00,day,ITP-00077,Twynholm,21X0000000013562,kWh/d,65228889
8,exit,Confirmed,1Physical Flowday2023-03-012023-03-02UK-TSO-0002DIS-00015exitkWh/d,31.0,UK-TSO-0002,2023-03-01T06:00:00+01:00,2023-03-02T06:00:00+01:00,day,DIS-00015,Greater Belfast,21X0000000013562,kWh/d,18399968
9,entry,Confirmed,1Physical Flowday2023-03-012023-03-02CZ-TSO-0001ITP-00538entrykWh/d,0.0,CZ-TSO-0001,2023-03-01T06:00:00+01:00,2023-03-02T06:00:00+01:00,day,ITP-00538,VIP Waidhaus,21X000000001304L,kWh/d,0
