country,pointKey,pointLabel,isSingleOperator,pointTpMapX,pointTpMapY,fromSystemLabel,fromInfrastructureTypeLabel,fromCountryKey,fromCountryLabel,toSystemLabel,toInfrastructureTypeLabel,toCountryKey,toCountryLabel,toOperatorKey,toOperatorLabel,toPointKey,toPointLabel,validFrom,validto,lastUpdateDateTime
RU,ITP-00442,Lozne,False,0.0,0.0,Transmission,Transmission,RU,Russia,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,ITP-00442,Lozne,,,Jun  5 2024  6:23PM
RU,ITP-00441,Volchansk (RU) / Ukraine (UA),False,0.0,0.0,Transmission,Transmission,RU,Russia,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,ITP-00441,Volchansk,,,Jun  5 2024  6:23PM
RU,ITP-00443,Parkhomenko (RU) / (UA),False,0.0,0.0,Transmission,Transmission,RU,Russia,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,ITP-00443,Parkhomenko,,,Jun  5 2024  6:23PM
RU,ITP-00493,Luhamaa,False,59.5,40.04,Transmission,Transmission,RU,Russia,Joint Bal Zone EE/LV,Transmission,LV,Latvia,LV-TSO-0001,Conexus Baltic Grid JSC,ITP-00493,Luhamaa,,,Jun  5 2024  6:23PM
RU,ITP-00501,Lubmin II,False,-12.35,11.31,Transmission,Transmission,RU,Russia,DE THE BZ,Transmission,DE,Germany,DE-TSO-0003,ONTRAS Gastransport GmbH,ITP-00501,Lubmin II,,,Jun  5 2024  6:23PM
RU,ITP-00501,Lubmin II,False,-12.35,11.31,Transmission,Transmission,RU,Russia,DE THE BZ,Transmission,DE,Germany,DE-TSO-0018,Fluxys Deutschland,ITP-00501,Lubmin II,,,Jun  5 2024  6:23PM
RU,ITP-00501,Lubmin II,False,-12.35,11.31,Transmission,Transmission,RU,Russia,DE THE BZ,Transmission,DE,Germany,DE-TSO-0001,GASCADE,ITP-00501,Lubmin II,,,Jun  5 2024  6:23PM
RU,ITP-00501,Lubmin II,False,-12.35,11.31,Transmission,Transmission,RU,Russia,DE THE BZ,Transmission,DE,Germany,DE-TSO-0005,GUD,ITP-00501,Lubmin II,,,Jun  5 2024  6:23PM
RU,ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,DE THE BZ,Transmission,DE,Germany,DE-TSO-0001,GASCADE,ITP-00665,Greifswald,,,Jun  5 2024  6:23PM
UK,DIS-00015,Greater Belfast,False,-113.25,16.43,NI,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00017,PTL Stranraer,False,-109.07,19.6,NI,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00016,Lisburn,False,-114.04,15.11,NI,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00071,Austrey,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00086,Caldecott,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00063,Aberdeen,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00065,Alrewas (WM),False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00088,Cirencester,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00076,Bathgate,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00096,Dyffryn Clydach,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00093,Dowlais,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00094,Drointon,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00099,Elton,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00101,Farningham,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00103,Fiddington,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00107,Gosberton,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00106,Glenmavis,False,-102.04,22.31,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00110,Hardwick,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00112,Horndon,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00111,Holmes Chapel,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00115,Ilchester,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00116,Ipsden,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00123,Leamington,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00127,Lower Quinton,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00119,Kenn,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00130,Lyneham (Choakford),False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00078,Blaby,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00081,Braishfield A,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00084,Broxburn,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00090,Coldstream,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00092,Cowpen Bewley,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00105,Gilwern,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00125,Littleton Drew,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00070,Audley (WM),False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00072,Aylesbeare,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00082,Braishfield B,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00091,Corbridge,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00097,Easton Grey,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00098,Ecclestone,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00104,Ganstead,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00113,Humbleton,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00118,Keld,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00124,Little Burdon,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00133,Mappowder,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00073,Bacton,False,-75.45,1.17,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00074,Baldersby,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00075,Balgray,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00080,Blyborough,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00083,Brisley,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00087,Careston,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00102,Farningham B,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00120,Kinknockie,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00126,Lockerbie,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00132,Malpas,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00136,Melkinthorpe,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00064,Alrewas (EM),False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00066,Armadale,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00068,Asselby,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00079,Blackrod,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00085,Burley Bank,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00095,Drum,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00122,Langholm,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00067,Aspley,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00069,Audley (NW),False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00089,Coffinswell,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00100,Evesham,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00109,Guyzance,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00117,Ipsden 2,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00121,Kirkstead,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00129,Luxborough Lane,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00134,Market Harborough,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00135,Matching Green,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00077,Bishop Auckland,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00108,Great Wilbraham,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00114,Hume,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00128,Lupton,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00131,Maelor,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00143,Peterborough Eye (Tee),False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00147,Pitcairngreen,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00152,Roudham Heath,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00153,Royston,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00160,Shustoke,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00179,Winkfield (NT),False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00181,Winkfield (SO),False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00184,Cambridge,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,ITP-00005,Bacton (IUK),False,-75.45,1.17,UK,Transmission,UK,United Kingdom,IUK,Transmission,UK,United Kingdom,UK-TSO-0003,Interconnector,ITP-00005,Bacton NTS,,,Jun  5 2024  6:23PM
UK,DIS-00149,Rawcliffe,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00155,Saltwick Pressure Controlled,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00165,Stratford-upon-Avon,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00166,Sutton Bridge,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00168,Thornton Curtis,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00173,Walesby,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00174,Warburton,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00150,Ross (SW),False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00156,Saltwick Volumetric Controlled,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00162,Soutra,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00163,St Fergus,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00182,Yelverton,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00139,Netherhowcleugh,False,0.0,0.0,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
UK,DIS-00141,Partington,False,-96.2,6.12,UK,Transmission,UK,United Kingdom,Distribution,Distribution,UK,United Kingdom,,,,,,,Jun  5 2024  6:23PM
FR,DIS-00003,Distribution (FR North),False,-47.48,-6.23,TRF,Transmission,FR,France,Distribution,Distribution,FR,France,FR-DSO-0001,GrDF,DIS-00003,Distribution (FR North),,,Jun  5 2024  6:23PM
FR,ITP-00033,Biriatou (FR) / Irun (ES),False,-92.24,-59.41,TRF,Transmission,FR,France,Spain,Transmission,ES,Spain,ES-TSO-0006,Enagas,ITP-00033,IRUN (ES) / BIRIATOU (FR),,,Jun  5 2024  6:23PM
FR,FNC-00015,TEREGA Delivery Pool - Industrials (FR),False,-78.97,-58.34,TRF,Transmission,FR,France,Final Consumers,Final Consumers,FR,France,,,,,,,Jun  5 2024  6:23PM
FR,FNC-00202,GRTgaz aggregated end consumers (industrial and distribution),True,-68.33,-45.56,TRF,Transmission,FR,France,Final Consumers,Final Consumers,FR,France,,,,,,,Jun  5 2024  6:23PM
FR,FNC-00201,GRTgaz aggregated industrial consumers,True,-72.86,-45.75,TRF,Transmission,FR,France,Final Consumers,Final Consumers,FR,France,,,,,,,Jun  5 2024  6:23PM
FR,ITP-00018,Larrau,False,-87.98,-60.49,TRF,Transmission,FR,France,Spain,Transmission,ES,Spain,ES-TSO-0006,Enagas,ITP-00018,LARRAU,,,Jun  5 2024  6:23PM
FR,DIS-00188,TEREGA Delivery Pool - Distribution (FR),False,-77.92,-58.3,TRF,Transmission,FR,France,Distribution,Distribution,FR,France,,,,,,,Jun  5 2024  6:23PM
FR,DIS-00197,GRTgaz aggregated distribution consumers,True,-71.94,-46.39,TRF,Transmission,FR,France,Distribution,Distribution,FR,France,,,,,,,Jun  5 2024  6:23PM
FR,ITP-00039,Oltingue (FR) / Rodersdorf (CH),False,-43.9,-38.97,TRF,Transmission,FR,France,Switzerland,Transmission,CH,Switzerland,CH-TSO-0002,FluxSwiss,ITP-00039,Oltingue (FR) / Rodersdorf (CH),,,Jun  5 2024  6:23PM
FR,ITP-00039,Oltingue (FR) / Rodersdorf (CH),False,-43.9,-38.97,TRF,Transmission,FR,France,Switzerland,Transmission,CH,Switzerland,CH-TSO-0001,Swissgas,ITP-00039,Oltingue (FR) / Rodersdorf (CH),,,Jun  5 2024  6:23PM
FR,ITP-00137,Obergailbach (FR) / Medelsheim (DE),False,-44.96,-28.81,TRF,Transmission,FR,France,DE THE BZ,Transmission,DE,Germany,DE-TSO-0004,GRTD,ITP-00083,Medelsheim,,,Jun  5 2024  6:23PM
FR,ITP-00115,Blaregnies L (BE) / Taisnières B (FR),False,-63.37,-20.39,TRF,Transmission,FR,France,L-Zone,Transmission,BE,Belgium,BE-TSO-0001,Fluxys Belgium,ITP-00115,Blaregnies L,,,Jun  5 2024  6:23PM
FR,ITP-00152,Blaregnies (BE) / Taisnières (H) (FR) (Segeo/Troll),False,-62.67,-20.63,TRF,Transmission,FR,France,BeLux,Transmission,BE,Belgium,BE-TSO-0001,Fluxys Belgium,ITP-00114,Blaregnies Segeo,,,Jun  5 2024  6:23PM
FR,ITP-00152,Blaregnies (BE) / Taisnières (H) (FR) (Segeo/Troll),False,-62.67,-20.63,TRF,Transmission,FR,France,BeLux,Transmission,BE,Belgium,BE-TSO-0001,Fluxys Belgium,ITP-00147,Blaregnies Troll,,,Jun  5 2024  6:23PM
FR,ITP-00281,Jura,False,-50.62,-46.59,TRF,Transmission,FR,France,Switzerland,Transmission,CH,Switzerland,CH-DSO-0003,Gaznat,ITP-00281,Jura,,,Jun  5 2024  6:23PM
FR,ITP-00304,VIP PIRINEOS,False,-90.13,-60.09,TRF,Transmission,FR,France,Spain,Transmission,ES,Spain,ES-TSO-0006,Enagas,ITP-00304,VIP PIRINEOS,,,Jun  5 2024  6:23PM
FR,ITP-00526,VIRTUALYS,False,-66.62,-16.76,TRF,Transmission,FR,France,BeLux,Transmission,BE,Belgium,BE-TSO-0001,Fluxys Belgium,ITP-00526,Virtualys,,,Jun  5 2024  6:23PM
FR,ITP-00540,VIP France - Germany,False,-45.88,-28.84,TRF,Transmission,FR,France,DE THE BZ,Transmission,DE,Germany,DE-TSO-0004,GRTD,ITP-00540,VIP France - Germany,,,Jun  5 2024  6:23PM
FR,LNG-00005,Alveringem,False,-69.26,-14.71,TRF,Transmission,FR,France,BeLux,Transmission,BE,Belgium,BE-TSO-0001,Fluxys Belgium,LNG-00005,Alveringem-Maldegem,,,Jun  5 2024  6:23PM
FR,ITP-00541,Atlantique,False,-76.11,-39.61,TRF,Transmission,FR,France,Storage,Storage,FR,France,FR-SSO-0002,Storengy,ITP-00541,Atlantique,,,Jun  5 2024  6:23PM
FR,ITP-00541,Atlantique,False,-76.11,-39.61,Storage,Storage,FR,France,TRF,Transmission,FR,France,FR-TSO-0003,GRTgaz,ITP-00541,Atlantique,,,Jun  5 2024  6:23PM
FR,LNG-00047,Dunkerque LNG,False,-72.64,-14.6,LNG Terminals,LNG Terminals,FR,France,BeLux,Transmission,BE,Belgium,BE-TSO-0001,Fluxys Belgium,ITP-00519,Dunkirk LNG Terminal,,,Jun  5 2024  6:23PM
FR,UGS-00017,Lussagnet,False,-85.03,-57.68,Storage,Storage,FR,France,TRF,Transmission,FR,France,FR-TSO-0002,TERÉGA,UGS-00017,LUSSAGNET,,,Jun  5 2024  6:23PM
FR,LNG-00029,Fos (Tonkin/Cavaou),False,-58.05,-59.18,LNG Terminals,LNG Terminals,FR,France,TRF,Transmission,FR,France,FR-TSO-0003,GRTgaz,LNG-00029,FOS (CAVAOU and TONKIN),,,Jun  5 2024  6:23PM
FR,LNG-00029,Fos (Tonkin/Cavaou),False,-58.05,-59.18,TRF,Transmission,FR,France,LNG Terminals,LNG Terminals,FR,France,FR-LSO-0003,Elengy,LNG-00025,Fos Tonkin,,,Jun  5 2024  6:23PM
FR,LNG-00047,Dunkerque LNG,False,-72.64,-14.6,TRF,Transmission,FR,France,LNG Terminals,LNG Terminals,FR,France,FR-LSO-0001,Dunkerque LNG,LNG-00047,Dunkerque LNG,,,Jun  5 2024  6:23PM
FR,LNG-00024,Montoir de Bretagne,False,-94.39,-40.65,LNG Terminals,LNG Terminals,FR,France,TRF,Transmission,FR,France,FR-TSO-0003,GRTgaz,LNG-00024,MONTOIR,,,Jun  5 2024  6:23PM
FR,LNG-00047,Dunkerque LNG,False,-72.64,-14.6,LNG Terminals,LNG Terminals,FR,France,TRF,Transmission,FR,France,FR-TSO-0003,GRTgaz,LNG-00003,Dunkerque GNL,,,Jun  5 2024  6:23PM
FR,UGS-00017,Lussagnet,False,-85.03,-57.68,TRF,Transmission,FR,France,Storage,Storage,FR,France,FR-SSO-0001,TERÉGA (SSO),UGS-00017,Lussagnet,,,Jun  5 2024  6:23PM
FR,LNG-00024,Montoir de Bretagne,False,-94.39,-40.65,TRF,Transmission,FR,France,LNG Terminals,LNG Terminals,FR,France,FR-LSO-0003,Elengy,LNG-00024,Montoir de Bretagne,,,Jun  5 2024  6:23PM
FR,LNG-00029,Fos (Tonkin/Cavaou),False,-58.05,-59.18,LNG Terminals,LNG Terminals,FR,France,TRF,Transmission,FR,France,FR-TSO-0003,GRTgaz,LNG-00029,FOS (CAVAOU and TONKIN),,,Jun  5 2024  6:23PM
FR,LNG-00029,Fos (Tonkin/Cavaou),False,-58.05,-59.18,TRF,Transmission,FR,France,LNG Terminals,LNG Terminals,FR,France,FR-LSO-0004,Fosmax LNG,LNG-00020,Fos Cavaou,,,Jun  5 2024  6:23PM
FR,UGS-00287,Sud-Atlantique,False,-74.24851191,-36.88183707,Storage,Storage,FR,France,TRF,Transmission,FR,France,FR-TSO-0003,GRTgaz,UGS-00287,Sud Atlantique,,,Jun  5 2024  6:23PM
FR,UGS-00284,Nord-Ouest / SEDIANE,False,-75.92621189,-28.65810057,Storage,Storage,FR,France,TRF,Transmission,FR,France,FR-TSO-0003,GRTgaz,UGS-00284,Nord Ouest,,,Jun  5 2024  6:23PM
FR,UGS-00284,Nord-Ouest / SEDIANE,False,-75.92621189,-28.65810057,TRF,Transmission,FR,France,Storage,Storage,FR,France,FR-SSO-0002,Storengy,UGS-00284,Nord-Ouest / SEDIANE,,,Jun  5 2024  6:23PM
