fromCountry,toCountry,direction,totalGasFlow
Albania,Italy,entry,3074221646.0
Albania,Italy,exit,3346646781.0
Austria,Austria,exit,83255786.0
Austria,Germany,entry,1569565967.0
Austria,Germany,exit,3885424354.0
Austria,Hungary,entry,1779528479.0
Austria,Hungary,exit,1625606667.0
Austria,Italy,entry,1074619239.0
Austria,Italy,exit,1061848469.0
Austria,Slovakia,entry,0.0
Austria,Slovakia,exit,13209824284.0
Austria,Slovenia,entry,163521516.0
Austria,Slovenia,exit,131166236.0
Belgium,Belgium,entry,5055015556.0
Belgium,Belgium,exit,6817934516.0
Belgium,France,entry,2769039007.0
Belgium,France,exit,2708681022.0
Belgium,Germany,entry,3125050783.0
Belgium,Germany,exit,5467699192.0
Belgium,Netherlands,entry,7867291898.6
Belgium,Netherlands,exit,6214653990.6
Belgium,Norway,entry,5633264234.0
Belgium,Norway,exit,0.0
Belgium,United Kingdom,exit,1811810335.0
Bulgaria,Bulgaria,entry,1019739514.0
Bulgaria,Bulgaria,exit,1708461465.0
Bulgaria,Greece,entry,510278824.0
Bulgaria,Greece,exit,1162677952.46
Bulgaria,North Macedonia,exit,117454089.0
Bulgaria,Romania,entry,1332183885.543
Bulgaria,Romania,exit,1462113330.0
Bulgaria,Serbia,entry,0.0
Bulgaria,Serbia,exit,2824540348.0
Bulgaria,Turkey,entry,5294506497.0
Bulgaria,Turkey,exit,0.0
Croatia,Croatia,entry,1055191155.0
Croatia,Croatia,exit,667732770.0
Croatia,Hungary,entry,590042000.0
Croatia,Hungary,exit,544327000.0
Croatia,Slovenia,entry,71357635.0
Croatia,Slovenia,exit,85271160.0
Czechia,Czechia,entry,0.0
Czechia,Czechia,exit,1944654550.0
Czechia,Germany,entry,4768904050.0
Czechia,Germany,exit,6762812091.0
Czechia,Poland,entry,49870134.0
Czechia,Poland,exit,49870134.0
Czechia,Slovakia,entry,73710927.0
Czechia,Slovakia,exit,70665657.0
Denmark,Germany,entry,134452987.0
Denmark,Germany,exit,134403220.0
Denmark,Norway,entry,3254858793.0
Denmark,Poland,entry,2918648528.0
Denmark,Poland,exit,2915505511.0
Estonia,Estonia,exit,47802881.378
Estonia,Finland,entry,39574600.321
Estonia,Finland,exit,42464298.0
Estonia,Latvia,entry,37587044.0
Estonia,Russia,entry,37587044.0
Estonia,Russia,exit,0.0
Finland,Estonia,entry,39574600.321
Finland,Estonia,exit,42464298.0
Finland,Finland,entry,409383087.45
France,Belgium,entry,2769039007.0
France,Belgium,exit,2708681022.0
France,France,entry,21195640620.0
France,France,exit,21218644916.0
France,Germany,entry,84736000.0
France,Germany,exit,65720722.0
France,Norway,entry,4110043531.0
France,Spain,entry,1034841659.0
France,Spain,exit,1057986811.0
France,Switzerland,entry,0.0
France,Switzerland,exit,4000397774.0
Germany,Austria,entry,898241693.0
Germany,Austria,exit,2359820417.0
Germany,Belgium,entry,8592749974.6
Germany,Belgium,exit,0.0
Germany,Czechia,entry,2229876776.0
Germany,Czechia,exit,14376632521.0
Germany,Denmark,entry,134452987.0
Germany,Denmark,exit,134403220.0
Germany,France,entry,84736000.0
Germany,France,exit,131441444.0
Germany,Germany,entry,0.0
Germany,Germany,exit,4091066021.06
Germany,Luxemburg,entry,1075.0
Germany,Luxemburg,exit,1042299.0
Germany,Netherlands,entry,9231866942.11
Germany,Netherlands,exit,6860773627.2
Germany,Norway,entry,7181918001.8
Germany,Norway,exit,0.0
Germany,Poland,entry,572697635.0
Germany,Poland,exit,572111929.19
Germany,Russia,entry,0.0
Germany,Switzerland,entry,3138399.0
Germany,Switzerland,exit,4795743861.598
Greece,Bulgaria,entry,510278824.0
Greece,Bulgaria,exit,1162677952.46
Greece,Greece,exit,544386770.0
Greece,Turkey,entry,4184462706.0
Hungary,Austria,entry,1779528479.0
Hungary,Austria,exit,1625606667.0
Hungary,Croatia,entry,590042000.0
Hungary,Croatia,exit,544327000.0
Hungary,Hungary,entry,841287711.0
Hungary,Hungary,exit,8779360983.0
Hungary,Romania,entry,845153000.0
Hungary,Romania,exit,781773957.8299999
Hungary,Serbia,entry,2226359000.0
Hungary,Serbia,exit,0.0
Hungary,Slovakia,entry,90555000.0
Hungary,Slovakia,exit,90555000.0
Hungary,Ukraine,entry,910785436.9
Hungary,Ukraine,exit,932634193.0
Ireland,United Kingdom,exit,1326350717.0
Italy,Albania,entry,3074221646.0
Italy,Albania,exit,3346646781.0
Italy,Austria,entry,1074619239.0
Italy,Austria,exit,1061848469.0
Italy,Italy,entry,9582673645.0
Italy,Italy,exit,24563234005.0
Italy,Libya,entry,701296447.0
Italy,San Marino,exit,6939827.0
Italy,Slovenia,entry,126496030.0
Italy,Slovenia,exit,126479051.0
Italy,Switzerland,entry,4121222500.0
Italy,Switzerland,exit,11148283.0
Latvia,Estonia,entry,37587044.0
Latvia,Latvia,exit,55439784.0
Latvia,Lithuania,entry,699029894.0
Latvia,Lithuania,exit,741024623.0
Latvia,Russia,entry,37587044.0
Lithuania,Belarus,entry,536880440.0
Lithuania,Latvia,entry,699029894.0
Lithuania,Latvia,exit,741024623.0
Lithuania,Lithuania,entry,1132294355.0
Lithuania,Poland,entry,100465574.0
Lithuania,Poland,exit,100465574.0
Lithuania,Russia,exit,659617890.0
Luxemburg,Germany,entry,1075.0
Luxemburg,Germany,exit,1042299.0
Luxemburg,Luxemburg,entry,0.0
Luxemburg,Luxemburg,exit,228405984.0
Moldavia,Romania,entry,0.0
Moldavia,Romania,exit,182326910.83
Moldavia,Ukraine,entry,755885.36
Moldavia,Ukraine,exit,462893068.99
Morocco,Spain,entry,69227.0
Netherlands,Belgium,entry,7867291898.6
Netherlands,Belgium,exit,6214653990.6
Netherlands,Germany,entry,4604493463.4
Netherlands,Germany,exit,16280663017.6
Netherlands,Netherlands,entry,22487151359.4
Netherlands,Netherlands,exit,17035042853.0
Netherlands,United Kingdom,exit,980861832.0
North Macedonia,Bulgaria,exit,117454089.0
Norway,Belgium,entry,5633264234.0
Norway,Belgium,exit,0.0
Norway,Germany,entry,7181918001.8
Norway,Germany,exit,0.0
Poland,Czechia,entry,49915676.0
Poland,Czechia,exit,49870134.0
Poland,Denmark,entry,2918648528.0
Poland,Denmark,exit,2915505511.0
Poland,Germany,entry,572697635.0
Poland,Germany,exit,572111929.19
Poland,Lithuania,entry,100465574.0
Poland,Lithuania,exit,100465574.0
Poland,Poland,entry,3424686281.0
Poland,Poland,exit,6331455621.0
Poland,Slovakia,entry,0.0
Poland,Slovakia,exit,0.0
Poland,Ukraine,entry,266731570.51
Poland,Ukraine,exit,269063659.0
Portugal,Portugal,entry,3932201538.0
Portugal,Portugal,exit,1991113422.0
Portugal,Spain,entry,180548449.0
Portugal,Spain,exit,168711132.0
Romania,Bulgaria,entry,1332183885.543
Romania,Bulgaria,exit,1462113330.0
Romania,Hungary,entry,845153000.0
Romania,Hungary,exit,781773957.8299999
Romania,Moldavia,entry,0.0
Romania,Moldavia,exit,182326910.83
Romania,Romania,entry,2584626698.0
Romania,Romania,exit,3738514828.28
Romania,Ukraine,entry,456624663.54
Romania,Ukraine,exit,456612831.58
Russia,Estonia,entry,37587044.0
Russia,Estonia,exit,0.0
Russia,Germany,entry,0.0
Russia,Latvia,entry,37587044.0
Serbia,Bulgaria,entry,0.0
Serbia,Bulgaria,exit,2824540348.0
Serbia,Hungary,entry,2226359000.0
Serbia,Hungary,exit,0.0
Slovakia,Austria,entry,0.0
Slovakia,Austria,exit,9907368213.0
Slovakia,Czechia,entry,73710927.0
Slovakia,Czechia,exit,70665657.0
Slovakia,Hungary,entry,90555000.0
Slovakia,Hungary,exit,90555000.0
Slovakia,Poland,entry,0.0
Slovakia,Poland,exit,0.0
Slovakia,Ukraine,entry,4667903386.0
Slovakia,Ukraine,exit,4255309431.6
Slovenia,Austria,entry,163521516.0
Slovenia,Austria,exit,131166236.0
Slovenia,Croatia,entry,71357635.0
Slovenia,Croatia,exit,85271160.0
Slovenia,Italy,entry,126496030.0
Slovenia,Italy,exit,126479051.0
Slovenia,Slovenia,exit,206133201.0
Spain,France,entry,1034841659.0
Spain,France,exit,1057986811.0
Spain,Morocco,exit,237935559.0
Spain,Portugal,entry,180548449.0
Spain,Portugal,exit,168711132.0
Spain,Spain,entry,17867969441.0
Spain,Spain,exit,6596113127.0
Switzerland,France,entry,0.0
Switzerland,France,exit,4000397774.0
Switzerland,Germany,entry,7322931.0
Switzerland,Germany,exit,1844400975.866
Switzerland,Italy,entry,4121222500.0
Switzerland,Italy,exit,0.0
Turkey,Bulgaria,entry,0.0
Turkey,Bulgaria,exit,0.0
Turkey,Greece,entry,4184462706.0
Ukraine,Hungary,entry,910785436.9
Ukraine,Hungary,exit,932634193.0
Ukraine,Moldavia,entry,755885.36
Ukraine,Moldavia,exit,482718575.73
Ukraine,Poland,entry,266731570.51
Ukraine,Poland,exit,269063659.0
Ukraine,Romania,entry,456624663.54
Ukraine,Romania,exit,456612831.58
Ukraine,Russia,entry,4980798532.0
Ukraine,Slovakia,entry,4667903386.0
Ukraine,Slovakia,exit,4255309431.6
Ukraine,Ukraine,entry,0.0
Ukraine,Ukraine,exit,13586238.290000001
United Kingdom,Belgium,entry,1811808636.0
United Kingdom,Ireland,entry,66361387.0
United Kingdom,Netherlands,entry,1045874994.7
United Kingdom,Norway,entry,7856620093.0
United Kingdom,United Kingdom,entry,1824283096.0
United Kingdom,United Kingdom,exit,6192559478.0
