countryA,countryB,entryFlow,exitFlow
Austria,Austria,0.0,101145725.0
Austria,Germany,5333048688.0,5345167014.0
Austria,Hungary,1677937385.0,1677937499.0
Austria,Italy,12347498775.0,12334780297.0
Austria,Slovakia,0.0,61322624772.0
Austria,Slovenia,438257018.0,486274471.0
Belgium,Belgium,6225966940.0,12175843456.0
Belgium,France,6183084943.0,6183084955.0
Belgium,Germany,278961023.0,3024649874.0
Belgium,Luxemburg,283345004.0,283344895.0
Belgium,Netherlands,5882187377.2,6459200999.9
Belgium,Norway,5200324485.0,0.0
Belgium,United Kingdom,0.0,3105760000.0
Bulgaria,Bulgaria,0.0,1028643666.0
Bulgaria,Greece,928505626.0,928505631.0
Bulgaria,North Macedonia,0.0,36042249.0
Bulgaria,Romania,5925357421.0,918481809.576
Bulgaria,Turkey,0.0,1465604352.0
Croatia,Croatia,703634312.0,761950858.0
Croatia,Hungary,496063194.0,496052000.0
Croatia,Slovenia,192393695.0,174239458.0
Czechia,Czechia,146847676.0,2119764248.0
Czechia,Germany,41257370627.7,28805992795.0
Czechia,Poland,147473287.0,147473287.0
Czechia,Slovakia,1445179627.0,1270003943.0
Denmark,Denmark,1276967772.0,0.0
Denmark,Germany,0.0,96496656.0
Estonia,Estonia,0.0,161803004.07
Estonia,Latvia,55940736.455,55940736.455
Estonia,Russia,111290922.455,0.0
Finland,Russia,787261293.0,0.0
France,Belgium,6183084943.0,6183084955.0
France,France,25857804648.0,29278953780.0
France,Germany,2104961816.0,1008896000.0
France,Norway,6489474999.0,0.0
France,Spain,1822742651.0,1775845071.0
France,Switzerland,0.0,5681715243.0
Germany,Austria,2999693317.0,4193724408.0
Germany,Belgium,278961023.0,3024649874.0
Germany,Czechia,30515649041.7,11524695985.0
Germany,Denmark,0.0,96496656.0
Germany,France,1052480908.0,1008896000.0
Germany,Germany,12833790335.32,14054039986.24
Germany,Luxemburg,4122514.0,4122519.0
Germany,Netherlands,7160458203.9,9194693159.41
Germany,Norway,7474544442.6,0.0
Germany,Poland,5872380373.0,5493390260.3
Germany,Switzerland,0.0,40637617197.8
Greece,Bulgaria,928505626.0,928505631.0
Greece,Greece,385237029.0,1485557856.0
Greece,Turkey,532337884.0,0.0
Hungary,Austria,1677937385.0,1677937499.0
Hungary,Croatia,496063194.0,496052000.0
Hungary,Hungary,670720693.0,4777240400.0
Hungary,Romania,428318809.49,469435000.0
Hungary,Serbia,0.0,454996000.0
Hungary,Slovakia,0.0,295300000.0
Hungary,Ukraine,4270446000.0,1582793000.0
Ireland,United Kingdom,0.0,1622697900.0
Italy,Austria,12347498775.0,12334780297.0
Italy,Italy,7795541481.0,31516788714.0
Italy,Libya,1733468376.0,0.0
Italy,San Marino,0.0,16806767.0
Italy,Slovenia,0.0,0.0
Italy,Switzerland,10400709906.0,40818350.0
Latvia,Estonia,55940736.455,55940736.455
Latvia,Lithuania,0.0,0.0
Latvia,Russia,163332.45500000002,0.0
Lithuania,Belarus,1006091387.0,0.0
Lithuania,Latvia,0.0,0.0
Lithuania,Lithuania,618333273.0,0.0
Lithuania,Russia,0.0,885718833.0
Luxemburg,Belgium,283345004.0,283344895.0
Luxemburg,Germany,4122514.0,4122519.0
Luxemburg,Luxemburg,0.0,579561140.0
Moldavia,Romania,0.0,0.0
Moldavia,Ukraine,3552924792.7,212664254.589
Morocco,Spain,1749485927.0,0.0
Netherlands,Belgium,5882187377.2,6459200999.9
Netherlands,Germany,4335212819.2,16558262398.11
Netherlands,Netherlands,28419724561.8,20010886595.2
Netherlands,United Kingdom,0.0,15587624.5
North Macedonia,Bulgaria,0.0,36042249.0
Norway,Belgium,5200324485.0,0.0
Norway,Germany,7474544442.6,0.0
Poland,Czechia,147545763.0,147473287.0
Poland,Germany,5872380373.0,5493390260.3
Poland,Poland,5517845821.0,12966383224.0
Portugal,Portugal,3402743234.0,1802676124.0
Portugal,Spain,88849023.0,90346160.0
Romania,Bulgaria,5925357421.0,918481809.576
Romania,Hungary,428318809.49,469435000.0
Romania,Moldavia,0.0,0.0
Romania,Romania,3050705475.444,3686095067.61
Romania,Ukraine,3091185213.82,3492329099.45
Russia,Estonia,111290922.455,0.0
Russia,Latvia,163332.45500000002,0.0
Slovakia,Austria,0.0,45991968579.0
Slovakia,Czechia,1445179627.0,1270003943.0
Slovakia,Hungary,0.0,295300000.0
Slovakia,Ukraine,19211601824.0,775514249.0
Slovenia,Austria,438257018.0,486274471.0
Slovenia,Croatia,192393695.0,174239458.0
Slovenia,Italy,0.0,0.0
Slovenia,Slovenia,0.0,266964797.0
Spain,France,1822742651.0,1775845071.0
Spain,Portugal,88849023.0,90346160.0
Spain,Spain,6173981511.0,8808423624.0
Switzerland,France,0.0,5681715243.0
Switzerland,Germany,0.0,13582125192.6
Switzerland,Italy,10400709906.0,0.0
Turkey,Bulgaria,0.0,1465604352.0
Turkey,Greece,266168942.0,0.0
Ukraine,Belarus,0.0,0.0
Ukraine,Hungary,0.0,3280738948.5
Ukraine,Moldavia,3552924792.7,3992204444.289
Ukraine,Romania,3091185213.82,3492329099.45
Ukraine,Russia,30941030647.9334,0.0
Ukraine,Slovakia,19211601824.0,775514249.0
Ukraine,Ukraine,0.0,3992204444.289
United Kingdom,Belgium,3401226749.0,0.0
United Kingdom,Ireland,0.0,0.0
United Kingdom,Norway,13347151936.0,0.0
United Kingdom,United Kingdom,3090967968.0,15662462472.0
