fromCountry,toCountry,direction,totalGasFlow
Spain,Spain,entry,6393861624.0
Spain,Spain,exit,7299529629.0
Switzerland,France,entry,0.0
Switzerland,France,exit,5250508624.0
Switzerland,Germany,entry,1230119.9579999999
Switzerland,Germany,exit,9280163847.24
Switzerland,Italy,entry,6769147266.0
Switzerland,Italy,exit,0.0
Turkey,Bulgaria,exit,1810148950.0
Turkey,Greece,entry,163767586.0
Turkey,Greece,exit,0.0
Ukraine,Belarus,entry,0.0
Ukraine,Hungary,exit,4607224451.7
Ukraine,Moldavia,entry,3403895654.9
Ukraine,Moldavia,exit,3868889021.456
Ukraine,Romania,entry,3278058012.24
Ukraine,Romania,exit,3300429737.59
Ukraine,Russia,entry,28854004160.5687
Ukraine,Slovakia,entry,16394005876.0
Ukraine,Slovakia,exit,2062155038.0
Ukraine,Ukraine,exit,3868889021.456
United Kingdom,Belgium,entry,24341031.0
United Kingdom,Ireland,entry,0.0
United Kingdom,Netherlands,entry,35682395.0
United Kingdom,Norway,entry,13270720401.0
United Kingdom,United Kingdom,entry,0.0
United Kingdom,United Kingdom,exit,13496668773.0
