fromCountry,toCountry,direction,totalGasFlow
Austria,Austria,exit,59201463.0
Austria,Germany,entry,5064011381.0
Austria,Germany,exit,4372928679.0
Austria,Hungary,entry,1620268489.0
Austria,Hungary,exit,1620268610.0
Austria,Italy,entry,10077154061.0
Austria,Italy,exit,10061527417.0
Austria,Slovakia,entry,0.0
Austria,Slovakia,exit,44467580200.0
Austria,Slovenia,entry,456329649.0
Austria,Slovenia,exit,502767652.0
Belgium,Belgium,entry,3121576380.0
Belgium,Belgium,exit,8598288654.0
Belgium,France,entry,5053966518.0
Belgium,France,exit,5055211979.0
Belgium,Germany,entry,860340607.0
Belgium,Germany,exit,1110125634.0
Belgium,Luxemburg,entry,170331121.0
Belgium,Luxemburg,exit,170331057.0
Belgium,Netherlands,entry,4455482449.9
Belgium,Netherlands,exit,5121540583.3
Belgium,Norway,entry,3613174028.0
Belgium,Norway,exit,0.0
Belgium,United Kingdom,exit,2263219166.0
Bulgaria,Bulgaria,entry,0.0
Bulgaria,Bulgaria,exit,1156089018.0
Bulgaria,Greece,entry,325816996.0
Bulgaria,Greece,exit,325816996.0
Bulgaria,North Macedonia,exit,139684662.0
Bulgaria,Romania,entry,4551749285.59
Bulgaria,Romania,exit,696937905.0
Bulgaria,Turkey,exit,1060752196.0
Croatia,Croatia,entry,643790669.0
Croatia,Croatia,exit,595156379.0
Croatia,Hungary,entry,304848213.0
Croatia,Hungary,exit,304913000.0
Croatia,Slovenia,entry,251557876.0
Croatia,Slovenia,exit,226111188.0
Czechia,Czechia,entry,110987764.0
Czechia,Czechia,exit,956014438.0
Czechia,Germany,entry,44063848753.0
Czechia,Germany,exit,33382526434.0
Czechia,Poland,entry,32090128.0
Czechia,Poland,exit,36046686.0
Czechia,Slovakia,entry,2868404833.0
Czechia,Slovakia,exit,3051110912.0
Denmark,Denmark,entry,573748961.0
Denmark,Germany,entry,59589704.0
Denmark,Germany,exit,0.0
Estonia,Estonia,exit,64573871.05
Estonia,Latvia,entry,2361942505.7
Estonia,Latvia,exit,1165834183.7
Estonia,Russia,entry,1232470338.7
Estonia,Russia,exit,0.0
Finland,Russia,entry,433082387.0
France,Belgium,entry,5053966518.0
France,Belgium,exit,5055211979.0
France,France,entry,13463713040.0
France,France,exit,15848545408.0
France,Germany,entry,3346865844.0
France,Germany,exit,1674656000.0
France,Norway,entry,1321014484.0
France,Spain,entry,1417773181.0
France,Spain,exit,1403780989.0
France,Switzerland,entry,0.0
France,Switzerland,exit,1260262857.0
Germany,Austria,entry,3100410871.0
Germany,Austria,exit,4340393888.0
Germany,Belgium,entry,860340607.0
Germany,Belgium,exit,1110125634.0
Germany,Czechia,entry,33114806263.0
Germany,Czechia,exit,16308583264.0
Germany,Denmark,entry,59589704.0
Germany,Denmark,exit,0.0
Germany,France,entry,1673432922.0
Germany,France,exit,1674656000.0
Germany,Germany,entry,6086139306.0
Germany,Germany,exit,9798037741.02
Germany,Luxemburg,entry,0.0
Germany,Luxemburg,exit,0.0
Germany,Netherlands,entry,6526952457.767
Germany,Netherlands,exit,7064314441.17
Germany,Norway,entry,4033216650.7
Germany,Norway,exit,0.0
Germany,Poland,entry,9441634460.0
Germany,Poland,exit,8599469190.179
Germany,Switzerland,entry,0.0
Germany,Switzerland,exit,28786100035.0
Greece,Bulgaria,entry,325816996.0
Greece,Bulgaria,exit,325816996.0
Greece,Greece,entry,1486992207.0
Greece,Greece,exit,1833201197.0
Greece,Turkey,entry,177845370.0
Greece,Turkey,exit,0.0
Hungary,Austria,entry,1620268489.0
Hungary,Austria,exit,1620268610.0
Hungary,Croatia,entry,304848213.0
Hungary,Croatia,exit,304913000.0
Hungary,Hungary,entry,607517644.0
Hungary,Hungary,exit,6739203678.0
Hungary,Romania,entry,468266990.31484
Hungary,Romania,exit,467738000.0
Hungary,Serbia,exit,581202000.0
Hungary,Slovakia,entry,0.0
Hungary,Slovakia,exit,67820000.0
Hungary,Ukraine,entry,5634994000.0
Hungary,Ukraine,exit,2219342000.0
Ireland,United Kingdom,exit,1060316400.0
Italy,Austria,entry,10077154061.0
Italy,Austria,exit,10061527417.0
Italy,Italy,entry,9327151270.0
Italy,Italy,exit,27495257523.0
Italy,Libya,entry,1653715054.0
Italy,San Marino,exit,7666719.0
Italy,Slovenia,entry,37740337.0
Italy,Slovenia,exit,38784423.0
Italy,Switzerland,entry,4637965000.0
Italy,Switzerland,exit,15489189.0
Latvia,Estonia,entry,2361942505.7
Latvia,Estonia,exit,1165834183.7
Latvia,Lithuania,entry,371858088.0
Latvia,Lithuania,exit,371858088.0
Latvia,Russia,entry,1163606154.7
Latvia,Russia,exit,0.0
Lithuania,Belarus,entry,492617523.0
Lithuania,Latvia,entry,371858088.0
Lithuania,Latvia,exit,371858088.0
Lithuania,Lithuania,entry,860401999.0
Lithuania,Russia,exit,344633632.0
Luxemburg,Belgium,entry,170331121.0
Luxemburg,Belgium,exit,170331057.0
Luxemburg,Germany,entry,0.0
Luxemburg,Germany,exit,0.0
Luxemburg,Luxemburg,entry,0.0
Luxemburg,Luxemburg,exit,346757292.0
Moldavia,Romania,exit,0.0
Moldavia,Ukraine,entry,2661288162.4
Moldavia,Ukraine,exit,0.0
Morocco,Spain,entry,945960976.0
Netherlands,Belgium,entry,4455482449.9
Netherlands,Belgium,exit,5121540583.3
Netherlands,Germany,entry,4331722672.145
Netherlands,Germany,exit,11860114787.07
Netherlands,Netherlands,entry,14416621001.8
Netherlands,Netherlands,exit,17366202609.9
Netherlands,United Kingdom,exit,26186189.4
North Macedonia,Bulgaria,exit,139684662.0
Norway,Belgium,entry,3613174028.0
Norway,Belgium,exit,0.0
Norway,Germany,entry,4033216650.7
Norway,Germany,exit,0.0
Poland,Czechia,entry,32143104.0
Poland,Czechia,exit,36046686.0
Poland,Germany,entry,9441634460.0
Poland,Germany,exit,8599469190.179
Poland,Poland,entry,4163479676.0
Poland,Poland,exit,9100031494.0
Portugal,Portugal,entry,3268913922.0
Portugal,Portugal,exit,2114753465.0
Portugal,Spain,entry,299432108.0
Portugal,Spain,exit,337643435.0
Romania,Bulgaria,entry,4551749285.59
Romania,Bulgaria,exit,696937905.0
Romania,Hungary,entry,468266990.31484
Romania,Hungary,exit,467738000.0
Romania,Moldavia,exit,0.0
Romania,Romania,entry,2723347824.4
Romania,Romania,exit,5055283462.85
Romania,Ukraine,entry,2293364304.854
Romania,Ukraine,exit,2564638991.4700003
Russia,Estonia,entry,1232470338.7
Russia,Estonia,exit,0.0
Russia,Latvia,entry,1163606154.7
Russia,Latvia,exit,0.0
Slovakia,Austria,entry,0.0
Slovakia,Austria,exit,33350685150.0
Slovakia,Czechia,entry,2868404833.0
Slovakia,Czechia,exit,3051110912.0
Slovakia,Hungary,entry,0.0
Slovakia,Hungary,exit,67820000.0
Slovakia,Ukraine,entry,13464695845.0
Slovakia,Ukraine,exit,4499832994.0
Slovenia,Austria,entry,456329649.0
Slovenia,Austria,exit,502767652.0
Slovenia,Croatia,entry,251557876.0
Slovenia,Croatia,exit,226111188.0
Slovenia,Italy,entry,37740337.0
Slovenia,Italy,exit,38784423.0
Slovenia,Slovenia,exit,199676108.0
Spain,France,entry,1417773181.0
Spain,France,exit,1403780989.0
Spain,Portugal,entry,299432108.0
Spain,Portugal,exit,337643435.0
Spain,Spain,entry,7433536437.0
Spain,Spain,exit,7912037677.0
Switzerland,France,entry,0.0
Switzerland,France,exit,1260262857.0
Switzerland,Germany,entry,0.0
Switzerland,Germany,exit,11073590341.0
Switzerland,Italy,entry,4637965000.0
Switzerland,Italy,exit,0.0
Turkey,Bulgaria,exit,1060752196.0
Turkey,Greece,entry,88922685.0
Turkey,Greece,exit,0.0
Ukraine,Belarus,entry,0.0
Ukraine,Hungary,exit,5645756740.4
Ukraine,Moldavia,entry,2661288162.4
Ukraine,Moldavia,exit,2837846156.8
Ukraine,Romania,entry,2293364304.854
Ukraine,Romania,exit,2658798412.897
Ukraine,Russia,entry,25287353019.7136
Ukraine,Slovakia,entry,13464695845.0
Ukraine,Slovakia,exit,4499832994.0
Ukraine,Ukraine,exit,2837846156.8
United Kingdom,Belgium,entry,2520098564.0
United Kingdom,Ireland,entry,0.0
United Kingdom,Norway,entry,7328658359.0
United Kingdom,United Kingdom,entry,2275922808.0
United Kingdom,United Kingdom,exit,7790840908.0
