fromCountry,toCountry,direction,totalGasFlow
Netherlands,Netherlands,entry,37133159185.8
Netherlands,Netherlands,exit,22069376293.7
Netherlands,United Kingdom,exit,17658376.9
North Macedonia,Bulgaria,exit,127173609.0
Norway,Belgium,entry,5169961533.0
Norway,Belgium,exit,0.0
Norway,Germany,entry,7880611114.4
Norway,Germany,exit,0.0
Poland,Czechia,entry,262676541.0
Poland,Czechia,exit,288892547.0
Poland,Germany,entry,9351258786.0
Poland,Germany,exit,8489947378.518
Poland,Poland,entry,5819836575.0
Poland,Poland,exit,16341419785.0
Portugal,Portugal,entry,3923529794.0
Portugal,Portugal,exit,2086324988.0
Portugal,Spain,entry,161695412.0
Portugal,Spain,exit,163942791.0
Romania,Bulgaria,entry,7384508555.0
Romania,Bulgaria,exit,593695502.057
Romania,Hungary,entry,440159702.59000003
Romania,Hungary,exit,440123000.0
Romania,Moldavia,exit,0.0
Romania,Romania,entry,6063457522.3
Romania,Romania,exit,5754751792.1
Romania,Ukraine,entry,4771569554.17
Romania,Ukraine,exit,4014368577.4900002
Russia,Estonia,entry,47730862.0
Russia,Estonia,exit,0.0
Russia,Latvia,entry,0.0
Russia,Latvia,exit,0.0
Slovakia,Austria,entry,0.0
Slovakia,Austria,exit,46462037103.0
Slovakia,Czechia,entry,2035347345.0
Slovakia,Czechia,exit,1823893007.0
Slovakia,Hungary,entry,637657673.0
Slovakia,Hungary,exit,598663000.0
Slovakia,Ukraine,entry,19336942621.0
Slovakia,Ukraine,exit,309799129.0
Slovenia,Austria,entry,613150089.0
Slovenia,Austria,exit,679629848.0
Slovenia,Croatia,entry,251722482.0
Slovenia,Croatia,exit,228939998.0
Slovenia,Italy,entry,0.0
Slovenia,Italy,exit,0.0
Slovenia,Slovenia,exit,388133246.0
Spain,France,entry,533906747.0
Spain,France,exit,537746764.0
Spain,Portugal,entry,161695412.0
Spain,Portugal,exit,163942791.0
Spain,Spain,entry,7613392286.0
Spain,Spain,exit,10104973902.0
Switzerland,France,entry,0.0
Switzerland,France,exit,1575057192.0
Switzerland,Germany,entry,0.0
Switzerland,Germany,exit,8870005221.8
Switzerland,Italy,entry,1921294798.0
Switzerland,Italy,exit,0.0
Turkey,Bulgaria,exit,2386594038.0
Turkey,Greece,entry,467609555.0
Turkey,Greece,exit,0.0
Ukraine,Belarus,entry,0.0
Ukraine,Hungary,exit,5232008445.7
Ukraine,Moldavia,entry,4889079778.2
Ukraine,Moldavia,exit,5716421959.76
Ukraine,Romania,entry,4771569554.17
Ukraine,Romania,exit,4818896503.9
Ukraine,Russia,entry,31371063080.1792
Ukraine,Slovakia,entry,19336942621.0
Ukraine,Slovakia,exit,309799129.0
Ukraine,Ukraine,exit,5716421959.76
United Kingdom,Belgium,entry,772161754.0
United Kingdom,Ireland,entry,0.0
United Kingdom,Netherlands,entry,265.6
United Kingdom,Norway,entry,14688118510.0
United Kingdom,United Kingdom,entry,591606212.0
United Kingdom,United Kingdom,exit,17242547159.0
