countryName,totalEntries,totalExits,totalFlow
Albania,3059299733.0,3342864648.0,-283564915.0
Austria,7200923058.0,19672785940.0,-16823451513.0
Belarus,598908584.0,0.0,598908584.0
Belgium,40110660768.9,11943930240.7,12676044543.199999
Bulgaria,1422216811.3600001,3508959908.52,-2086743097.1599998
Croatia,379880203.0,403709611.0,-23829408.0
Czechia,2005401647.0,25635516262.0,-10267713369.0
Denmark,1584111717.0,1560499718.0,23611999.0
Estonia,288676733.2,318984021.0,-30307287.800000012
Finland,288676733.2,318984021.0,-30307287.800000012
France,5666801093.0,10906193962.0,-4975242780.0
Germany,27253423095.8,55503943431.194,-25830487404.982
Greece,4533162269.0,414673733.52,4118488535.48
Hungary,3680145659.61,2201587683.55,1478557976.06
Ireland,4871111.0,0.0,-1618557600.0
Italy,11076400156.0,5638018439.0,5408732355.0
Latvia,197652769.0,264769293.0,-67116524.0
Libya,0.0,0.0,0.0
Lithuania,291073708.0,358190232.0,-668991282.0
Luxemburg,0.0,0.0,0.0
Moldavia,28874749.22,679513574.477,-121285088.04699999
Morocco,0.0,312435264.0,0.0
Netherlands,29322145084.4,18818314725.7,-3589873827.500002
North Macedonia,0.0,16258647.0,-16258647.0
Norway,29097252247.3,0.0,29097252247.3
Poland,2055893243.51,2054113330.6,1779912.9099999778
Portugal,419884681.0,472491808.0,-52607127.0
Romania,1427413920.3600001,1479044500.087,-51630579.727
Russia,4649955797.6,601874758.0,4649955797.6
San Marino,0.0,9522614.0,0.0
Serbia,1298562000.0,2064683824.0,-766121824.0
Slovakia,4899719941.0,17064998964.9,-9024859744.9
Slovenia,555647271.0,528798931.0,26848340.0
Spain,2962882799.0,2823457711.0,-173010176.0
Switzerland,6135936221.0,15456216541.182,-2986816923.394
Turkey,7548583948.0,0.0,7548583948.0
Ukraine,4617581453.34,4325265531.63,-237037815.5
United Kingdom,0.0,10059067320.0,0.0
