countryName,totalEntries,totalExits,totalFlow
Albania,3386318805.0,3699064006.0,-312745201.0
Austria,4998357365.0,15338119004.0,-13562411086.0
Belarus,770705955.0,0.0,770705955.0
Belgium,38357900064.5,10680357010.4,11869497104.1
Bulgaria,1709950598.5770001,4186307448.0,-2476356849.423
Croatia,544169903.0,525594895.0,18575008.0
Czechia,2938415064.0,15764071506.0,-4719067628.0
Denmark,2279383896.0,2317350689.0,-37966793.0
Estonia,256446467.06,264591980.543,-8145513.48300001
Finland,256446467.06,264591980.543,-8145513.48300001
France,4432708840.0,8061331518.0,-3628622678.0
Germany,27288170391.8,47869137903.87,-12978914444.350002
Greece,4893648248.0,781838689.0,4111809559.0
Hungary,3396906572.61,1837290508.25,1421499064.36
Ireland,7067500.0,0.0,-1654073437.0
Italy,8923468407.0,5603657464.0,3266724737.0
Latvia,413910920.0,461408945.0,-47498025.0
Libya,1040821203.0,0.0,1040821203.0
Lithuania,621847194.0,669345219.0,-827923706.0
Luxemburg,223661741.0,0.0,223661741.0
Moldavia,54515332.13,871604309.12,-179199516.02
Morocco,0.0,302260636.0,0.0
Netherlands,27840481449.49,19804161035.0,-6464536803.91
North Macedonia,0.0,164608677.0,-164608677.0
Norway,35432772208.4,0.0,35432772208.4
Poland,3243913379.44,3327864365.0299997,-83950985.58999997
Portugal,498553921.0,547819338.0,-49265417.0
Romania,1350567474.5770001,1317531490.25,33035984.327000022
Russia,4588380429.0,780425681.0,4588380429.0
San Marino,0.0,16375951.0,0.0
Serbia,1407558000.0,2356671744.0,-810996744.0
Slovakia,4665472287.0,16081011142.3,-8464246187.3
Slovenia,582295998.0,552761108.0,29534890.0
Spain,3105276005.0,2980407329.0,-177391960.0
Switzerland,3965878002.0,13610164480.52,-3558823519.84
Turkey,8576415339.0,0.0,8576415339.0
Ukraine,4642049180.18,4427244180.45,-423084461.2400002
United Kingdom,0.0,10484006299.0,0.0
