countryName,totalEntries,totalExits,totalFlow
Austria,14558823761.0,53456031698.0,-51685889318.0
Belarus,652881888.0,0.0,652881888.0
Belgium,19781744610.3,13505708322.9,2945881287.4000006
Bulgaria,5004426728.0,1986456938.967,3017969789.033
Croatia,608904838.0,594319769.0,14585069.0
Czechia,35089031867.6,20402998751.0,1194111810.5999985
Denmark,0.0,65980886.0,-65980886.0
Estonia,3233255034.7400002,1041762261.87,2191492772.87
Finland,0.0,0.0,0.0
France,6800743987.0,11631197980.0,-4830453993.0
Germany,70555491705.5,66915526975.46,8021375815.399998
Greece,577550612.0,263579120.0,313971492.0
Hungary,2625674477.19,9582311497.2,-2899731910.81
Ireland,0.0,0.0,-1068619871.0
Italy,17852830687.0,9763736715.0,8067115840.0
Latvia,3571464164.7400002,1445560122.87,2125904041.87
Libya,2040881982.0,0.0,2040881982.0
Lithuania,403797861.0,403797861.0,-604560327.0
Luxemburg,177446959.0,177446886.0,73.0
Moldavia,2651967480.4,2824101644.1,2651967480.4
Morocco,0.0,0.0,0.0
Netherlands,13059795102.92,14051921025.57,-7255593487.25
North Macedonia,0.0,108218889.0,-108218889.0
Norway,32867459884.9,0.0,32867459884.9
Poland,7895625401.0,7062526414.07,833098986.9300003
Portugal,66929166.0,76248734.0,-9319568.0
Romania,7503093953.02476,3516370765.097,3986723187.92776
Russia,31187829709.696102,604560327.0,31187829709.696102
San Marino,0.0,8160670.0,0.0
Serbia,0.0,473224000.0,0.0
Slovakia,19169410150.0,57354317559.0,-25758576199.0
Slovenia,408170884.0,428884768.0,-20713884.0
Spain,2295808984.0,1295086427.0,1000722557.0
Switzerland,8083077166.0,28500743278.36,-4667520694.12
Turkey,540566656.0,1202434092.0,-661867436.0
Ukraine,27528464309.23476,8182673099.13,11991560456.80476
United Kingdom,0.0,4398774871.0,0.0
