countryName,totalEntries,totalExits,totalFlow
Albania,3074221646.0,3346646781.0,-272425135.0
Austria,3915910927.0,15085810002.0,-15997959083.0
Belarus,536880440.0,0.0,536880440.0
Belgium,26674153750.2,8923335012.6,10471309210.6
Bulgaria,1842462709.543,5566785719.46,-3724323009.917
Croatia,661399635.0,629598160.0,31801475.0
Czechia,2353503379.0,14497168312.0,-4529844503.0
Denmark,3053101515.0,3049908731.0,3192784.0
Estonia,114748688.32100001,42464298.0,72284390.32100001
Finland,39574600.321,42464298.0,-2889697.6789999977
France,3888616666.0,7898507051.0,-3944169663.0
Germany,22049142893.2,35014277800.656,-7182826425.788
Greece,4694741530.0,1162677952.46,3532063577.54
Hungary,6442422915.9,3974896817.83,2467526098.07
Ireland,66361387.0,0.0,-1259989330.0
Italy,8396559415.0,4534974301.0,3843497004.0
Latvia,774203982.0,741024623.0,33179359.0
Libya,701296447.0,0.0,701296447.0
Lithuania,799495468.0,841490197.0,-701612619.0
Luxemburg,1075.0,1042299.0,-1041224.0
Moldavia,755885.36,665045486.5600001,-644464094.46
Morocco,0.0,237935559.0,0.0
Netherlands,18145033835.41,13075427617.8,-5331145004.79
North Macedonia,0.0,117454089.0,-117454089.0
Norway,28036704652.8,0.0,28036704652.8
Poland,3908413441.51,3907016807.19,1396634.3199999332
Portugal,180548449.0,168711132.0,11837317.0
Romania,2633961549.083,2882827030.24,-248865481.15699992
Russia,5055972620.0,659617890.0,5055972620.0
San Marino,0.0,6939827.0,0.0
Serbia,2226359000.0,2824540348.0,-598181348.0
Slovakia,4832169313.0,17626354372.6,-9491728988.6
Slovenia,361375181.0,342916447.0,18458734.0
Spain,1215459335.0,1226697943.0,-249174167.0
Switzerland,4124360899.0,8807289918.598,-1720437850.8660002
Turkey,9478969203.0,0.0,9478969203.0
Ukraine,6302800942.309999,6376513184.17,-93537748.5999999
United Kingdom,0.0,4119022884.0,0.0
