countryName,totalEntries,totalExits,totalFlow
Albania,3234706432.0,3537900080.0,-303193648.0
Austria,8046056478.0,14244946464.0,-8730550747.0
Belarus,1172948132.0,0.0,1172948132.0
Belgium,23478121547.0,5661571800.2,10204567912.8
Bulgaria,902891405.35,3763592311.13,-2860700905.7799997
Croatia,417033195.0,399659818.0,17373377.0
Czechia,2478986514.0,10088976870.0,-1995134988.0
Denmark,2208176068.0,2208533759.0,-357691.0
Estonia,431027517.49,431498334.90000004,-470817.4100000262
Finland,431027517.49,431498334.90000004,-470817.4100000262
France,3736704775.0,7565382353.0,-3516319953.0
Germany,26858572347.7,42428952870.056,-7965510147.307999
Greece,4943408212.0,638054336.13,4305353875.87
Hungary,4256471164.951,2960261264.857262,1247781900.093738
Ireland,277578592199.0,0.0,274968373825.0
Italy,8692066376.0,5805528269.0,2815684525.0
Latvia,541462758.0,592361204.0,-50898446.0
Libya,1031404499.0,0.0,1031404499.0
Lithuania,680212428.0,731110874.0,-1255335905.0
Luxemburg,327116788.0,0.0,327116788.0
Moldavia,84747054.53,1000157480.002,-232119390.712
Morocco,0.0,332574889.0,0.0
Netherlands,23346120431.38,16831712548.0,-6825475410.320001
North Macedonia,0.0,154536008.0,-154536008.0
Norway,35906256841.9,0.0,35906256841.9
Poland,3250236609.06,3244273219.88,5963389.180000007
Portugal,330328208.0,323420851.0,6907357.0
Romania,463622986.661,594694689.989262,-131071703.32826197
Russia,4885907461.6,1204437459.0,4885907461.6
San Marino,0.0,22478962.0,0.0
Serbia,1257787000.0,2648151353.0,-1341936353.0
Slovakia,5399008302.67,17255127505.1,-8809264212.43
Slovenia,614996426.0,588154906.0,26841520.0
Spain,1712830240.0,1569468109.0,-189212758.0
Switzerland,4412133797.0,13252678262.328,-3312591239.776
Turkey,8165175956.0,0.0,8165175956.0
Ukraine,6208180873.9,6014845749.210001,-489955910.07000035
United Kingdom,0.0,4035227299.1,0.0
