countryName,totalEntries,totalExits,totalFlow
Austria,13386564739.0,56466677577.628,-57619581384.628
Belarus,605388591.0,0.0,605388591.0
Belgium,18715241215.4,11911828106.3,4438815331.099999
Bulgaria,5756476820.18054,2670466631.4344,3086010188.7461405
Croatia,503862571.0,473602475.0,30260096.0
Czechia,28428247143.3,17726737176.0,-2202269288.700001
Denmark,0.0,617536888.0,-617536888.0
Estonia,4703497736.0,1460070507.5,3243427228.5
Finland,0.0,0.0,0.0
France,8899684228.0,14294426789.0,-5394742561.0
Germany,55830646388.3,67111186754.246,-19313551111.045998
Greece,976915169.0,629476220.0,347438949.0
Hungary,2532972466.5299997,8582302088.6,-2705195057.4700003
Ireland,0.0,0.0,-1063373539.0
Italy,21487324215.0,9855596659.0,11611602143.0
Latvia,4859364687.0,1698342028.5,3161022658.5
Libya,1794232508.0,0.0,1794232508.0
Lithuania,224735791.0,238271521.0,-487342924.0
Luxemburg,163470364.0,163470315.0,49.0
Moldavia,3022200260.6,3173116805.3,3022200260.6
Morocco,0.0,0.0,0.0
Netherlands,9315201263.779999,14200076785.26,-10135527605.380001
North Macedonia,0.0,134974495.0,-134974495.0
Norway,28640497810.5,0.0,28640497810.5
Poland,6065173333.0,5432453896.758,632719436.2419996
Portugal,174438586.0,208342114.0,-33903528.0
Romania,8317180023.391541,4219373533.7614,4175011571.717141
Russia,31356556011.371098,473807194.0,31356556011.371098
San Marino,0.0,7590204.0,0.0
Serbia,0.0,653018221.0,0.0
Slovakia,20199448238.0,65599148571.0,-31448362728.0
Slovenia,371004806.0,391054786.0,-20049980.0
Spain,2859151057.0,1497187417.0,1361963640.0
Switzerland,11626426830.0,49037646024.0,-10627585959.0
Turkey,694877898.0,1258301394.0,-563423496.0
Ukraine,26729396744.281,8999378060.24,10482544011.053999
United Kingdom,0.0,3432446317.0,0.0
