countryName,totalEntries,totalExits,totalFlow
Austria,14327188401.0,62261046234.0,-62095537424.0
Belarus,976944873.0,0.0,976944873.0
Belgium,16236552976.776001,10488722398.2,4975760328.576
Bulgaria,7898203703.0,3621947959.057,4276255743.943
Croatia,756700363.0,733999998.0,22700365.0
Czechia,24512789302.7,14564122971.3,-4277971748.5999985
Denmark,2444587888.0,0.0,2444587888.0
Estonia,206569869.0,138796987.0,67772882.0
Finland,0.0,0.0,0.0
France,4271581363.0,5846593091.0,-1575011728.0
Germany,57739655395.476,67453085908.918,-2669277856.042
Greece,981304703.0,514484810.0,466819893.0
Hungary,3034309031.59,8227368333.7,-1224007856.4099998
Ireland,0.0,0.0,-1495689386.0
Italy,12258805532.0,10337487110.0,1826747348.0
Latvia,185220958.0,151768700.0,33452258.0
Libya,1786082589.0,0.0,1786082589.0
Lithuania,26381951.0,12971713.0,-973071235.0
Luxemburg,351830578.0,387913372.2,-36082794.2
Moldavia,4889079778.2,5716421959.76,4240835628.04
Morocco,0.0,0.0,0.0
Netherlands,16848959029.695002,19213587406.3,-10705454096.504997
North Macedonia,0.0,127173609.0,-127173609.0
Norway,33492999275.4,0.0,33492999275.4
Poland,9613800251.0,8778839925.518,834960325.4820004
Portugal,161695412.0,163942791.0,-2247379.0
Romania,12596237811.76,5852715005.957,7548050732.212999
Russia,32208520447.1792,986481473.0,32208520447.1792
San Marino,0.0,26827364.0,0.0
Serbia,0.0,1256085000.0,0.0
Slovakia,22009947639.0,64681737940.0,-27184444600.0
Slovenia,864872571.0,908569846.0,-43697275.0
Spain,3513090518.0,701689555.0,2811400963.0
Switzerland,1921294798.0,24692792779.4,-8523767615.799999
Turkey,935219110.0,2386594038.0,-1451374928.0
Ukraine,34217986953.37,4979283856.65,18140860915.010002
United Kingdom,0.0,2285418012.9,0.0
