countryName,totalEntries,totalExits,totalFlow
Albania,3107712303.0,3107712303.0,0.0
Austria,9379486378.0,13875318738.0,-6256332210.0
Belarus,1041929658.0,0.0,1041929658.0
Belgium,33398916997.7,8101374449.4,12698633281.3
Bulgaria,1961475635.96,5103000406.87,-3141524770.91
Croatia,137977904.0,128499137.0,9478767.0
Czechia,3732892077.0,19377645341.0,-5437059052.0
Denmark,2361370868.0,2395126496.0,-33755628.0
Estonia,513891711.0,512571351.17,1320359.8299999833
Finland,513891711.0,512571351.17,1320359.8299999833
France,4509411241.0,10794817974.0,-5351012697.0
Germany,31722172740.5,60996466747.16,-36168429917.64
Greece,5282209108.0,1179509056.87,4102700051.13
Hungary,2662273178.290185,1322102701.223,1136702477.0671852
Ireland,7542223.0,0.0,-2139119850.0
Italy,13422244667.0,5305880893.0,8021820411.0
Latvia,361297010.0,402329522.0,-41032512.0
Libya,853491546.0,0.0,853491546.0
Lithuania,600788678.0,641821190.0,-1092231935.0
Luxemburg,339786383.0,728897.0,339057486.0
Moldavia,8947457.58,1119045604.32,-606006924.23
Morocco,0.0,276812489.0,0.0
Netherlands,28863209505.280003,19060295791.5,-4559474340.519999
North Macedonia,0.0,173016107.0,-173016107.0
Norway,33802263334.8,0.0,33802263334.8
Poland,3446297952.65,3449896314.92,-3598362.269999951
Portugal,243596580.0,236360797.0,7235783.0
Romania,1551346550.200185,1653824047.703,-102477497.50281495
Russia,3535785822.0,1051199423.0,3535785822.0
San Marino,0.0,31268374.0,0.0
Serbia,1303750000.0,2996756313.0,-1489538313.0
Slovakia,4887848230.85,13856770506.9,-6671619804.05
Slovenia,561103472.0,528363303.0,32740169.0
Spain,757325069.0,752173217.0,-271660637.0
Switzerland,8255655402.0,34750064895.119995,-8508628126.040001
Turkey,8540293715.0,0.0,8540293715.0
Ukraine,4439406308.47,4758938414.55,-823623328.5900002
United Kingdom,0.0,6400698057.2,0.0
