countryName,totalEntries,totalExits,totalFlow
Austria,12652022722.0,58009599616.0,-60133274843.0
Belarus,1632661810.0,0.0,1632661810.0
Belgium,17487335531.2,12405029587.400002,5076081347.799999
Bulgaria,5253143731.8,2801386994.0,2451756737.8
Croatia,544833956.0,491870104.0,52963852.0
Czechia,31336727360.7,13355216638.0,1552746128.7000008
Denmark,0.0,117058796.0,-117058796.0
Estonia,305452396.802,450879544.77849996,-145427147.9765
Finland,0.0,0.0,0.0
France,9059673522.0,13700304476.0,-4640630954.0
Germany,67492940527.548996,67988940810.724,8634387493.625
Greece,638990909.0,638990916.0,-7.0
Hungary,2315528253.1,5603306747.0,-1171781191.9
Ireland,0.0,0.0,-1411331700.0
Italy,14852799773.0,10315237026.0,4477038238.0
Latvia,341908812.802,503381405.77849996,-161472592.9765
Libya,1563778477.0,0.0,1563778477.0
Lithuania,52501861.0,52501861.0,-940581393.0
Luxemburg,299141207.0,332731948.0,-33590741.0
Moldavia,3098639836.1,3689517164.3599997,2792923486.04
Morocco,0.0,0.0,0.0
Netherlands,13885897506.692001,16202425415.434002,-9573302519.642002
North Macedonia,0.0,46284774.0,-46284774.0
Norway,30999514836.7,0.0,30999514836.7
Poland,9264089189.0,8498781367.29,765307821.71
Portugal,44988839.0,52133099.0,-7144260.0
Romania,8157601821.84,4548077823.79,3808280920.88
Russia,27535264796.209198,1093126406.17,27382719783.0392
San Marino,0.0,16583948.0,0.0
Serbia,0.0,688603000.0,0.0
Slovakia,16574706710.0,59052410018.0,-28022965423.0
Slovenia,483032785.0,516089932.0,-33057147.0
Spain,3230492705.0,2187011006.0,1043481699.0
Switzerland,5520482829.904,27041415167.6,-6608850646.296
Turkey,0.0,1195839569.0,-1195839569.0
Ukraine,25192936701.04,4540657773.02,14265120888.89
United Kingdom,0.0,1425526657.7,0.0
