countryName,totalEntries,totalExits,totalFlow
Albania,3274689463.0,3561948411.0,-287258948.0
Austria,5155677228.0,13394886923.0,-10745687588.0
Belarus,1148638323.0,0.0,1148638323.0
Belgium,23279229269.2,7487838814.2,8352951281.0
Bulgaria,1359383052.21,5344775421.0,-3985392368.79
Croatia,283753066.0,256325289.0,27427777.0
Czechia,4350394639.0,5246944202.0,546361279.0
Denmark,2678221179.0,2677051773.0,1169406.0
Estonia,0.0,0.0,0.0
Finland,0.0,0.0,0.0
France,3722223103.0,9248756623.0,-5526417194.0
Germany,27587154726.1,35891104491.604,5765089033.224
Greece,4787478217.0,1265195782.0,3522282435.0
Hungary,3342230679.01876,908565896.1378701,2286476782.88089
Ireland,48976419446.0,0.0,46643064942.0
Italy,7142890193.0,5075280940.0,1975847287.0
Latvia,314030359.0,314030359.0,0.0
Libya,733627650.0,0.0,733627650.0
Lithuania,340696674.0,340696674.0,-1170004677.0
Luxemburg,0.0,0.0,0.0
Moldavia,120020266.14,1345486208.07,-52291782.249999985
Morocco,0.0,272597728.0,0.0
Netherlands,19082473634.887,16062706072.8,-9829381164.612997
North Macedonia,0.0,143750104.0,-143750104.0
Norway,38425599509.1,0.0,38425599509.1
Poland,4728369170.0,4592278913.968,136090256.0320001
Portugal,361428205.0,358339567.0,3088638.0
Romania,673094411.99876,698309308.25787,-25214896.259109974
Russia,4965142030.9,1170004677.0,4965142030.9
San Marino,0.0,23994217.0,0.0
Serbia,2435071000.0,3512859027.0,-930600027.0
Slovakia,8254866882.0,20581272124.52,-8998471673.52
Slovenia,466567075.0,430057258.0,36509817.0
Spain,691407519.0,708015498.0,-289205707.0
Switzerland,4567743580.0,10271311271.408,-2751102060.1359997
Turkey,9691211077.0,0.0,9691211077.0
Ukraine,7624342369.37,6553792912.889999,-102624703.19999933
United Kingdom,0.0,3402722879.7,0.0
