countryName,totalEntries,totalExits,totalFlow
Albania,3051138586.0,3328640317.0,-277501731.0
Austria,3410955772.0,9763493490.0,-10569726976.0
Belarus,589885184.0,0.0,589885184.0
Belgium,25281763816.8,7153175705.0,10083481096.8
Bulgaria,1849304140.659,6296835463.73,-4447531323.071
Croatia,591876090.0,545243386.0,46632704.0
Czechia,3169075612.0,14798830397.0,-4117126477.0
Denmark,4707169532.0,4661619007.0,45550525.0
Estonia,385656194.05,422297752.0,-36641557.94999999
Finland,385656194.05,422297752.0,-36641557.94999999
France,3209117204.0,5547497201.0,-2338379997.0
Germany,27949753532.1,39779003758.008995,-3366343980.0169997
Greece,4465299285.0,1120870701.73,3344428583.27
Hungary,6369920244.223513,3248634153.48,3121286090.743513
Ireland,4372222.0,0.0,-1656663900.0
Italy,7415064116.0,4971765402.0,2428056853.0
Latvia,753159560.0,822589820.0,-69430260.0
Libya,323963880.0,0.0,323963880.0
Lithuania,777022166.0,846452426.0,-663355923.0
Luxemburg,0.0,0.0,0.0
Moldavia,737495.74,709824131.7540001,-700574167.014
Morocco,0.0,351181146.0,0.0
Netherlands,20136632931.9,13453989792.1,-6318359466.199999
North Macedonia,0.0,132932577.0,-132932577.0
Norway,33895157312.5,0.0,33895157312.5
Poland,4475715937.92,4463543593.855,12172344.064999998
Portugal,202953797.0,214262842.0,-11309045.0
Romania,2811117318.4325128,2976452887.644,-165335569.21148717
Russia,5059221348.9,593925663.0,5059221348.9
San Marino,0.0,5152773.0,0.0
Serbia,2939269000.0,3536810505.0,-597541505.0
Slovakia,7162421094.8,14643152079.1,-5560885814.3
Slovenia,227000889.0,215472574.0,11528315.0
Spain,921930639.0,940651153.0,-369901660.0
Switzerland,3348418161.0,7643305155.162,-1173616302.054
Turkey,10100601001.0,0.0,10100601001.0
Ukraine,8245535742.17,8632232885.150002,-395209611.9800002
United Kingdom,0.0,5917773673.0,0.0
