,point_key,point_label,is_single_operator,point_tooltip,point_eic_code,control_point_type,tp_map_x,tp_map_y,point_type,commercial_type,import_from_country_key,import_from_country_label,has_virtual_point,virtual_point_key,virtual_point_label,has_data,is_planned,is_interconnection,is_import,infrastructure_key,infrastructure_label,is_cross_border,eu_crossing,is_invalid,is_macro_point,is_cam_relevant,is_pipe_in_pipe,is_cmp_relevant,id,data_set,url
176,DIS-00191,Distribution (BE) H-zone,0,,21Y0000000000484,O_P_INCOUN_IN_DIS,-61.22,-14.77,Distribution Point,Physical,,,False,,,True,False,True,False,DIS,Distribution,False,EU,False,,False,False,False,2DIS-00191,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
177,DIS-00192,Distribution (BE) L-zone,0,,21Y0000000000476,O_P_INCOUN_IN_DIS,-58.32,-13.8,Distribution Point,Physical,,,False,,,True,False,True,False,DIS,Distribution,False,EU,False,,False,False,False,2DIS-00192,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
178,DIS-00193,Aggregated Distribution - L-gas (PL),0,,21Y000000000098Q,O_P_INCOUN_IN_DIS,-0.13,-6.64,Distribution Point,Physical,,,False,,,True,False,True,False,DIS,Distribution,False,EU,False,,False,False,False,2DIS-00193,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
179,DIS-00194,Public Distribution (LU),0,,21Y0000000000913,O_P_INCOUN_IN_DIS,-51.2,-23.56,Distribution Point,Physical,,,False,,,True,False,True,False,DIS,Distribution,False,EU,False,,False,False,False,2DIS-00194,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
180,DIS-00195,Branice Czechy,0,,27ZG-UVAL-CZ-PLZ,O_P_INCOUN_IN_DIS,9.4,-22.43,Distribution Point,Physical,,,False,,,True,False,True,False,DIS,Distribution,False,EU,False,,False,False,False,2DIS-00195,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
181,DIS-00196,Aggregated Distribution (HU),1,,39ZAGG-DSO-----F,O_P_INCOUN_IN_DIS,13.05,-41.97,Distribution Point,Physical,,,False,,,True,False,True,False,DIS,Distribution,False,EU,False,,False,False,False,2DIS-00196,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
182,DIS-00197,GRTgaz aggregated distribution consumers,1,,63Y2261598125895,O_P_INCOUN_IN_DIS,-71.94,-46.39,Distribution Point,Physical,,,False,,,True,False,True,False,DIS,Distribution,False,EU,False,,False,False,False,2DIS-00197,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
183,DIS-00198,FARSALA,0,,21Z0000000004766,O_P_INCOUN_IN_DIS,33.31,-70.8,Distribution Point,Physical,,,False,,,True,False,True,False,DIS,Distribution,False,EU,False,,False,False,False,2DIS-00198,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
184,FNC-00001,Final Consumers (PT),0,,?,O_P_INCOUN_IN_FNC,-126.87,-69.36,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00001,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
185,FNC-00002,Final Consumers H-gas (PL),0,,21Y0000000000662,O_P_INCOUN_IN_FNC,19.34,-10.51,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00002,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
186,FNC-00005,Industrial Consumers (IT),0,,21Y0000000000573,O_P_INCOUN_IN_FNC,-20.74,-59.47,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00005,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
187,FNC-00006,Thermal Plants (IT),0,,21Y0000000000549,O_P_INCOUN_IN_FNC,-22.19,-59.45,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00006,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
188,FNC-00007,Gas mixing facilities (PL),0,,21Y0000000000654,O_P_INCOUN_IN_FNC,20.61,-10.31,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00007,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
189,FNC-00008,Nitrogen Removal Plants (PL),0,,21Y0000000000646,O_P_INCOUN_IN_PRD,20.7,-10.31,Aggregated production point - TP,Physical,,,False,,,True,False,True,False,PRD,Production,False,EU,False,,False,False,False,2FNC-00008,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
190,FNC-00010,Final Consumers (RO),0,,21Z000000000319M,O_P_INCOUN_IN_FNC,48.65,-48.41,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00010,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
191,FNC-00011,Industrial Offtakes (UK),0,,?,O_P_INCOUN_IN_FNC_ExtEU,-87.27,1.83,Aggregated Point - Final Consumers ExtEU,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,NONEU,False,,False,False,False,2FNC-00011,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
192,FNC-00012,Power Stations (UK),0,,?,O_P_INCOUN_IN_FNC_ExtEU,-86.18,1.83,Aggregated Point - Final Consumers ExtEU,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,NONEU,False,,False,False,False,2FNC-00012,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
193,FNC-00013,Industrial Consumers (NL),0,,52Y0000000000030,O_P_INCOUN_IN_FNC,-54.27,-4.36,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00013,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
194,FNC-00014,Private Distribution Companies (PDC) (NL),0,,52Y0000000000022,O_P_INCOUN_IN_FNC,-54.93,-1.47,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00014,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
195,FNC-00015,TEREGA Delivery Pool - Industrials (FR),0,,21Y000000000052D,O_P_INCOUN_IN_FNC,-78.97,-58.34,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00015,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
196,FNC-00016,Aggregated exits NGTN (BG),0,"As of 1/10/2021, the point AGGREGATED EXITS NGTN is not “relevant” and the data publications for it are ceased. The historically published data will be kept available until 1/10/2026 in line with para 3.3.3 of Annex I to Regulation No 715/2009",21Y000000000031L,O_P_INCOUN_IN_FNC,56.25,-60.63,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00016,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
197,FNC-00017,Aggregated exits GTNTT (BG),0,"As of 1/10/2021, the point AGGREGATED EXITS GTNTT is not “relevant” and the data publications for it are ceased. The historically published data will be kept available till 1/10/2026 in line with para 3.3.3 of Annex I to Regulation No 715/2009",21Y000000000032J,O_P_INCOUN_IN_FNC,56.03,-60.63,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00017,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
198,FNC-00018,Final Consumers and Distribution (HR),0,,21Y000000000051F,O_P_INCOUN_IN_FNC,-2.59,-50.72,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00018,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
199,FNC-00029,Aggregate NAP (industrial consumers) (ONTRAS),0,,21Y000000000034F,O_P_INCOUN_IN_FNC,-20.32,4.43,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00029,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
200,FNC-00030,Aggregate Consumers H-Gas (Thyssengas),0,,21Y000000000036B,O_P_INCOUN_IN_FNC,-33.35,-25.06,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00030,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
201,FNC-00031,Aggregate Consumers L-Gas (Thyssengas),0,,21Y000000000035D,O_P_INCOUN_IN_FNC,-33.02,-25.06,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00031,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
202,FNC-00032,Final Consumers (DE) (OGE),0,,21Z000000000343P,O_P_INCOUN_IN_FNC,-33.5,-26.13,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00032,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
203,FNC-00033,Final consumers (BE) (Fluxys) Industrial clients H-zone,0,,21Y0000000000468,O_P_INCOUN_IN_FNC,-61.22,-14.77,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00033,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
204,FNC-00034,Final consumers (BE) (Fluxys) Industrial clients L-zone,0,,21Y000000000045A,O_P_INCOUN_IN_FNC,-58.32,-13.8,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00034,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
205,FNC-00035,Final consumers (BE) (Fluxys) Power Plants H-zone,0,,21Y000000000044C,O_P_INCOUN_IN_FNC,-61.22,-14.77,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00035,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
206,FNC-00036,Final consumers (BE) (Fluxys) Power Plants L-zone,0,"Currently, there are no power plants connected to the Belgian L-Zone.",?,O_P_INCOUN_IN_FNC,-58.32,-13.8,Aggregated Point - Final Consumers,Physical,,,False,,,False,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00036,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
207,FNC-00037,Estonia Final Consumers Point,0,,?,O_P_INCOUN_IN_FNC,53.39,49.43,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00037,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
208,FNC-00038,Megalopoli (PPC),0,,21Z0000000004499,O_P_INCOUN_IN_FNC,32.17,-74.51,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00038,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
209,FNC-00039,ELPE (HAR),0,,21Z000000000450O,O_P_INCOUN_IN_FNC,40.39,-72.99,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00039,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
210,FNC-00040,Final Consumers - L-gas (PL),0,,21Y000000000097S,O_P_INCOUN_IN_FNC,-0.43,-6.64,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00040,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
211,FNC-00041,Industrial Clients (LU),0,This is an aggregated point towards all connected industrial clients in Luxemburg.,21Y0000000000905,O_P_INCOUN_IN_FNC,-51.64,-23.58,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00041,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
212,FNC-00042,Final Consumers aggregated,0,Virtual point marked at Bayernets HQ,21Y000000000077Y,O_P_INCOUN_IN_FNC,-19.07,-34.29,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00042,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
213,FNC-00043,Aggregated Distribution + Final Customers Exits (ES),1,,21Y0000000000298,O_P_INCOUN_IN_FNC,-104.06,-64.97,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00043,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
214,FNC-00044,Ten Towns Exit Point (NI),1,,47Z000000000049E,O_P_INCOUN_IN_DIS_ExtEU,-114.96,19.63,Distribution Point ExtEU,Physical,,,False,,,True,False,False,False,DIS,Distribution,False,NONEU,False,,False,False,False,2FNC-00044,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
215,FNC-00045,Final Consumers DE GTG Nord L Gas,0,,21Y000000000124E,O_P_INCOUN_IN_FNC,-45.62,2.79,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00045,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
216,FNC-00046,Final Consumers Aggregated (exit) (DE),1,,21Y000000000132F,O_P_INCOUN_IN_FNC,-31.77,-12.49,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00046,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
217,FNC-00199,Nowega Aggregation Customer,1,,21Y0000000001294,O_P_INCOUN_IN_FNC,0.0,0.0,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00199,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
218,FNC-00200,Aggregated Final Consumers (HU),1,,?,O_P_INCOUN_IN_FNC,11.56,-41.55,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00200,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
219,FNC-00201,GRTgaz aggregated industrial consumers,1,,63Y2681718729982,O_P_INCOUN_IN_FNC,-72.86,-45.75,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00201,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
220,FNC-00202,GRTgaz aggregated end consumers (industrial and distribution),1,,63Y564764785539O,O_P_INCOUN_IN_FNC,-68.33,-45.56,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00202,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
221,FNC-00203,Aggregated Final Consumers DE (GASCADE),0,,21Y000000000126A,O_P_INCOUN_IN_FNC,-27.47,-7.64,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00203,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
222,FNC-00204,ELPE-VEE,1,,21Z000000000453I,O_P_INCOUN_IN_FNC,39.24,-73.3,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00204,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
223,FNC-00205,Latvia domestic consumption,0,,61Z-LVG-000012-T,O_P_INCOUN_IN_FNC,52.82,35.8,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00205,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
224,FNC-00206,Final Consumers DE GTG Nord H Gas,1,,37Y0000000005081,O_P_INCOUN_IN_FNC,-45.48,3.67,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00206,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
225,FNC-00207,Aggregated exits Bulgaria,0,,58Y-BG-AGGR-EXT4,O_P_INCOUN_IN_FNC,49.39,-60.42,Aggregated Point - Final Consumers,Physical,,,False,,,True,False,True,False,FNC,Final Consumers,False,EU,False,,False,False,False,2FNC-00207,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
226,ITP-00005,Bacton (IUK),0,,21Z000000000084N,O_P_CB_CB_ITP_EU_ExtEU,-75.45,1.17,Cross-Border Transmission IP between EU and ExtEU,Physical,,,False,,,True,False,True,False,ITP,Transmission,True,NONEU,False,,True,False,True,2ITP-00005,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
227,ITP-00007,Überackern SUDAL (AT) / Überackern 2 (DE),0,,21Z0000000001240,O_P_CB_CB_ITP_EU,-16.48,-34.79,Cross-Border Transmission IP within EU,Physical,,,False,,,True,False,True,False,ITP,Transmission,True,EU,False,,True,False,True,2ITP-00007,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
228,ITP-00008,Melendugno - IT / TAP,0,,21Z000000000474A,O_P_CB_CB_ITP_EU,12.5,-68.45,Cross-Border Transmission IP within EU,Physical,,,False,,,True,False,True,False,ITP,Transmission,True,EU,False,,True,False,True,2ITP-00008,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
229,ITP-00010,Brandov-OPAL (DE),0,Presented capacity at this point does not reflect current situation between DE GASPOOL and CZ market zones. NET4GAS offers free capacity between these market zones only at VIP Brandov-GASPOOL.,21Z000000000242V,O_P_CB_CB_ITP_EU,-11.87,-17.28,Cross-Border Transmission IP within EU,Physical,,,False,,,True,False,True,False,ITP,Transmission,True,EU,False,,True,True,True,2ITP-00010,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
230,ITP-00011,Dravaszerdahely,0,,21Z000000000249H,O_P_CB_CB_ITP_EU,12.08,-48.79,Cross-Border Transmission IP within EU,Physical,,,False,,,True,False,True,False,ITP,Transmission,True,EU,False,,True,False,True,2ITP-00011,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
231,ITP-00014,Komotini (DESFA) - GR / TAP,0,,?,P_P_CB_CB_ITP_EU,49.44,-66.27,Cross-Border Transmission IP within EU,Physical,,,False,,,False,True,True,False,ITP,Transmission,True,EU,False,,False,False,False,2ITP-00014,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
232,ITP-00015,Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE),0,Presented capacity at this point does not reflect current situation between DE GASPOOL and CZ market zones. NET4GAS offers free capacity between these market zones only at VIP Brandov-GASPOOL.,21Z0000000000228,O_P_CB_CB_ITP_EU,-12.57,-17.12,Cross-Border Transmission IP within EU,Physical,,,False,,,True,False,True,False,ITP,Transmission,True,EU,False,,True,False,True,2ITP-00015,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
233,ITP-00017,Otranto - IT / IGI Poseidon,0,,?,P_P_CB_CB_ITP_EU,13.27,-68.96,Cross-Border Transmission IP within EU,Physical,,,False,,,False,True,True,False,ITP,Transmission,True,EU,False,,False,False,False,2ITP-00017,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
234,ITP-00018,Larrau,0,Capacity at these points is commercially marketed at a single FR-ES virtual Point since October 2014,21Z000000000036Y,O_VP_CB_CB_ITP_EU,-87.98,-60.49,Cross-Border Transmission IP within EU,Physical,,,True,ITP-00304,VIP PIRINEOS,True,False,True,False,ITP,Transmission,True,EU,False,,False,False,False,2ITP-00018,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
235,ITP-00019,Überackern ABG (AT) / Überackern (DE),0,,21Z000000000002E,O_P_CB_CB_ITP_EU,-15.25,-34.07,Cross-Border Transmission IP within EU,Physical,,,False,,,True,False,True,False,ITP,Transmission,True,EU,False,,True,True,True,2ITP-00019,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
236,ITP-00020,Koudiet Eddraouch (Galsi) (DZ),1,,?,P_P_CB_CB_ITP_EU_NEU_IMPORT_IMPORT,-39.2,-75.4,Cross-Border Transmission IP between EU and Non-EU (import),Physical,DZ,Algeria,False,,,False,True,True,True,ITP,Transmission,True,EUNONEU,False,,False,False,False,2ITP-00020,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
237,ITP-00022,St. Fergus,0,,21YSF-EC-------Q,O_P_CB_CB_ITP_ExtEU_NEU_IMPORT_IMPORT,-92.86,40.63,Cross-Border Transmission IP between ExtEU and Non-EU (import),Physical,NO,Norway,False,,,True,False,False,True,ITP,Transmission,True,NONEU,False,,False,False,False,2ITP-00022,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
238,ITP-00024,Imatra,0,,21Z000000000059M,O_P_CB_CB_ITP_EU_NEU_IMPORT_IMPORT,66.75,62.12,Cross-Border Transmission IP between EU and Non-EU (import),Physical,RU,Russia,False,,,True,False,True,True,ITP,Transmission,True,EUNONEU,False,,False,False,False,2ITP-00024,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
239,ITP-00025,Bocholtz-Vetschau,0,,21Z000000000170U,O_P_CB_CB_ITP_EU,-50.89,-14.29,Cross-Border Transmission IP within EU,Physical,,,False,,,True,False,True,False,ITP,Transmission,True,EU,False,,True,False,True,2ITP-00025,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
240,ITP-00027,Balassagyarmat (HU) / Velké Zlievce (SK),0,,21Z000000000358C,O_P_CB_CB_ITP_EU,17.93,-36.21,Cross-Border Transmission IP within EU,Physical,,,False,,,True,False,True,False,ITP,Transmission,True,EU,False,,True,False,True,2ITP-00027,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
241,ITP-00032,Csanadpalota,0,,21Z000000000236Q,O_P_CB_CB_ITP_EU,25.14,-47.02,Cross-Border Transmission IP within EU,Physical,,,False,,,True,False,True,False,ITP,Transmission,True,EU,False,,True,False,True,2ITP-00032,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
242,ITP-00033,Biriatou (FR) / Irun (ES),0,Capacity at these points is commercially marketed at a single FR-ES virtual Point since October 2014,21Z0000000001410,O_VP_CB_CB_ITP_EU,-92.24,-59.41,Cross-Border Transmission IP within EU,Physical,,,True,ITP-00304,VIP PIRINEOS,True,False,True,False,ITP,Transmission,True,EU,False,,False,False,False,2ITP-00033,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
243,ITP-00035,Zvornik,0,,21Z000000000138Q,O_P_CB_CB_ITP_NEU,16.83,-54.28,Cross-Border Transmission IP Non-EU,Physical,,,False,,,False,False,True,False,ITP,Transmission,True,NONEU,False,,False,False,False,2ITP-00035,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
244,ITP-00036,Kyustendil (BG) / Zidilovo (MK),0,,21Z000000000137S,O_P_CB_CB_ITP_EU_NEU,33.71,-63.02,Cross-Border Transmission IP between EU and Non-EU,Physical,,,False,,,True,False,True,False,ITP,Transmission,True,EUNONEU,False,,False,False,False,2ITP-00036,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
245,ITP-00038,Hilvarenbeek,0,,21Z000000000243T,O_VP_CB_CB_ITP_EU,-56.56,-11.26,Cross-Border Transmission IP within EU,Physical,,,True,ITP-00648,VIP BENE-L,True,False,True,False,ITP,Transmission,True,EU,False,,True,False,True,2ITP-00038,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
246,ITP-00039,Oltingue (FR) / Rodersdorf (CH),0,,21Z000000000037W,O_P_CB_CB_ITP_EU_NEU,-43.9,-38.97,Cross-Border Transmission IP between EU and Non-EU,Physical,,,False,,,True,False,True,False,ITP,Transmission,True,EUNONEU,False,,False,False,False,2ITP-00039,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
247,ITP-00040,Tarvisio (IT) / Arnoldstein (AT),0,,21Z000000000004A,O_P_CB_CB_ITP_EU,-11.87,-45.01,Cross-Border Transmission IP within EU,Physical,,,False,,,True,False,True,False,ITP,Transmission,True,EU,False,,True,False,True,2ITP-00040,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
248,ITP-00041,Strandzha (BG) / Malkoclar (TR),0,,21Z000000000157M,O_P_CB_CB_ITP_EU_NEU,57.5,-63.6,Cross-Border Transmission IP between EU and Non-EU,Physical,,,False,,,True,False,True,False,ITP,Transmission,True,EUNONEU,False,,False,False,False,2ITP-00041,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
249,ITP-00042,Rogatec,0,,21Z000000000128T,O_P_CB_CB_ITP_EU,-2.02,-46.96,Cross-Border Transmission IP within EU,Physical,,,False,,,True,False,True,False,ITP,Transmission,True,EU,False,,True,False,True,2ITP-00042,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
250,ITP-00043,Mosonmagyarovar,0,,21Z000000000003C,O_P_CB_CB_ITP_EU,6.15,-36.96,Cross-Border Transmission IP within EU,Physical,,,False,,,True,False,True,False,ITP,Transmission,True,EU,False,,True,False,True,2ITP-00043,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
251,ITP-00045,Dunkerque,0,,21Z000000000047T,O_P_CB_CB_ITP_EU_NEU_IMPORT_IMPORT,-70.58,-14.58,Cross-Border Transmission IP between EU and Non-EU (import),Physical,NO,Norway,False,,,True,False,True,True,ITP,Transmission,True,EUNONEU,False,,False,False,True,2ITP-00045,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
252,ITP-00046,Kipi (TR) / Kipi (GR),0,,21Z000000000233W,O_P_CB_CB_ITP_EU_NEU_IMPORT_IMPORT,53.92,-66.68,Cross-Border Transmission IP between EU and Non-EU (import),Physical,AZ,Azerbaijan,False,,,True,False,True,True,ITP,Transmission,True,EUNONEU,False,,False,False,True,2ITP-00046,2,https://transparency.entsog.eu/api/v1/connectionpoints?limit=-1&timeZone=UCT
