country,pointKey,pointLabel,isSingleOperator,pointTpMapX,pointTpMapY,fromSystemLabel,fromInfrastructureTypeLabel,fromCountryKey,fromCountryLabel,fromDirectionKey,fromOperatorKey,fromBzKey,fromPointKey,toSystemLabel,toInfrastructureTypeLabel,toCountryKey,toCountryLabel,toOperatorKey,toOperatorLabel,toBzKey,toPointKey,toPointLabel,validFrom,validto,lastUpdateDateTime,id
DE,ITP-00535,Deutschneudorf EUGAL Brandov ,False,-12.08,-18.06,DE THE BZ,Transmission,DE,Germany,exit,DE-TSO-0018,DE-THE-----,ITP-00535,Czech,Transmission,CZ,Czechia,CZ-TSO-0001,N4G,CZ---------,ITP-00535,Deutschneudorf EUGAL Brandov,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00535DE THE BZDE-TSO-0018ITP-00535exitCzechCZ-TSO-0001ITP-00535entry
DE,ITP-00537,VIP Brandov,False,-12.79,-17.06,DE THE BZ,Transmission,DE,Germany,exit,DE-TSO-0001,DE-THE-----,ITP-00537,Czech,Transmission,CZ,Czechia,CZ-TSO-0001,N4G,CZ---------,ITP-00537,VIP Brandov-GASPOOL,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00537DE THE BZDE-TSO-0001ITP-00537exitCzechCZ-TSO-0001ITP-00537entry
DE,ITP-00538,VIP Waidhaus,False,-18.85,-25.13,DE THE BZ,Transmission,DE,Germany,exit,DE-TSO-0009,DE-THE-----,ITP-00538,Czech,Transmission,CZ,Czechia,CZ-TSO-0001,N4G,CZ---------,ITP-00538,VIP Waidhaus,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00538DE THE BZDE-TSO-0009ITP-00538exitCzechCZ-TSO-0001ITP-00538entry
DE,ITP-00539,VIP Oberkappel,False,-11.0,-33.0,DE THE BZ,Transmission,DE,Germany,exit,DE-TSO-0009,DE-THE-----,ITP-00539,Austria,Transmission,AT,Austria,,,AT---------,,,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00539DE THE BZDE-TSO-0009ITP-00539exitAustria
DE,ITP-00540,VIP France - Germany,False,-45.88,-28.84,DE THE BZ,Transmission,DE,Germany,exit,DE-TSO-0004,DE-THE-----,ITP-00540,TRF,Transmission,FR,France,,,FR----------,,,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00540DE THE BZDE-TSO-0004ITP-00540exitTRF
DE,ITP-00542,VIP Belgium - NCG,False,-51.06,-18.02,DE THE BZ,Transmission,DE,Germany,exit,DE-TSO-0009,DE-THE-----,ITP-00542,BeLux,Transmission,BE,Belgium,BE-TSO-0001,Fluxys Belgium,BE-LUX------,ITP-00542,Eynatten 2/VIP Belgium-NCG,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00542DE THE BZDE-TSO-0009ITP-00542exitBeLuxBE-TSO-0001ITP-00542entry
DE,ITP-00544,VIP Germany-CH,False,-40.78,-38.93,DE THE BZ,Transmission,DE,Germany,exit,DE-TSO-0007,DE-THE-----,ITP-00544,Switzerland,Transmission,CH,Switzerland,,,CH---------,,,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00544DE THE BZDE-TSO-0007ITP-00544exitSwitzerland
DE,ITP-10010,VIP TTF-THE-L,False,-46.01,-5.0,DE THE BZ,Transmission,DE,Germany,exit,DE-TSO-0002,DE-THE-----,ITP-10010,Netherlands,Transmission,NL,Netherlands,NL-TSO-0001,GTS,NL---------,ITP-10010,VIP TTF-THE-L,,,Jan  6 2025  3:40AM,4InterconnectionsITP-10010DE THE BZDE-TSO-0002ITP-10010exitNetherlandsNL-TSO-0001ITP-10010entry
DE,ITP-10011,VIP DK-THE,False,-36.08,18.4,DE THE BZ,Transmission,DE,Germany,exit,DE-TSO-0005,DE-THE-----,ITP-10011,Joint Bal Zone DK/SE,Transmission,DK,Denmark,DK-TSO-0001,Energinet,DK-SE-------,ITP-10011,VIP DK-THE,,,Jan  6 2025  3:40AM,4InterconnectionsITP-10011DE THE BZDE-TSO-0005ITP-10011exitJoint Bal Zone DK/SEDK-TSO-0001ITP-10011entry
MK,ITP-00036,Kyustendil (BG) / Zidilovo (MK),False,33.71,-63.02,Transmission,Transmission,MK,North Macedonia,exit,MK-TSO-0002,,ITP-00036,Bulgaria,Transmission,BG,Bulgaria,BG-TSO-0001,Bulgartransgaz,BG-NGTS----,ITP-00036,Kyustendil (BG) / Zidilovo (MK),,,Jan  6 2025  3:40AM,4InterconnectionsITP-00036TransmissionMK-TSO-0002ITP-00036exitBulgariaBG-TSO-0001ITP-00036entry
GR,DIS-00018,Agioi Theodoroi,False,37.53,-73.59,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00018,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00018GreeceGR-TSO-0001DIS-00018exitDistribution
GR,DIS-00019,Alexandroupolis,False,52.12,-66.94,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00019,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00019GreeceGR-TSO-0001DIS-00019exitDistribution
GR,DIS-00020,Aliveri (PPC),False,43.07,-72.98,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00020,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00020GreeceGR-TSO-0001DIS-00020exitFinal Consumers
GR,DIS-00021,Aloyminion,False,35.42,-72.76,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00021,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00021GreeceGR-TSO-0001DIS-00021exitFinal Consumers
GR,DIS-00022,Aloyminion II,False,35.42,-72.76,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00022,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00022GreeceGR-TSO-0001DIS-00022exitFinal Consumers
GR,DIS-00023,Aloyminion III,False,35.42,-72.76,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00023,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00023GreeceGR-TSO-0001DIS-00023exitFinal Consumers
GR,DIS-00024,Athens,False,41.66,-73.37,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00024,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00024GreeceGR-TSO-0001DIS-00024exitDistribution
GR,DIS-00025,Drama,False,42.1,-66.2,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00025,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00025GreeceGR-TSO-0001DIS-00025exitDistribution
GR,DIS-00026,ELPE,False,35.6,-67.11,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00026,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00026GreeceGR-TSO-0001DIS-00026exitFinal Consumers
GR,DIS-00027,Energiaki Thess. (ELPE),False,35.99,-67.54,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00027,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00027GreeceGR-TSO-0001DIS-00027exitFinal Consumers
GR,DIS-00028,Heron II,False,38.85,-72.69,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00028,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00028GreeceGR-TSO-0001DIS-00028exitFinal Consumers
GR,DIS-00029,Heronas,False,38.85,-72.69,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00029,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00029GreeceGR-TSO-0001DIS-00029exitFinal Consumers
GR,DIS-00030,Karditsa,False,31.86,-70.6,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00030,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00030GreeceGR-TSO-0001DIS-00030exitDistribution
GR,DIS-00031,Katerini,False,34.37,-68.72,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00031,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00031GreeceGR-TSO-0001DIS-00031exitDistribution
GR,DIS-00032,Kavala,False,42.89,-66.79,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00032,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00032GreeceGR-TSO-0001DIS-00032exitDistribution
GR,DIS-00033,Keratsini(PPC),False,40.17,-73.45,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00033,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00033GreeceGR-TSO-0001DIS-00033exitFinal Consumers
GR,DIS-00034,Kilkis,False,36.47,-67.2,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00034,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00034GreeceGR-TSO-0001DIS-00034exitDistribution
GR,DIS-00035,Kokkina,False,35.51,-70.35,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00035,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00035GreeceGR-TSO-0001DIS-00035exitDistribution
GR,DIS-00036,Komotini,False,48.47,-66.23,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00036,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00036GreeceGR-TSO-0001DIS-00036exitDistribution
GR,DIS-00037,Komotini(PPC),False,48.47,-66.23,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00037,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00037GreeceGR-TSO-0001DIS-00037exitFinal Consumers
GR,DIS-00038,Lamia,False,35.33,-71.51,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00038,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00038GreeceGR-TSO-0001DIS-00038exitDistribution
GR,DIS-00039,Larissa,False,34.15,-69.78,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00039,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00039GreeceGR-TSO-0001DIS-00039exitDistribution
GR,DIS-00040,Lavrio(PPC),False,42.32,-74.02,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00040,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00040GreeceGR-TSO-0001DIS-00040exitFinal Consumers
GR,DIS-00041,Motor Oil,False,37.05,-73.64,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00041,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00041GreeceGR-TSO-0001DIS-00041exitFinal Consumers
GR,DIS-00042,Motor Oil II,False,37.05,-73.64,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00042,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00042GreeceGR-TSO-0001DIS-00042exitFinal Consumers
GR,DIS-00043,Oinofyta,False,39.55,-72.69,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00043,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00043GreeceGR-TSO-0001DIS-00043exitDistribution
GR,DIS-00044,Platy,False,35.38,-67.61,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00044,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00044GreeceGR-TSO-0001DIS-00044exitDistribution
GR,DIS-00045,SALFA Ano Liossia,False,40.69,-72.93,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00045,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00045GreeceGR-TSO-0001DIS-00045exitDistribution
GR,DIS-00046,SALFA Anthousa,False,41.88,-73.2,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00046,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00046GreeceGR-TSO-0001DIS-00046exitDistribution
GR,DIS-00047,Serres,False,39.86,-66.05,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00047,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00047GreeceGR-TSO-0001DIS-00047exitDistribution
GR,DIS-00048,Spata,False,41.79,-73.45,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00048,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00048GreeceGR-TSO-0001DIS-00048exitDistribution
GR,DIS-00049,Thessaloniki,False,36.96,-67.68,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00049,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00049GreeceGR-TSO-0001DIS-00049exitDistribution
GR,DIS-00050,Thisvi,False,36.96,-67.68,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00050,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00050GreeceGR-TSO-0001DIS-00050exitFinal Consumers
GR,DIS-00051,Thriassio,False,40.03,-73.45,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00051,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00051GreeceGR-TSO-0001DIS-00051exitDistribution
GR,DIS-00052,Trikala,False,29.97,-70.07,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00052,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00052GreeceGR-TSO-0001DIS-00052exitDistribution
GR,DIS-00053,VFL,False,44.52,-66.46,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00053,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00053GreeceGR-TSO-0001DIS-00053exitDistribution
GR,DIS-00054,VIPE Larissa,False,34.15,-69.78,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00054,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00054GreeceGR-TSO-0001DIS-00054exitDistribution
GR,DIS-00055,Volos,False,36.91,-70.44,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00055,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00055GreeceGR-TSO-0001DIS-00055exitDistribution
GR,DIS-00056,Xanthi,False,46.8,-66.2,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00056,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00056GreeceGR-TSO-0001DIS-00056exitDistribution
GR,DIS-00198,FARSALA,False,33.31,-70.8,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00198,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00198GreeceGR-TSO-0001DIS-00198exitDistribution
GR,FNC-00038,Megalopoli (PPC),False,32.17,-74.51,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,FNC-00038,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00038GreeceGR-TSO-0001FNC-00038exitFinal Consumers
GR,FNC-00039,ELPE (HAR),False,40.39,-72.99,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,FNC-00039,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00039GreeceGR-TSO-0001FNC-00039exitFinal Consumers
GR,FNC-00204,ELPE-VEE,True,39.24,-73.3,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,FNC-00204,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00204GreeceGR-TSO-0001FNC-00204exitFinal Consumers
GR,ITP-00046,Kipi (TR) / Kipi (GR),False,53.92,-66.68,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,ITP-00046,Transmission,Transmission,TR,Turkey,TR-TSO-0001,Botas,,ITP-00046,Kipi (TR) / Kipi (GR),,,Jan  6 2025  3:40AM,4InterconnectionsITP-00046GreeceGR-TSO-0001ITP-00046exitTransmissionTR-TSO-0001ITP-00046entry
GR,ITP-00128,Kulata (BG) / Sidirokastron (GR),False,37.9,-65.4,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,ITP-00128,Bulgaria,Transmission,BG,Bulgaria,BG-TSO-0001,Bulgartransgaz,BG-NGTS----,ITP-00128,Kulata (BG) / Sidirokastron (GR),,,Jan  6 2025  3:40AM,4InterconnectionsITP-00128GreeceGR-TSO-0001ITP-00128exitBulgariaBG-TSO-0001ITP-00128entry
GR,LNG-00014,Agia Triada,True,39.16,-73.62,LNG Terminals,LNG Terminals,GR,Greece,,,,,Greece,Transmission,GR,Greece,GR-TSO-0001,DESFA S.A.,GR---------,LNG-00014,Agia Triada,,,Jan  6 2025  3:40AM,4InterconnectionsLNG-00014LNG TerminalsGreeceGR-TSO-0001LNG-00014entry
GR,VTP-00042,HTP (Hellenic Trading Point),True,32.87,-71.57,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,VTP-00042,Greece,Transmission,GR,Greece,,,GR---------,,,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00042GreeceGR-TSO-0001VTP-00042exitGreece
GR,VTP-00042,HTP (Hellenic Trading Point),True,32.87,-71.57,Greece,Transmission,GR,Greece,,,GR---------,,Greece,Transmission,GR,Greece,GR-TSO-0001,DESFA S.A.,GR---------,VTP-00042,HTP (Hellenic Trading Point),,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00042GreeceGreeceGR-TSO-0001VTP-00042entry
GR,DIS-00199,KOSMIO-GR,True,48.47,-66.23,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00199,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00199GreeceGR-TSO-0001DIS-00199exitDistribution
GR,DIS-00200,MEGALOPOLI,True,48.6,-69.81,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00200,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00200GreeceGR-TSO-0001DIS-00200exitDistribution
GR,ITP-00274,Kipoi,False,53.92,-66.68,Greece,Transmission,GR,Greece,exit,AL-TSO-0001,GR---------,ITP-00274,Transmission,Transmission,TR,Turkey,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00274GreeceAL-TSO-0001ITP-00274exitTransmission
GR,ITP-00275,Komotini - TAP / IGB,False,49.44,-66.27,Greece,Transmission,GR,Greece,exit,AL-TSO-0001,GR---------,ITP-00275,Bulgaria,Transmission,BG,Bulgaria,BG-TSO-0003,ICGB,BG-NGTS----,ITP-00275,Komotini,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00275GreeceAL-TSO-0001ITP-00275exitBulgariaBG-TSO-0003ITP-00275entry
GR,ITP-00427,Nea Mesimvria,False,35.46,-67.36,Greece,Transmission,GR,Greece,exit,AL-TSO-0001,GR---------,ITP-00427,Greece,Transmission,GR,Greece,GR-TSO-0001,DESFA S.A.,GR---------,ITP-00427,Nea Mesimvria,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00427GreeceAL-TSO-0001ITP-00427exitGreeceGR-TSO-0001ITP-00427entry
GR,ITP-00427,Nea Mesimvria,False,35.46,-67.36,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,ITP-00427,Greece,Transmission,GR,Greece,AL-TSO-0001,TAP AG,GR---------,ITP-00427,Nea Mesimvria,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00427GreeceGR-TSO-0001ITP-00427exitGreeceAL-TSO-0001ITP-00427entry
GR,VTP-00044,TAP Virtual Trading Point ,True,30.89,-67.54,Greece,Transmission,GR,Greece,,,GR---------,,Greece,Transmission,GR,Greece,AL-TSO-0001,TAP AG,GR---------,VTP-00044,TAP Virtual Trading Point,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00044GreeceGreeceAL-TSO-0001VTP-00044entry
GR,VTP-00044,TAP Virtual Trading Point ,True,30.89,-67.54,Greece,Transmission,GR,Greece,exit,AL-TSO-0001,GR---------,VTP-00044,Greece,Transmission,GR,Greece,,,GR---------,,,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00044GreeceAL-TSO-0001VTP-00044exitGreece
GR,DIS-00203,TRIPOLI,True,34.63,-74.48,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00203,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00203GreeceGR-TSO-0001DIS-00203exitDistribution
GR,FNC-00212,ALOYMINION IV,True,32.42,-72.76,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,FNC-00212,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00212GreeceGR-TSO-0001FNC-00212exitFinal Consumers
GR,DIS-00205,KAVALA (CITY),True,42.89,-66.79,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00205,Distribution,Distribution,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00205GreeceGR-TSO-0001DIS-00205exitDistribution
GR,ITP-00450,Komotini-DESFA/ICGB (GR/BG),False,49.44,-66.27,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,ITP-00450,Bulgaria,Transmission,BG,Bulgaria,BG-TSO-0003,ICGB,BG-NGTS----,ITP-00450,Komotini - DESFA / IGB,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00450GreeceGR-TSO-0001ITP-00450exitBulgariaBG-TSO-0003ITP-00450entry
GR,ITP-00450,Komotini-DESFA/ICGB (GR/BG),False,49.44,-66.27,Greece,Transmission,GR,Greece,exit,GR-TSO-0002,GR---------,ITP-00450,Bulgaria,Transmission,BG,Bulgaria,BG-TSO-0003,ICGB,BG-NGTS----,ITP-00450,Komotini - DESFA / IGB,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00450GreeceGR-TSO-0002ITP-00450exitBulgariaBG-TSO-0003ITP-00450entry
GR,FNC-00214,THERMOILEKTRIKI KOMOTINIS,True,48.47,-66.23,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,FNC-00214,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00214GreeceGR-TSO-0001FNC-00214exitFinal Consumers
GR,LNG-00042,AMFITRITI,False,52.21,-66.27,Greece,Transmission,GR,Greece,exit,GR-LSO-0001,GR---------,LNG-00042,Greece,Transmission,GR,Greece,GR-TSO-0001,DESFA S.A.,GR---------,LNG-00042,AMFITRITI,,,Jan  6 2025  3:40AM,4InterconnectionsLNG-00042GreeceGR-LSO-0001LNG-00042exitGreeceGR-TSO-0001LNG-00042entry
GR,DIS-00206,LIVADEIA,True,39.38,-73.13,Greece,Transmission,GR,Greece,exit,GR-TSO-0001,GR---------,DIS-00206,Final Consumers,Final Consumers,GR,Greece,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00206GreeceGR-TSO-0001DIS-00206exitFinal Consumers
TR,ITP-00046,Kipi (TR) / Kipi (GR),False,53.92,-66.68,Transmission,Transmission,TR,Turkey,exit,TR-TSO-0001,,ITP-00046,Greece,Transmission,GR,Greece,GR-TSO-0001,DESFA S.A.,GR---------,ITP-00046,Kipi,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00046TransmissionTR-TSO-0001ITP-00046exitGreeceGR-TSO-0001ITP-00046entry
TR,ITP-00046,Kipi (TR) / Kipi (GR),False,53.92,-66.68,Transmission,Transmission,TR,Turkey,exit,TR-TSO-0001,,ITP-00046,Greece,Transmission,GR,Greece,GR-TSO-0002,IGI Poseidon,GR---------,ITP-00046,Kipi (TR) / Kipi (GR),,,Jan  6 2025  3:40AM,4InterconnectionsITP-00046TransmissionTR-TSO-0001ITP-00046exitGreeceGR-TSO-0002ITP-00046entry
TR,ITP-00549,Strandzha 2 (BG) / Malkoclar (TR),False,58.32,-63.61,Transmission,Transmission,TR,Turkey,exit,TR-TSO-0004,,ITP-00549,Bulgaria,Transmission,BG,Bulgaria,BG-TSO-0001,Bulgartransgaz,BG-NGTS----,ITP-00549,Strandzha 2 (BG) / Malkoclar (TR),,,Jan  6 2025  3:40AM,4InterconnectionsITP-00549TransmissionTR-TSO-0004ITP-00549exitBulgariaBG-TSO-0001ITP-00549entry
TR,ITP-00041,Strandzha (BG) / Malkoclar (TR),False,57.5,-63.6,Transmission,Transmission,TR,Turkey,,,,,Bulgaria,Transmission,BG,Bulgaria,BG-TSO-0001,Bulgartransgaz,BG-NGTS----,ITP-00041,Strandzha (BG) / Malkoclar (TR),,,Jan  6 2025  3:40AM,4InterconnectionsITP-00041TransmissionBulgariaBG-TSO-0001ITP-00041entry
TR,ITP-00274,Kipoi,False,53.92,-66.68,Transmission,Transmission,TR,Turkey,exit,TR-TSO-0002,,ITP-00274,Greece,Transmission,GR,Greece,AL-TSO-0001,TAP AG,GR---------,ITP-00274,Kipoi,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00274TransmissionTR-TSO-0002ITP-00274exitGreeceAL-TSO-0001ITP-00274entry
SI,DIS-00059,Distribution (SI),False,-7.34,-47.13,Slovenia,Transmission,SI,Slovenia,exit,SI-TSO-0001,SI---------,DIS-00059,Distribution,Distribution,SI,Slovenia,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00059SloveniaSI-TSO-0001DIS-00059exitDistribution
SI,ITP-00042,Rogatec,False,-2.02,-46.96,Slovenia,Transmission,SI,Slovenia,exit,SI-TSO-0001,SI---------,ITP-00042,Croatia,Transmission,HR,Croatia,HR-TSO-0001,Plinacro,HR---------,ITP-00042,Rogatec,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00042SloveniaSI-TSO-0001ITP-00042exitCroatiaHR-TSO-0001ITP-00042entry
