country,pointKey,pointLabel,isSingleOperator,pointTpMapX,pointTpMapY,fromSystemLabel,fromInfrastructureTypeLabel,fromCountryKey,fromCountryLabel,fromDirectionKey,fromOperatorKey,fromBzKey,fromPointKey,toSystemLabel,toInfrastructureTypeLabel,toCountryKey,toCountryLabel,toOperatorKey,toOperatorLabel,toBzKey,toPointKey,toPointLabel,validFrom,validto,lastUpdateDateTime,id
PL,UGS-00424,GIM Kawerna,False,14.41,1.01,,,,,,,,,Poland H-gas,Transmission,PL,Poland,PL-TSO-0002,GAZ-SYSTEM,PL---------,UGS-00424,GIM Kawerna withdrawal,,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00424StoragePL-SSO-0001UGS-00424exitPoland H-gasPL-TSO-0002UGS-00424entry
PL,UGS-00425,GIM Sanok ,False,31.6,-22.8,Poland H-gas,Transmission,PL,Poland,exit,PL-TSO-0002,PL---------,UGS-00425,,,,,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00425Poland H-gasPL-TSO-0002UGS-00425exitStoragePL-SSO-0001UGS-00425entry
PL,UGS-00425,GIM Sanok ,False,31.6,-22.8,,,,,,,,,Poland H-gas,Transmission,PL,Poland,PL-TSO-0002,GAZ-SYSTEM,PL---------,UGS-00425,GIM Sanok withdrawal,,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00425StoragePL-SSO-0001UGS-00425exitPoland H-gasPL-TSO-0002UGS-00425entry
PL,UGS-00426,IM Wierzchowice,False,7.34,-11.39,Poland H-gas,Transmission,PL,Poland,exit,PL-TSO-0002,PL---------,UGS-00426,,,,,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00426Poland H-gasPL-TSO-0002UGS-00426exitStoragePL-SSO-0001UGS-00426entry
PL,UGS-00426,IM Wierzchowice,False,7.34,-11.39,,,,,,,,,Poland H-gas,Transmission,PL,Poland,PL-TSO-0002,GAZ-SYSTEM,PL---------,UGS-00426,IM Wierzchowice withdrawal,,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00426StoragePL-SSO-0001UGS-00426exitPoland H-gasPL-TSO-0002UGS-00426entry
PL,VTP-00018,VTP - Gas Exchange H-gas (PL),False,19.47,-10.53,Poland H-gas,Transmission,PL,Poland,exit,PL-TSO-0002,PL---------,VTP-00018,Poland H-gas,Transmission,PL,Poland,,,PL---------,,,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00018Poland H-gasPL-TSO-0002VTP-00018exitPoland H-gas
PL,VTP-00018,VTP - Gas Exchange H-gas (PL),False,19.47,-10.53,Poland H-gas,Transmission,PL,Poland,,,PL---------,,Poland H-gas,Transmission,PL,Poland,PL-TSO-0002,GAZ-SYSTEM,PL---------,VTP-00018,VTP - Gas Exchange H-gas,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00018Poland H-gasPoland H-gasPL-TSO-0002VTP-00018entry
PL,VTP-00020,VTP - OTC - H-gas (PL),False,19.47,-10.53,Poland H-gas,Transmission,PL,Poland,exit,PL-TSO-0002,PL---------,VTP-00020,Poland H-gas,Transmission,PL,Poland,,,PL---------,,,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00020Poland H-gasPL-TSO-0002VTP-00020exitPoland H-gas
PL,VTP-00020,VTP - OTC - H-gas (PL),False,19.47,-10.53,Poland H-gas,Transmission,PL,Poland,,,PL---------,,Poland H-gas,Transmission,PL,Poland,PL-TSO-0002,GAZ-SYSTEM,PL---------,VTP-00020,VTP - OTC - H-gas,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00020Poland H-gasPoland H-gasPL-TSO-0002VTP-00020entry
PL,VTP-00028,VTP - GAZ-SYSTEM,False,19.47,-10.53,Poland H-gas,Transmission,PL,Poland,exit,PL-TSO-0002,PL---------,VTP-00028,Poland H-gas,Transmission,PL,Poland,,,PL---------,,,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00028Poland H-gasPL-TSO-0002VTP-00028exitPoland H-gas
PL,VTP-00028,VTP - GAZ-SYSTEM,False,19.47,-10.53,Poland H-gas,Transmission,PL,Poland,,,PL---------,,Poland H-gas,Transmission,PL,Poland,PL-TSO-0002,GAZ-SYSTEM,PL---------,VTP-00028,VTP - GAZ-SYSTEM,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00028Poland H-gasPoland H-gasPL-TSO-0002VTP-00028entry
PL,VTP-00032,VTP - OTC - L-gas (PL),True,1.54,-8.02,Poland L-gas,Transmission,PL,Poland,exit,PL-TSO-0002,PL-L-gas---,VTP-00032,Poland L-gas,Transmission,PL,Poland,,,PL-L-gas---,,,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00032Poland L-gasPL-TSO-0002VTP-00032exitPoland L-gas
PL,VTP-00032,VTP - OTC - L-gas (PL),True,1.54,-8.02,Poland L-gas,Transmission,PL,Poland,,,PL-L-gas---,,Poland L-gas,Transmission,PL,Poland,PL-TSO-0002,GAZ-SYSTEM,PL-L-gas---,VTP-00032,VTP - OTC - L gas (PL),,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00032Poland L-gasPoland L-gasPL-TSO-0002VTP-00032entry
PL,VTP-00034,VTP - Gas Exchange TGPS (PL),True,24.05,3.12,TGPS (YAMAL),Transmission,PL,Poland,exit,PL-TSO-0001,PL-YAMAL---,VTP-00034,TGPS (YAMAL),Transmission,PL,Poland,,,PL-YAMAL---,,,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00034TGPS (YAMAL)PL-TSO-0001VTP-00034exitTGPS (YAMAL)
PL,VTP-00034,VTP - Gas Exchange TGPS (PL),True,24.05,3.12,TGPS (YAMAL),Transmission,PL,Poland,,,PL-YAMAL---,,TGPS (YAMAL),Transmission,PL,Poland,PL-TSO-0001,GAZ-SYSTEM (ISO),PL-YAMAL---,VTP-00034,Virtual Trading Point - PWE Gas Exchange TGPS (PL),,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00034TGPS (YAMAL)TGPS (YAMAL)PL-TSO-0001VTP-00034entry
PL,VTP-00035,VTP - OTC - TGPS (PL),True,24.05,3.12,TGPS (YAMAL),Transmission,PL,Poland,exit,PL-TSO-0001,PL-YAMAL---,VTP-00035,TGPS (YAMAL),Transmission,PL,Poland,,,PL-YAMAL---,,,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00035TGPS (YAMAL)PL-TSO-0001VTP-00035exitTGPS (YAMAL)
PL,VTP-00035,VTP - OTC - TGPS (PL),True,24.05,3.12,TGPS (YAMAL),Transmission,PL,Poland,,,PL-YAMAL---,,TGPS (YAMAL),Transmission,PL,Poland,PL-TSO-0001,GAZ-SYSTEM (ISO),PL-YAMAL---,VTP-00035,Virtual Trading Point - PWE OTC - TGPS (PL),,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00035TGPS (YAMAL)TGPS (YAMAL)PL-TSO-0001VTP-00035entry
PL,VTP-00036,Aggregated PPG - H gas (PL),False,19.47,-10.53,Poland H-gas,Transmission,PL,Poland,exit,PL-TSO-0002,PL---------,VTP-00036,Poland H-gas,Transmission,PL,Poland,,,PL---------,,,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00036Poland H-gasPL-TSO-0002VTP-00036exitPoland H-gas
PL,VTP-00036,Aggregated PPG - H gas (PL),False,19.47,-10.53,Poland H-gas,Transmission,PL,Poland,,,PL---------,,Poland H-gas,Transmission,PL,Poland,PL-TSO-0002,GAZ-SYSTEM,PL---------,VTP-00036,Aggregated PPG - H-gas (PL),,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00036Poland H-gasPoland H-gasPL-TSO-0002VTP-00036entry
PL,VTP-00037,Aggregated PPG - L-gas (PL),False,1.54,-8.02,Poland L-gas,Transmission,PL,Poland,exit,PL-TSO-0002,PL-L-gas---,VTP-00037,Poland L-gas,Transmission,PL,Poland,,,PL-L-gas---,,,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00037Poland L-gasPL-TSO-0002VTP-00037exitPoland L-gas
PL,VTP-00037,Aggregated PPG - L-gas (PL),False,1.54,-8.02,Poland L-gas,Transmission,PL,Poland,,,PL-L-gas---,,Poland L-gas,Transmission,PL,Poland,PL-TSO-0002,GAZ-SYSTEM,PL-L-gas---,VTP-00037,Aggregated PPG - L-gas (PL),,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00037Poland L-gasPoland L-gasPL-TSO-0002VTP-00037entry
PL,VTP-00038,Aggregated PPG - TGPS (PL),False,24.05,3.12,TGPS (YAMAL),Transmission,PL,Poland,exit,PL-TSO-0001,PL-YAMAL---,VTP-00038,TGPS (YAMAL),Transmission,PL,Poland,,,PL-YAMAL---,,,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00038TGPS (YAMAL)PL-TSO-0001VTP-00038exitTGPS (YAMAL)
PL,VTP-00038,Aggregated PPG - TGPS (PL),False,24.05,3.12,TGPS (YAMAL),Transmission,PL,Poland,,,PL-YAMAL---,,TGPS (YAMAL),Transmission,PL,Poland,PL-TSO-0001,GAZ-SYSTEM (ISO),PL-YAMAL---,VTP-00038,Aggregated PPG - TGPS (PL),,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00038TGPS (YAMAL)TGPS (YAMAL)PL-TSO-0001VTP-00038entry
PL,VTP-00040,VTP - Gas Exchange - L-gas,True,1.54,-8.02,Poland L-gas,Transmission,PL,Poland,exit,PL-TSO-0002,PL-L-gas---,VTP-00040,Poland L-gas,Transmission,PL,Poland,,,PL-L-gas---,,,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00040Poland L-gasPL-TSO-0002VTP-00040exitPoland L-gas
PL,VTP-00040,VTP - Gas Exchange - L-gas,True,1.54,-8.02,Poland L-gas,Transmission,PL,Poland,,,PL-L-gas---,,Poland L-gas,Transmission,PL,Poland,PL-TSO-0002,GAZ-SYSTEM,PL-L-gas---,VTP-00040,VTP - Gas Exchange - L-gas,,,Jan  6 2025  3:40AM,4InterconnectionsVTP-00040Poland L-gasPoland L-gasPL-TSO-0002VTP-00040entry
PL,ITP-00556,Santaka,False,38.0,12.73,Poland H-gas,Transmission,PL,Poland,exit,PL-TSO-0002,PL---------,ITP-00556,Lithuania,Transmission,LT,Lithuania,LT-TSO-0001,Amber Grid,LT---------,ITP-00556,Santaka,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00556Poland H-gasPL-TSO-0002ITP-00556exitLithuaniaLT-TSO-0001ITP-00556entry
PL,ITP-10009,Faxe,False,-20.13,20.96,Poland H-gas,Transmission,PL,Poland,exit,PL-TSO-0002,PL---------,ITP-10009,Joint Bal Zone DK/SE,Transmission,DK,Denmark,DK-TSO-0001,Energinet,DK-SE-------,ITP-10009,Faxe,,,Jan  6 2025  3:40AM,4InterconnectionsITP-10009Poland H-gasPL-TSO-0002ITP-10009exitJoint Bal Zone DK/SEDK-TSO-0001ITP-10009entry
PL,ITP-00177,Vyrava,False,31.64,-28.42,Poland H-gas,Transmission,PL,Poland,exit,PL-TSO-0002,PL---------,ITP-00177,Slovakia,Transmission,SK,Slovakia,SK-TSO-0001,Eustream,SK---------,ITP-00177,Vyrava,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00177Poland H-gasPL-TSO-0002ITP-00177exitSlovakiaSK-TSO-0001ITP-00177entry
PL,DIS-00204,Zlate Hory,False,1.54,-19.39,Poland H-gas,Transmission,PL,Poland,exit,PL-TSO-0002,PL---------,DIS-00204,Distribution,Distribution,CZ,Czechia,CZ-DSO-0002,GasNet s.r.o.,,DIS-00204,Zlate Hory,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00204Poland H-gasPL-TSO-0002DIS-00204exitDistributionCZ-DSO-0002DIS-00204entry
RU,ITP-00024,Imatra,False,66.75,62.12,Transmission,Transmission,RU,Russia,exit,RU-TSO-0001,,ITP-00024,Finland,Transmission,FI,Finland,FI-TSO-0003,Gasgrid Finland,FI---------,ITP-00024,Imatra,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00024TransmissionRU-TSO-0001ITP-00024exitFinlandFI-TSO-0003ITP-00024entry
RU,ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,exit,RU-TSO-0002,,ITP-00120,DE THE BZ,Transmission,DE,Germany,DE-TSO-0001,GASCADE,DE-THE-----,ITP-00247,Greifswald / NEL,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00120TransmissionRU-TSO-0002ITP-00120exitDE THE BZDE-TSO-0001ITP-00247entry
RU,ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,exit,RU-TSO-0002,,ITP-00120,DE THE BZ,Transmission,DE,Germany,DE-TSO-0001,GASCADE,DE-THE-----,ITP-00251,Greifswald / OPAL,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00120TransmissionRU-TSO-0002ITP-00120exitDE THE BZDE-TSO-0001ITP-00251entry
RU,ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,exit,RU-TSO-0002,,ITP-00120,DE THE BZ,Transmission,DE,Germany,DE-TSO-0005,GUD,DE-THE-----,ITP-00491,GREIFSWALD,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00120TransmissionRU-TSO-0002ITP-00120exitDE THE BZDE-TSO-0005ITP-00491entry
RU,ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,exit,RU-TSO-0002,,ITP-00120,DE THE BZ,Transmission,DE,Germany,DE-TSO-0015,GOAL,DE-THE-----,ITP-00250,GREIFSWALD,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00120TransmissionRU-TSO-0002ITP-00120exitDE THE BZDE-TSO-0015ITP-00250entry
RU,ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,exit,RU-TSO-0002,,ITP-00120,DE THE BZ,Transmission,DE,Germany,DE-TSO-0016,OPAL,DE-THE-----,ITP-00251,Greifswald-OPAL,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00120TransmissionRU-TSO-0002ITP-00120exitDE THE BZDE-TSO-0016ITP-00251entry
RU,ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,exit,RU-TSO-0002,,ITP-00120,DE THE BZ,Transmission,DE,Germany,DE-TSO-0017,NEL,DE-THE-----,ITP-00247,Greifswald-NEL,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00120TransmissionRU-TSO-0002ITP-00120exitDE THE BZDE-TSO-0017ITP-00247entry
RU,ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,exit,RU-TSO-0002,,ITP-00120,DE THE BZ,Transmission,DE,Germany,DE-TSO-0018,Fluxys Deutschland,DE-THE-----,ITP-00297,Greifswald,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00120TransmissionRU-TSO-0002ITP-00120exitDE THE BZDE-TSO-0018ITP-00297entry
RU,ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,exit,RU-TSO-0002,,ITP-00120,DE THE BZ,Transmission,DE,Germany,DE-TSO-0020,LBTG,DE-THE-----,ITP-00454,Lubmin (regulated),,,Jan  6 2025  3:40AM,4InterconnectionsITP-00120TransmissionRU-TSO-0002ITP-00120exitDE THE BZDE-TSO-0020ITP-00454entry
RU,ITP-00178,Belgorod (RU)/ Ukraine (UA),False,109.12,-20.34,Transmission,Transmission,RU,Russia,exit,RU-TSO-0001,,ITP-00178,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-00178,Belgorod,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00178TransmissionRU-TSO-0001ITP-00178exitTransmissionUA-TSO-0001ITP-00178entry
RU,ITP-00179,Pisarevka (RU)/Ukraine (UA),False,123.88,-25.52,Transmission,Transmission,RU,Russia,exit,RU-TSO-0001,,ITP-00179,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-00179,Pysarivka,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00179TransmissionRU-TSO-0001ITP-00179exitTransmissionUA-TSO-0001ITP-00179entry
RU,ITP-00180,Platovo (RU) / Ukraine (UA),False,116.19,-40.48,Transmission,Transmission,RU,Russia,exit,RU-TSO-0001,,ITP-00180,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-00180,Platovo,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00180TransmissionRU-TSO-0001ITP-00180exitTransmissionUA-TSO-0001ITP-00180entry
RU,ITP-00181,Prokhorovka (RU) / Ukraine (UA),False,122.39,-37.61,Transmission,Transmission,RU,Russia,exit,RU-TSO-0001,,ITP-00181,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-00181,Prokhorovka,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00181TransmissionRU-TSO-0001ITP-00181exitTransmissionUA-TSO-0001ITP-00181entry
RU,ITP-00182,Serebryanka (RU) / Ukraine (UA),False,120.15,-24.24,Transmission,Transmission,RU,Russia,exit,RU-TSO-0001,,ITP-00182,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-00182,Serebrianka,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00182TransmissionRU-TSO-0001ITP-00182exitTransmissionUA-TSO-0001ITP-00182entry
RU,ITP-00183,Sokhranovka (RU) / Ukraine (UA),False,125.99,-26.19,Transmission,Transmission,RU,Russia,exit,RU-TSO-0001,,ITP-00183,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-00183,Sokhranivka,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00183TransmissionRU-TSO-0001ITP-00183exitTransmissionUA-TSO-0001ITP-00183entry
RU,ITP-00184,Sudzha (RU) / Ukraine (UA),False,100.24,-13.71,Transmission,Transmission,RU,Russia,exit,RU-TSO-0001,,ITP-00184,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-00184,Sudja,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00184TransmissionRU-TSO-0001ITP-00184exitTransmissionUA-TSO-0001ITP-00184entry
RU,ITP-00185,Valuyki (RU) / Ukraine (UA),False,114.87,-22.88,Transmission,Transmission,RU,Russia,exit,RU-TSO-0001,,ITP-00185,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-00185,Valuiky,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00185TransmissionRU-TSO-0001ITP-00185exitTransmissionUA-TSO-0001ITP-00185entry
RU,ITP-00187,Värska,False,0.0,0.0,Transmission,Transmission,RU,Russia,exit,RU-TSO-0001,,ITP-00187,Joint Bal Zone EE/LV,Transmission,EE,Estonia,EE-TSO-0001,Elering,EE-LV------,ITP-00187,Värska,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00187TransmissionRU-TSO-0001ITP-00187exitJoint Bal Zone EE/LVEE-TSO-0001ITP-00187entry
RU,ITP-00243,Narva,False,0.0,0.0,Transmission,Transmission,RU,Russia,exit,RU-TSO-0001,,ITP-00243,Joint Bal Zone EE/LV,Transmission,EE,Estonia,EE-TSO-0001,Elering,EE-LV------,ITP-00243,Narva,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00243TransmissionRU-TSO-0001ITP-00243exitJoint Bal Zone EE/LVEE-TSO-0001ITP-00243entry
RU,ITP-00441,Volchansk (RU) / Ukraine (UA),False,0.0,0.0,Transmission,Transmission,RU,Russia,exit,RU-TSO-0001,,ITP-00441,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-00441,Volchansk,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00441TransmissionRU-TSO-0001ITP-00441exitTransmissionUA-TSO-0001ITP-00441entry
RU,ITP-00442,Lozne,False,0.0,0.0,Transmission,Transmission,RU,Russia,exit,RU-TSO-0001,,ITP-00442,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-00442,Lozne,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00442TransmissionRU-TSO-0001ITP-00442exitTransmissionUA-TSO-0001ITP-00442entry
RU,ITP-00443,Parkhomenko (RU) / (UA),False,0.0,0.0,Transmission,Transmission,RU,Russia,exit,RU-TSO-0001,,ITP-00443,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-00443,Parkhomenko,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00443TransmissionRU-TSO-0001ITP-00443exitTransmissionUA-TSO-0001ITP-00443entry
RU,ITP-00493,Luhamaa,False,59.5,40.04,Transmission,Transmission,RU,Russia,exit,RU-TSO-0001,,ITP-00493,Joint Bal Zone EE/LV,Transmission,LV,Latvia,LV-TSO-0001,Conexus Baltic Grid JSC,EE-LV------,ITP-00493,Luhamaa,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00493TransmissionRU-TSO-0001ITP-00493exitJoint Bal Zone EE/LVLV-TSO-0001ITP-00493entry
RU,ITP-00493,Luhamaa,False,59.5,40.04,Transmission,Transmission,RU,Russia,exit,RU-TSO-0001,,ITP-00493,Transmission,Transmission,EE,Estonia,EE-TSO-0001,Elering,,ITP-00493,Luhamaa,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00493TransmissionRU-TSO-0001ITP-00493exitTransmissionEE-TSO-0001ITP-00493entry
RU,ITP-00501,Lubmin II,False,-12.35,11.31,Transmission,Transmission,RU,Russia,exit,RU-TSO-0003,,ITP-00501,DE THE BZ,Transmission,DE,Germany,DE-TSO-0001,GASCADE,DE-THE-----,ITP-00501,Lubmin II,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00501TransmissionRU-TSO-0003ITP-00501exitDE THE BZDE-TSO-0001ITP-00501entry
RU,ITP-00501,Lubmin II,False,-12.35,11.31,Transmission,Transmission,RU,Russia,exit,RU-TSO-0003,,ITP-00501,DE THE BZ,Transmission,DE,Germany,DE-TSO-0003,ONTRAS Gastransport GmbH,DE-THE-----,ITP-00501,Lubmin II,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00501TransmissionRU-TSO-0003ITP-00501exitDE THE BZDE-TSO-0003ITP-00501entry
RU,ITP-00501,Lubmin II,False,-12.35,11.31,Transmission,Transmission,RU,Russia,exit,RU-TSO-0003,,ITP-00501,DE THE BZ,Transmission,DE,Germany,DE-TSO-0005,GUD,DE-THE-----,ITP-00501,Lubmin II,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00501TransmissionRU-TSO-0003ITP-00501exitDE THE BZDE-TSO-0005ITP-00501entry
RU,ITP-00501,Lubmin II,False,-12.35,11.31,Transmission,Transmission,RU,Russia,exit,RU-TSO-0003,,ITP-00501,DE THE BZ,Transmission,DE,Germany,DE-TSO-0018,Fluxys Deutschland,DE-THE-----,ITP-00501,Lubmin II,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00501TransmissionRU-TSO-0003ITP-00501exitDE THE BZDE-TSO-0018ITP-00501entry
RU,ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,exit,RU-TSO-0002,,ITP-00120,DE THE BZ,Transmission,DE,Germany,DE-TSO-0001,GASCADE,DE-THE-----,ITP-00665,Greifswald,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00120TransmissionRU-TSO-0002ITP-00120exitDE THE BZDE-TSO-0001ITP-00665entry
SK,ITP-00027,Balassagyarmat (HU) / Velké Zlievce (SK),False,17.93,-36.21,Slovakia,Transmission,SK,Slovakia,exit,SK-TSO-0001,SK---------,ITP-00027,Hungary,Transmission,HU,Hungary,HU-TSO-0001,FGSZ,HU---------,ITP-00027,Balassagyarmat (HU) / Velké Zlievce (SK),,,Jan  6 2025  3:40AM,4InterconnectionsITP-00027SlovakiaSK-TSO-0001ITP-00027exitHungaryHU-TSO-0001ITP-00027entry
SK,ITP-00027,Balassagyarmat (HU) / Velké Zlievce (SK),False,17.93,-36.21,Slovakia,Transmission,SK,Slovakia,exit,SK-TSO-0001,SK---------,ITP-00027,,,,,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00027SlovakiaSK-TSO-0001ITP-00027exitHungaryHU-TSO-0002ITP-00027entry
SK,ITP-00051,Lanžhot,False,5.36,-31.84,Slovakia,Transmission,SK,Slovakia,exit,SK-TSO-0001,SK---------,ITP-00051,Czech,Transmission,CZ,Czechia,CZ-TSO-0001,N4G,CZ---------,ITP-00051,Lanzhot,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00051SlovakiaSK-TSO-0001ITP-00051exitCzechCZ-TSO-0001ITP-00051entry
SK,ITP-00168,Baumgarten,False,4.83,-34.34,Slovakia,Transmission,SK,Slovakia,exit,SK-TSO-0001,SK---------,ITP-00168,Austria,Transmission,AT,Austria,AT-TSO-0001,GCA,AT---------,ITP-00062,Baumgarten,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00168SlovakiaSK-TSO-0001ITP-00168exitAustriaAT-TSO-0001ITP-00062entry
SK,ITP-00168,Baumgarten,False,4.83,-34.34,Slovakia,Transmission,SK,Slovakia,exit,SK-TSO-0001,SK---------,ITP-00168,Austria,Transmission,AT,Austria,AT-TSO-0001,GCA,AT---------,ITP-00162,Baumgarten WAG,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00168SlovakiaSK-TSO-0001ITP-00168exitAustriaAT-TSO-0001ITP-00162entry
SK,ITP-00168,Baumgarten,False,4.83,-34.34,Slovakia,Transmission,SK,Slovakia,exit,SK-TSO-0001,SK---------,ITP-00168,Austria,Transmission,AT,Austria,AT-TSO-0003,TAG,AT---------,ITP-00037,Baumgarten,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00168SlovakiaSK-TSO-0001ITP-00168exitAustriaAT-TSO-0003ITP-00037entry
SK,ITP-00421,Budince,False,33.0,-33.0,Slovakia,Transmission,SK,Slovakia,exit,SK-TSO-0001,SK---------,ITP-00421,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-00421,Budince,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00421SlovakiaSK-TSO-0001ITP-00421exitTransmissionUA-TSO-0001ITP-00421entry
SK,UGS-00069,Dolni Bojanovice,False,11.56,-30.18,Slovakia,Transmission,SK,Slovakia,exit,SK-TSO-0001,SK---------,UGS-00253,Storage,Storage,CZ,Czechia,CZ-SSO-0003,SPP Storage,,UGS-00069,Dolni Bojanovice,,,Jan  6 2025  3:40AM,4InterconnectionsUGS-00069SlovakiaSK-TSO-0001UGS-00253exitStorageCZ-SSO-0003UGS-00069entry
SK,ITP-00177,Vyrava,False,31.64,-28.42,Slovakia,Transmission,SK,Slovakia,exit,SK-TSO-0001,SK---------,ITP-00177,Poland H-gas,Transmission,PL,Poland,PL-TSO-0002,GAZ-SYSTEM,PL---------,ITP-00177,Vyrava,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00177SlovakiaSK-TSO-0001ITP-00177exitPoland H-gasPL-TSO-0002ITP-00177entry
SK,ITP-00117,Uzhhorod (UA) - Velké Kapušany (SK),False,32.92,-31.99,Slovakia,Transmission,SK,Slovakia,,,SK---------,,Transmission,Transmission,UA,Ukraine,UA-TSO-0001,Gas TSO UA,,ITP-00117,GMS Uzhgorod,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00117SlovakiaTransmissionUA-TSO-0001ITP-00117entry
LY,ITP-00074,Gela,False,-9.1,-75.04,Transmission,Transmission,LY,Libya,exit,LY-TSO-0001,,ITP-00074,Italy,Transmission,IT,Italy,IT-TSO-0001,SNAM RETE GAS,IT---------,ITP-00074,GELA,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00074TransmissionLY-TSO-0001ITP-00074exitItalyIT-TSO-0001ITP-00074entry
