countryName,totalEntries,totalExits
Austria,14327188401.0,76575755580.0
Belarus,976944873.0,0.0
Belgium,23245810074.776,28708512048.2
Bulgaria,8670794849.0,4978193846.057
Croatia,1725747098.0,2083514839.0
Czechia,25409342502.7,28855121619.3
Denmark,2483538460.0,0.0
Estonia,206569869.0,335798622.67
Finland,0.0,0.0
France,32834715501.0,32182904632.0
Germany,68394801055.476,70172372202.89801
Greece,1838095880.0,2280852920.0
Hungary,4341883286.59,10472261110.0
Ireland,0.0,1495689386.0
Italy,39833882518.0,43213474313.0
Latvia,185220958.0,151768700.0
Libya,1786082589.0,0.0
Lithuania,745004101.0,999453186.0
Luxemburg,351830578.0,1097555966.2
Moldavia,4889079778.2,648244150.16
Morocco,0.0,0.0
Netherlands,53982118215.495,49623789419.9
North Macedonia,0.0,127173609.0
Norway,33492999275.4,0.0
Poland,15433636826.0,25120259710.517998
Portugal,4085225206.0,2250267779.0
Romania,18659695334.06,10802938871.647001
Russia,32208520447.1792,0.0
San Marino,0.0,0.0
Serbia,0.0,0.0
Slovakia,22009947639.0,49194392239.0
Slovenia,864872571.0,1296703092.0
Spain,11126482804.0,10806663457.0
Switzerland,1921294798.0,10445062413.8
Turkey,935219110.0,2386594038.0
Ukraine,34217986953.37,21793547998.12
United Kingdom,591606212.0,17242547159.0
