fromCountry,toCountry,direction,totalGasFlow
Austria,Austria,exit,94575455.0
Austria,Germany,entry,5463917544.0
Austria,Germany,exit,5832099355.0
Austria,Hungary,entry,1679372655.0
Austria,Hungary,exit,1678372777.0
Austria,Italy,entry,11753050039.0
Austria,Italy,exit,11754388137.0
Austria,Slovakia,entry,0.0
Austria,Slovakia,exit,58927496748.0
Austria,Slovenia,entry,336897600.0
Austria,Slovenia,exit,367876935.0
Belgium,Belgium,entry,4272704298.0
Belgium,Belgium,exit,11175769274.0
Belgium,France,entry,6326867719.0
Belgium,France,exit,6326864073.0
Belgium,Germany,entry,230159332.0
Belgium,Germany,exit,2875471997.0
Belgium,Luxemburg,entry,254702869.0
Belgium,Luxemburg,exit,254702826.0
Belgium,Netherlands,entry,6090456010.5
Belgium,Netherlands,exit,6613505359.5
Belgium,Norway,entry,5193934286.0
Belgium,Norway,exit,0.0
Belgium,United Kingdom,exit,4123448054.0
Bulgaria,Bulgaria,entry,0.0
Bulgaria,Bulgaria,exit,1384621093.0
Bulgaria,Greece,entry,770951333.0
Bulgaria,Greece,exit,761193998.0
Bulgaria,North Macedonia,exit,15111324.0
Bulgaria,Romania,entry,5892748650.0
Bulgaria,Romania,exit,639338495.6522
Bulgaria,Turkey,exit,1430624930.0
Croatia,Croatia,entry,581775149.0
Croatia,Croatia,exit,760443419.0
Croatia,Hungary,entry,521569632.0
Croatia,Hungary,exit,521570000.0
Croatia,Slovenia,entry,112559004.0
Croatia,Slovenia,exit,103453241.0
Czechia,Czechia,entry,670833734.0
Czechia,Czechia,exit,3595356190.0
Czechia,Germany,entry,40806756417.1
Czechia,Germany,exit,21795743872.0
Czechia,Poland,entry,31671652.0
Czechia,Poland,exit,31671652.0
Czechia,Slovakia,entry,1745874500.0
Czechia,Slovakia,exit,2072095440.0
Denmark,Denmark,entry,1379318626.0
Denmark,Germany,entry,0.0
Denmark,Germany,exit,118938032.0
Estonia,Estonia,exit,118965618.08
Estonia,Latvia,entry,2088623126.859
Estonia,Latvia,exit,968858397.859
Estonia,Russia,entry,1075479991.31
Estonia,Russia,exit,12836944.549
Finland,Russia,entry,569155287.0
France,Belgium,entry,6326867719.0
France,Belgium,exit,6326864073.0
France,France,entry,23054064992.0
France,France,exit,29323196471.0
France,Germany,entry,1770686828.0
France,Germany,exit,885152000.0
France,Norway,entry,6396015329.0
France,Spain,entry,1313961558.0
France,Spain,exit,1276445598.0
France,Switzerland,entry,0.0
France,Switzerland,exit,5579425071.0
Germany,Austria,entry,3026982228.0
Germany,Austria,exit,4126345207.0
Germany,Belgium,entry,230159332.0
Germany,Belgium,exit,2875471997.0
Germany,Czechia,entry,30149589979.1
Germany,Czechia,exit,7867343090.0
Germany,Denmark,entry,0.0
Germany,Denmark,exit,118938032.0
Germany,France,entry,885343414.0
Germany,France,exit,885152000.0
Germany,Germany,entry,9358457523.9
Germany,Germany,exit,10998976164.39
Germany,Luxemburg,entry,709478.0
Germany,Luxemburg,exit,709479.0
Germany,Netherlands,entry,6274438756.2
Germany,Netherlands,exit,7991227264.59
Germany,Norway,entry,7200964592.5
Germany,Norway,exit,0.0
Germany,Poland,entry,9484438181.0
Germany,Poland,exit,8651663369.11
Germany,Switzerland,entry,0.0
Germany,Switzerland,exit,26545721533.0
Greece,Bulgaria,entry,770951333.0
Greece,Bulgaria,exit,761193998.0
Greece,Greece,entry,41334931.0
Greece,Greece,exit,1114918937.0
Greece,Turkey,entry,725920734.0
Greece,Turkey,exit,0.0
Hungary,Austria,entry,1679372655.0
Hungary,Austria,exit,1678372777.0
Hungary,Croatia,entry,521569632.0
Hungary,Croatia,exit,521570000.0
Hungary,Hungary,entry,669471182.0
Hungary,Hungary,exit,9056106720.0
Hungary,Romania,entry,387930540.53000003
Hungary,Romania,exit,429085000.0
Hungary,Serbia,exit,492001000.0
Hungary,Slovakia,entry,0.0
Hungary,Slovakia,exit,341176000.0
Hungary,Ukraine,entry,6126226000.0
Hungary,Ukraine,exit,1448771000.0
Ireland,United Kingdom,exit,1438445115.0
Italy,Austria,entry,11753050039.0
Italy,Austria,exit,11754388137.0
Italy,Italy,entry,7338323343.0
Italy,Italy,exit,33404376274.0
Italy,Libya,entry,2224393307.0
Italy,San Marino,exit,13182057.0
Italy,Slovenia,entry,1203331.0
Italy,Slovenia,exit,1203217.0
Italy,Switzerland,entry,8274414896.0
Italy,Switzerland,exit,31785270.0
Latvia,Estonia,entry,2088623126.859
Latvia,Estonia,exit,968858397.859
Latvia,Lithuania,entry,45081823.0
Latvia,Lithuania,exit,45081823.0
Latvia,Russia,entry,956021453.31
Latvia,Russia,exit,12836944.549
