countryName,totalEntries,totalExits,totalFlow
Albania,7876106384.0,7876106385.0,-1.0
Austria,21471634665.0,38349930410.0,-20132677820.0
Belarus,0.0,0.0,2343033072.0
Belgium,51783520793.1,20815343852.9,30969862819.299995
Bulgaria,10548561609.419,9504005727.177,-6834266033.758
Croatia,468591567.0,468545024.0,46543.0
Czechia,15555081685.0,50424804277.63,-18451700378.49
Denmark,11517189819.0,5435412050.0,-325201672.0
Estonia,818590453.0,821735516.97,-3145063.9700000286
Finland,818590453.0,821735516.97,-3145063.9700000286
France,23397090973.0,28065891903.0,-14717485515.0
Germany,126247685321.705,158373634008.821,-81196373110.376
Greece,12439358240.0,2134195003.19,10252569298.81
Hungary,6873270674.51685,3796382139.08,2797879535.4368496
Ireland,0.0,0.0,-5563239636.0
Italy,36475493938.0,15663816724.0,18485916818.0
Latvia,1780170566.0,1780170566.0,0.0
Libya,0.0,0.0,2093866810.0
Lithuania,4584095517.0,2241062445.0,-2372730043.0
Luxemburg,768318561.0,0.0,768318561.0
Moldavia,273271123.07,2746467098.82,-563799512.9200001
Morocco,1280551.0,537101422.0,0.0
Netherlands,44052839463.205,47209558602.0,-11628734822.195002
North Macedonia,0.0,337654590.0,-337654590.0
Norway,32019338828.3,0.0,92182073400.3
Poland,7604951133.34,7856887858.971,-252397248.63099992
Portugal,906577474.0,898735750.0,7841724.0
Romania,1440816492.5858498,1486027391.567,-45210898.981149994
Russia,0.0,2372730043.0,9960295833.1
San Marino,0.0,64673765.0,0.0
Serbia,3049107000.0,6784307438.0,-3456191438.0
Slovakia,13483247517.6,35531117339.9,-16535581011.3
Slovenia,1153751073.0,1153635305.0,115768.0
Spain,3303936785.0,3340513449.0,-572397535.0
Switzerland,19043785871.0,75474793187.08,-19133893794.36
Turkey,10243867195.0,0.0,18175283049.0
Ukraine,22081161246.46,12560443398.39,-2348974447.859999
United Kingdom,51762644213.3,15354205403.0,0.0
