fromCountry,toCountry,direction,totalGasFlow
Austria,Austria,exit,112088125.0
Austria,Germany,entry,2135254255.0
Austria,Germany,exit,2659438726.0
Austria,Hungary,entry,1416761561.0
Austria,Hungary,exit,1567199445.0
Austria,Italy,entry,9332339941.0
Austria,Italy,exit,10315237026.0
Austria,Slovakia,entry,0.0
Austria,Slovakia,exit,57818951540.0
Austria,Slovenia,entry,383519855.0
Austria,Slovenia,exit,424470828.0
Belgium,Belgium,entry,7899730434.0
Belgium,Belgium,exit,13323961948.0
Belgium,France,entry,5628435258.0
Belgium,France,exit,5628435658.0
Belgium,Germany,entry,1102728555.0
Belgium,Germany,exit,1112825108.0
Belgium,Luxemburg,entry,291332972.0
Belgium,Luxemburg,exit,324923719.0
Belgium,Netherlands,entry,5194051032.2
Belgium,Netherlands,exit,5338845102.400001
Belgium,Norway,entry,5255584493.0
Belgium,Norway,exit,0.0
Belgium,United Kingdom,exit,6224596.0
Bulgaria,Bulgaria,entry,433386976.0
Bulgaria,Bulgaria,exit,1109147683.0
Bulgaria,Greece,entry,638990909.0
Bulgaria,Greece,exit,638990916.0
Bulgaria,North Macedonia,exit,46284774.0
Bulgaria,Romania,entry,4614152822.8
Bulgaria,Romania,exit,920271735.0
Bulgaria,Turkey,exit,1195839569.0
Croatia,Croatia,entry,348823402.0
Croatia,Croatia,exit,863091117.0
Croatia,Hungary,entry,445321026.0
Croatia,Hungary,exit,400251000.0
Croatia,Slovenia,entry,99512930.0
Croatia,Slovenia,exit,91619104.0
Czechia,Czechia,entry,528255144.0
Czechia,Czechia,exit,181367244.0
Czechia,Germany,entry,41285602321.7
Czechia,Germany,exit,29078402234.0
Czechia,Poland,entry,248674782.0
Czechia,Poland,exit,273556777.0
Czechia,Slovakia,entry,489360178.0
Czechia,Slovakia,exit,432022221.0
Denmark,Denmark,entry,1393662549.0
Denmark,Germany,entry,0.0
Denmark,Germany,exit,117058796.0
Estonia,Estonia,exit,227836436.64000002
Estonia,Latvia,entry,288174865.1935
Estonia,Latvia,exit,374607038.1935
Estonia,Russia,entry,17277531.6085
Estonia,Russia,exit,76272506.58500001
Finland,Russia,entry,1004068085.0
France,Belgium,entry,5628435258.0
France,Belgium,exit,5628435658.0
France,France,entry,26705498604.0
France,France,exit,26694918352.0
France,Germany,entry,2483617468.0
France,Germany,exit,1241728000.0
France,Norway,entry,6443524468.0
