countryName,totalEntries,totalExits,totalFlow
Albania,8142842985.0,8142184816.0,658169.0
Austria,9896523561.0,23613549861.0,-23444580751.0
Belarus,0.0,0.0,1375880552.0
Belgium,41173453355.2,18252089853.3,22921297734.0
Bulgaria,21318056112.182,15154243878.32,-8550494329.1380005
Croatia,1361955450.0,1361957623.0,-2173.0
Czechia,20361368101.0,42561401924.0,-13734924719.0
Denmark,18896093065.0,10799850824.0,107267080.0
Estonia,943891017.79,943209759.569,681258.2209999561
Finland,943891017.79,943209759.569,681258.2209999561
France,20786491907.0,11440290477.0,-3650375582.0
Germany,82041560104.07,95385453719.289,-7705885130.081
Greece,12666895735.0,2535237064.32,9913531458.68
Hungary,15244661200.146599,8128004514.89,7116656685.2565975
Ireland,0.0,0.0,-3795323100.0
Italy,18299859946.0,14622368351.0,2254729225.0
Latvia,2046547479.0,2046547481.0,-2.0
Libya,0.0,0.0,1382683357.0
Lithuania,3506315114.0,2130434564.0,-1387242651.0
Luxemburg,0.0,0.0,0.0
Moldavia,69662120.49000001,1949613305.2189999,-1912488647.199
Morocco,44596.0,895185591.0,0.0
Netherlands,32433954501.1,32925006453.8,-11844612359.329998
North Macedonia,0.0,325489441.0,-325489441.0
Norway,30753021284.5,0.0,79428759319.5
Poland,11381131957.93,11293368552.193,87675179.73699999
Portugal,445986852.0,443835780.0,2151072.0
Romania,7508310491.928598,7839458998.339,-331148506.4104019
Russia,0.0,1387242649.0,13245984182.0
San Marino,0.0,12871878.0,0.0
Serbia,7109158000.0,8428074254.0,-1318916254.0
Slovakia,18462242512.8,35908125357.4,-13083351944.6
Slovenia,658518790.0,658312670.0,206120.0
Spain,2042802252.0,2018293491.0,-870632234.0
Switzerland,9234926158.0,14631508378.788,-2768953852.596
Turkey,10127452761.0,0.0,25059886536.0
Ukraine,34347517829.73,22614133659.21,-1480062549.0100007
United Kingdom,36564572264.8,12684908632.0,0.0
