countryName,totalEntries,totalExits
Albania,3545915840.0,3861630669.0
Austria,1723272483.0,13161896047.0
Belarus,917684808.0,0.0
Belgium,39304604232.2,28706072018.1
Bulgaria,2886924629.712,7442456942.0
Croatia,1493957263.0,1228633969.0
Czechia,5121866332.0,5287756794.0
Denmark,2864464372.0,2809453815.0
Estonia,0.0,102575899.63
Finland,421057933.68,0.0
France,39765278625.0,30231289625.0
Germany,26951453505.6,26423902017.04
Greece,5109151822.0,1543432549.0
Hungary,5652308895.867902,5759111991.74
Ireland,6767776.0,1866547801.0
Italy,18758741470.0,23465878350.0
Latvia,317629300.0,547361117.0
Libya,913356059.0,0.0
Lithuania,1366338531.0,1353847065.0
Luxemburg,0.0,473545142.0
Moldavia,27682785.97,207977705.4524
Morocco,0.0,0.0
Netherlands,43138890660.567,38152964218.399994
North Macedonia,0.0,126649943.0
Norway,34792595607.8,0.0
Poland,7006399270.3,15018294661.278
Portugal,3425653985.0,1522304240.0
Romania,4745685643.669902,4998876582.8924
Russia,4881841303.2,0.0
San Marino,0.0,0.0
Serbia,2392228000.0,3490059082.0
Slovakia,5759615488.0,13665619919.3
Slovenia,342963852.0,617372602.0
Spain,19521577986.0,7348054902.0
Switzerland,4659083382.0,6190927008.754
Turkey,10103889610.0,0.0
Ukraine,5124797495.49,6284167415.76
United Kingdom,2263500276.0,12954397132.0
