fromCountry,toCountry,direction,totalGasFlow
Austria,Austria,exit,44845086.0
Austria,Germany,entry,4205199264.0
Austria,Germany,exit,4783396137.0
Austria,Hungary,entry,1662844324.0
Austria,Hungary,exit,1675406388.0
Austria,Italy,entry,9769753521.0
Austria,Italy,exit,9763736715.0
Austria,Slovakia,entry,0.0
Austria,Slovakia,exit,49705324840.0
Austria,Slovenia,entry,284968736.0
Austria,Slovenia,exit,316848999.0
Belgium,Belgium,entry,3991319040.0
Belgium,Belgium,exit,9091330640.0
Belgium,France,entry,4395780058.0
Belgium,France,exit,4395780083.0
Belgium,Germany,entry,78742612.0
Belgium,Germany,exit,1999945338.0
Belgium,Luxemburg,entry,162306533.0
Belgium,Luxemburg,exit,162306464.0
Belgium,Netherlands,entry,6244331612.3
Belgium,Netherlands,exit,6947676437.9
Belgium,Norway,entry,5220853520.0
Belgium,Norway,exit,0.0
Belgium,United Kingdom,exit,3330155000.0
Bulgaria,Bulgaria,entry,0.0
Bulgaria,Bulgaria,exit,1294998115.0
Bulgaria,Greece,entry,307267284.0
Bulgaria,Greece,exit,263579120.0
Bulgaria,North Macedonia,exit,108218889.0
Bulgaria,Romania,entry,4697159444.0
Bulgaria,Romania,exit,412224837.967
Bulgaria,Turkey,exit,1202434092.0
Croatia,Croatia,entry,995498515.0
Croatia,Croatia,exit,511448196.0
Croatia,Hungary,entry,485702690.0
Croatia,Hungary,exit,482284000.0
Croatia,Slovenia,entry,123202148.0
Croatia,Slovenia,exit,112035769.0
Czechia,Czechia,entry,0.0
Czechia,Czechia,exit,5340415058.0
Czechia,Germany,entry,43345641004.6
Czechia,Germany,exit,30599526240.0
Czechia,Poland,entry,15470270.0
Czechia,Poland,exit,15470270.0
Czechia,Slovakia,entry,2903198367.0
Czechia,Slovakia,exit,3279923547.0
Denmark,Denmark,entry,1218144215.0
Denmark,Germany,entry,0.0
Denmark,Germany,exit,65980886.0
Estonia,Estonia,exit,68551920.81
Estonia,Latvia,entry,2125904041.8700001
Estonia,Latvia,exit,1041762261.87
Estonia,Russia,entry,1107350992.8700001
Estonia,Russia,exit,0.0
Finland,Russia,entry,467089366.0
France,Belgium,entry,4395780058.0
France,Belgium,exit,4395780083.0
France,France,entry,12436873728.0
France,France,exit,23722355264.0
France,Germany,entry,2303015568.0
France,Germany,exit,1151376000.0
France,Norway,entry,6082230032.0
France,Spain,entry,1253456145.0
France,Spain,exit,1218837693.0
France,Switzerland,entry,0.0
France,Switzerland,exit,4865204204.0
Germany,Austria,entry,2841257180.0
Germany,Austria,exit,4421045966.0
Germany,Belgium,entry,78742612.0
Germany,Belgium,exit,1999945338.0
Germany,Czechia,entry,32170332242.6
Germany,Czechia,exit,17107604934.0
Germany,Denmark,entry,0.0
Germany,Denmark,exit,65980886.0
Germany,France,entry,1151507784.0
Germany,France,exit,1151376000.0
Germany,Germany,entry,10615657966.4
Germany,Germany,exit,12684220394.0
Germany,Luxemburg,entry,15140426.0
Germany,Luxemburg,exit,15140422.0
Germany,Netherlands,entry,6815463490.62
Germany,Netherlands,exit,7104244587.67
Germany,Norway,entry,7669546586.9
Germany,Norway,exit,0.0
Germany,Poland,entry,7880155131.0
Germany,Poland,exit,7047056144.07
Germany,Switzerland,entry,0.0
Germany,Switzerland,exit,23621721612.36
Greece,Bulgaria,entry,307267284.0
Greece,Bulgaria,exit,263579120.0
Greece,Greece,entry,859530545.0
Greece,Greece,exit,1369828694.0
Greece,Turkey,entry,540566656.0
Greece,Turkey,exit,0.0
Hungary,Austria,entry,1662844324.0
Hungary,Austria,exit,1675406388.0
Hungary,Croatia,entry,485702690.0
Hungary,Croatia,exit,482284000.0
Hungary,Hungary,entry,619644852.0
Hungary,Hungary,exit,10204321254.0
Hungary,Romania,entry,477127463.19
Hungary,Romania,exit,524062000.0
Hungary,Serbia,exit,473224000.0
Hungary,Slovakia,entry,0.0
Hungary,Slovakia,exit,568455000.0
Hungary,Ukraine,entry,6281478000.0
Hungary,Ukraine,exit,1801975000.0
Ireland,United Kingdom,exit,1068619871.0
Italy,Austria,entry,9769753521.0
Italy,Austria,exit,9763736715.0
Italy,Italy,entry,9026906871.0
Italy,Italy,exit,34541523451.0
Italy,Libya,entry,2040881982.0
Italy,San Marino,exit,8160670.0
Italy,Slovenia,entry,0.0
Italy,Slovenia,exit,0.0
Italy,Switzerland,entry,8083077166.0
Italy,Switzerland,exit,13817462.0
Latvia,Estonia,entry,2125904041.8700001
Latvia,Estonia,exit,1041762261.87
Latvia,Lithuania,entry,403797861.0
Latvia,Lithuania,exit,403797861.0
Latvia,Russia,entry,1041762261.87
Latvia,Russia,exit,0.0
Lithuania,Belarus,entry,652881888.0
Lithuania,Latvia,entry,403797861.0
Lithuania,Latvia,exit,403797861.0
Lithuania,Lithuania,entry,913620648.0
Lithuania,Russia,exit,604560327.0
Luxemburg,Belgium,entry,162306533.0
Luxemburg,Belgium,exit,162306464.0
Luxemburg,Germany,entry,15140426.0
Luxemburg,Germany,exit,15140422.0
Luxemburg,Luxemburg,entry,0.0
Luxemburg,Luxemburg,exit,360241186.0
Moldavia,Romania,exit,0.0
Moldavia,Ukraine,entry,2651967480.4
Moldavia,Ukraine,exit,0.0
Morocco,Spain,entry,975423673.0
Netherlands,Belgium,entry,6244331612.3
Netherlands,Belgium,exit,6947676437.9
Netherlands,Germany,entry,5058051113.0
Netherlands,Germany,exit,13367712152.27
Netherlands,Netherlands,entry,19263107997.6
Netherlands,Netherlands,exit,20806471170.2
Netherlands,United Kingdom,exit,0.0
North Macedonia,Bulgaria,exit,108218889.0
Norway,Belgium,entry,5220853520.0
Norway,Belgium,exit,0.0
Norway,Germany,entry,7669546586.9
Norway,Germany,exit,0.0
Poland,Czechia,entry,15501258.0
Poland,Czechia,exit,15470270.0
Poland,Germany,entry,7880155131.0
Poland,Germany,exit,7047056144.07
Poland,Poland,entry,5700683805.0
Poland,Poland,exit,9387330364.0
Portugal,Portugal,entry,3676061324.0
Portugal,Portugal,exit,1868439811.0
Portugal,Spain,entry,66929166.0
Portugal,Spain,exit,76248734.0
Romania,Bulgaria,entry,4697159444.0
Romania,Bulgaria,exit,412224837.967
Romania,Hungary,entry,477127463.19
