fromCountry,toCountry,direction,totalGasFlow
Albania,Italy,entry,3059299733.0
Albania,Italy,exit,3342864648.0
Austria,Austria,exit,125214028.0
Austria,Germany,entry,5437184882.0
Austria,Germany,exit,7646075482.0
Austria,Hungary,entry,1546051260.0
Austria,Hungary,exit,1404726388.0
Austria,Italy,entry,2023767945.0
Austria,Italy,exit,2168972028.0
Austria,Slovakia,entry,0.0
Austria,Slovakia,exit,12561677116.0
Austria,Slovenia,entry,277117386.0
Austria,Slovenia,exit,242923557.0
Belgium,Belgium,entry,7381967238.0
Belgium,Belgium,exit,8022810326.0
Belgium,France,entry,2859658975.0
Belgium,France,exit,2859658975.0
Belgium,Germany,entry,3465130792.0
Belgium,Germany,exit,8878343429.0
Belgium,Netherlands,entry,12246811438.8
Belgium,Netherlands,exit,9084271265.7
Belgium,Norway,entry,5261437214.0
Belgium,Norway,exit,0.0
Belgium,United Kingdom,exit,6612342556.0
Bulgaria,Bulgaria,entry,828664888.0
Bulgaria,Bulgaria,exit,1905305030.0
Bulgaria,Greece,entry,488075891.0
Bulgaria,Greece,exit,414673733.52
Bulgaria,North Macedonia,exit,16258647.0
Bulgaria,Romania,entry,934140920.36
Bulgaria,Romania,exit,1013343704.0
Bulgaria,Serbia,entry,0.0
Bulgaria,Serbia,exit,2064683824.0
Bulgaria,Turkey,entry,3503497570.0
Bulgaria,Turkey,exit,0.0
Croatia,Croatia,entry,752384780.0
Croatia,Croatia,exit,667068649.0
Croatia,Hungary,entry,239044000.0
Croatia,Hungary,exit,244016000.0
Croatia,Slovenia,entry,140836203.0
Croatia,Slovenia,exit,159693611.0
Czechia,Czechia,entry,0.0
Czechia,Czechia,exit,4368035096.0
Czechia,Germany,entry,1666296230.0
Czechia,Germany,exit,11973211189.0
Czechia,Poland,entry,25072722.0
Czechia,Poland,exit,25072722.0
Czechia,Slovakia,entry,274831105.0
Czechia,Slovakia,exit,274831105.0
Denmark,Denmark,entry,17871216.0
Denmark,Germany,entry,233450278.0
Denmark,Germany,exit,210006955.0
Denmark,Norway,entry,1574811753.0
Denmark,Poland,entry,1350661439.0
Denmark,Poland,exit,1350492763.0
Estonia,Estonia,exit,85297449.688
Estonia,Finland,entry,288676733.2
Estonia,Finland,exit,318984021.0
Estonia,Latvia,entry,0.0
Estonia,Latvia,exit,0.0
Estonia,Russia,entry,0.0
Estonia,Russia,exit,0.0
Finland,Estonia,entry,288676733.2
Finland,Estonia,exit,318984021.0
Finland,Finland,entry,640175479.09
France,Belgium,entry,2859658975.0
France,Belgium,exit,2859658975.0
France,France,entry,27302528454.0
France,France,exit,29959190306.0
France,Germany,entry,264144000.0
France,Germany,exit,264150089.0
France,Norway,entry,5352447606.0
France,Spain,entry,2542998118.0
France,Spain,exit,2350965903.0
France,Switzerland,entry,0.0
France,Switzerland,exit,5167268906.0
Germany,Austria,entry,3353986467.0
Germany,Austria,exit,6434906130.0
Germany,Belgium,entry,13131882553.1
Germany,Belgium,exit,0.0
Germany,Czechia,entry,1705425022.0
Germany,Czechia,exit,25335612435.0
Germany,Denmark,entry,233450278.0
Germany,Denmark,exit,210006955.0
Germany,France,entry,264144000.0
Germany,France,exit,528300178.0
Germany,Germany,entry,0.0
Germany,Germany,exit,3727320540.48
Germany,Luxemburg,entry,0.0
Germany,Luxemburg,exit,0.0
Germany,Netherlands,entry,15087666175.6
Germany,Netherlands,exit,9734043460.0
Germany,Norway,entry,8020768640.3
Germany,Norway,exit,0.0
Germany,Poland,entry,572699675.0
Germany,Poland,exit,572220455.6
Germany,Russia,entry,0.0
Germany,Switzerland,entry,280297425.0
Germany,Switzerland,exit,10268820887.182
Greece,Bulgaria,entry,488075891.0
Greece,Bulgaria,exit,414673733.52
Greece,Greece,exit,533439284.0
Greece,Turkey,entry,4045086378.0
Hungary,Austria,entry,1546051260.0
Hungary,Austria,exit,1404726388.0
Hungary,Croatia,entry,239044000.0
Hungary,Croatia,exit,244016000.0
Hungary,Hungary,entry,906071311.0
Hungary,Hungary,exit,6502902946.0
Hungary,Romania,entry,493273000.0
Hungary,Romania,exit,451451295.55
Hungary,Serbia,entry,1298562000.0
Hungary,Serbia,exit,0.0
Hungary,Slovakia,entry,76718000.0
Hungary,Slovakia,exit,76718000.0
Hungary,Ukraine,entry,26497399.61
Hungary,Ukraine,exit,24676000.0
Ireland,United Kingdom,exit,1623428711.0
Italy,Albania,entry,3059299733.0
Italy,Albania,exit,3342864648.0
Italy,Austria,entry,2023767945.0
Italy,Austria,exit,2168972028.0
Italy,Italy,entry,8126640206.0
Italy,Italy,exit,27543867490.0
Italy,Libya,entry,0.0
Italy,San Marino,exit,9522614.0
Italy,Slovenia,entry,137693682.0
Italy,Slovenia,exit,126181763.0
Italy,Switzerland,entry,5855638796.0
Italy,Switzerland,exit,20126748.0
Latvia,Estonia,entry,0.0
Latvia,Estonia,exit,0.0
Latvia,Latvia,exit,90196085.0
Latvia,Lithuania,entry,197652769.0
Latvia,Lithuania,exit,264769293.0
Latvia,Russia,entry,0.0
Latvia,Russia,exit,0.0
Lithuania,Belarus,entry,598908584.0
Lithuania,Latvia,entry,197652769.0
Lithuania,Latvia,exit,264769293.0
Lithuania,Lithuania,entry,582544005.0
Lithuania,Poland,entry,93420939.0
Lithuania,Poland,exit,93420939.0
Lithuania,Russia,exit,601874758.0
Luxemburg,Germany,entry,0.0
Luxemburg,Germany,exit,0.0
Luxemburg,Luxemburg,entry,0.0
Luxemburg,Luxemburg,exit,299537162.0
Moldavia,Romania,entry,0.0
Moldavia,Romania,exit,14249500.537
Moldavia,Ukraine,entry,28874749.22
Moldavia,Ukraine,exit,135910336.73
Morocco,Spain,entry,0.0
Netherlands,Belgium,entry,12246811438.8
Netherlands,Belgium,exit,9084271265.7
Netherlands,Germany,entry,6939721273.5
Netherlands,Germany,exit,22004451593.2
Netherlands,Netherlands,entry,22164236339.6
Netherlands,Netherlands,exit,14917418035.9
Netherlands,United Kingdom,exit,1823296053.0
North Macedonia,Bulgaria,exit,16258647.0
Norway,Belgium,entry,5261437214.0
Norway,Belgium,exit,0.0
Norway,Germany,entry,8020768640.3
Norway,Germany,exit,0.0
Poland,Czechia,entry,25145520.0
Poland,Czechia,exit,25072722.0
Poland,Denmark,entry,1350661439.0
Poland,Denmark,exit,1350492763.0
Poland,Germany,entry,572699675.0
Poland,Germany,exit,572220455.6
Poland,Lithuania,entry,93420939.0
Poland,Lithuania,exit,93420939.0
Poland,Poland,entry,3123126439.0
Poland,Poland,exit,8244202225.0
Poland,Slovakia,entry,0.0
Poland,Slovakia,exit,0.0
Poland,Ukraine,entry,14038468.510000002
Poland,Ukraine,exit,12906451.0
Portugal,Portugal,entry,3980838742.0
Portugal,Portugal,exit,1536367458.0
Portugal,Spain,entry,419884681.0
Portugal,Spain,exit,472491808.0
Romania,Bulgaria,entry,934140920.36
Romania,Bulgaria,exit,1013343704.0
Romania,Hungary,entry,493273000.0
