countryA,countryB,entryFlow,exitFlow
Austria,Austria,0.0,94575455.0
Austria,Germany,5463917544.0,5832099355.0
Austria,Hungary,1679372655.0,1678372777.0
Austria,Italy,11753050039.0,11754388137.0
Austria,Slovakia,0.0,58927496748.0
Austria,Slovenia,336897600.0,367876935.0
Belgium,Belgium,4272704298.0,11175769274.0
Belgium,France,6326867719.0,6326864073.0
Belgium,Germany,230159332.0,2875471997.0
Belgium,Luxemburg,254702869.0,254702826.0
Belgium,Netherlands,6090456010.5,6613505359.5
Belgium,Norway,5193934286.0,0.0
Belgium,United Kingdom,0.0,4123448054.0
Bulgaria,Bulgaria,0.0,1384621093.0
Bulgaria,Greece,770951333.0,761193998.0
Bulgaria,North Macedonia,0.0,15111324.0
Bulgaria,Romania,5892748650.0,639338495.6522
Bulgaria,Turkey,0.0,1430624930.0
Croatia,Croatia,581775149.0,760443419.0
Croatia,Hungary,521569632.0,521570000.0
Croatia,Slovenia,112559004.0,103453241.0
Czechia,Czechia,670833734.0,3595356190.0
Czechia,Germany,40806756417.1,21795743872.0
Czechia,Poland,31671652.0,31671652.0
Czechia,Slovakia,1745874500.0,2072095440.0
Denmark,Denmark,1379318626.0,0.0
Denmark,Germany,0.0,118938032.0
Estonia,Estonia,0.0,118965618.08
Estonia,Latvia,2088623126.859,968858397.859
Estonia,Russia,1075479991.31,12836944.549
Finland,Russia,569155287.0,0.0
France,Belgium,6326867719.0,6326864073.0
France,France,23054064992.0,29323196471.0
France,Germany,1770686828.0,885152000.0
France,Norway,6396015329.0,0.0
France,Spain,1313961558.0,1276445598.0
France,Switzerland,0.0,5579425071.0
Germany,Austria,3026982228.0,4126345207.0
Germany,Belgium,230159332.0,2875471997.0
Germany,Czechia,30149589979.1,7867343090.0
Germany,Denmark,0.0,118938032.0
Germany,France,885343414.0,885152000.0
Germany,Germany,9358457523.9,10998976164.39
Germany,Luxemburg,709478.0,709479.0
Germany,Netherlands,6274438756.2,7991227264.59
Germany,Norway,7200964592.5,0.0
Germany,Poland,9484438181.0,8651663369.11
Germany,Switzerland,0.0,26545721533.0
Greece,Bulgaria,770951333.0,761193998.0
Greece,Greece,41334931.0,1114918937.0
Greece,Turkey,725920734.0,0.0
Hungary,Austria,1679372655.0,1678372777.0
Hungary,Croatia,521569632.0,521570000.0
Hungary,Hungary,669471182.0,9056106720.0
Hungary,Romania,387930540.53000003,429085000.0
Hungary,Serbia,0.0,492001000.0
Hungary,Slovakia,0.0,341176000.0
Hungary,Ukraine,6126226000.0,1448771000.0
Ireland,United Kingdom,0.0,1438445115.0
Italy,Austria,11753050039.0,11754388137.0
Italy,Italy,7338323343.0,33404376274.0
Italy,Libya,2224393307.0,0.0
Italy,San Marino,0.0,13182057.0
Italy,Slovenia,1203331.0,1203217.0
Italy,Switzerland,8274414896.0,31785270.0
Latvia,Estonia,2088623126.859,968858397.859
Latvia,Lithuania,45081823.0,45081823.0
Latvia,Russia,956021453.31,12836944.549
Lithuania,Belarus,726433953.0,0.0
Lithuania,Latvia,45081823.0,45081823.0
Lithuania,Lithuania,639285453.0,0.0
Lithuania,Russia,0.0,700079694.0
Luxemburg,Belgium,254702869.0,254702826.0
Luxemburg,Germany,709478.0,709479.0
Luxemburg,Luxemburg,0.0,514943418.0
Moldavia,Romania,0.0,0.0
Moldavia,Ukraine,3370688721.0,0.0
Morocco,Spain,1156739747.0,0.0
Netherlands,Belgium,6090456010.5,6613505359.5
Netherlands,Germany,3999688529.7,14575155550.49
Netherlands,Netherlands,25926338318.4,19907170774.1
Netherlands,United Kingdom,0.0,10874741.0
North Macedonia,Bulgaria,0.0,15111324.0
Norway,Belgium,5193934286.0,0.0
Norway,Germany,7200964592.5,0.0
Poland,Czechia,31745682.0,31671652.0
Poland,Germany,9484438181.0,8651663369.11
Poland,Poland,5582699590.0,11301706509.0
Portugal,Portugal,3139322240.0,1935803203.0
Portugal,Spain,205810290.0,218237251.0
Romania,Bulgaria,5892748650.0,639338495.6522
Romania,Hungary,387930540.53000003,429085000.0
Romania,Moldavia,0.0,0.0
Romania,Romania,2673909155.983484,4010581863.306
Romania,Ukraine,3079806318.03,3314065514.91
Russia,Estonia,1075479991.31,12836944.549
Russia,Latvia,956021453.31,12836944.549
Slovakia,Austria,0.0,44195622561.0
Slovakia,Czechia,1745874500.0,2072095440.0
Slovakia,Hungary,0.0,341176000.0
Slovakia,Ukraine,19329065410.0,3403947072.0
Slovenia,Austria,336897600.0,367876935.0
Slovenia,Croatia,112559004.0,103453241.0
Slovenia,Italy,1203331.0,1203217.0
Slovenia,Slovenia,0.0,239198282.0
Spain,France,1313961558.0,1276445598.0
Spain,Portugal,205810290.0,218237251.0
Spain,Spain,5854518574.0,7236553172.0
Switzerland,France,0.0,5579425071.0
Switzerland,Germany,0.0,8889216767.0
Switzerland,Italy,8274414896.0,0.0
Turkey,Bulgaria,0.0,1430624930.0
Turkey,Greece,362960367.0,0.0
Ukraine,Belarus,0.0,0.0
Ukraine,Hungary,0.0,6163909948.2
Ukraine,Moldavia,3370688721.0,3589901327.6
Ukraine,Romania,3079806318.03,3314065514.91
Ukraine,Russia,31600212805.6826,0.0
Ukraine,Slovakia,19329065410.0,3403947072.0
Ukraine,Ukraine,0.0,3589901327.6
United Kingdom,Belgium,4427564548.0,0.0
United Kingdom,Ireland,0.0,0.0
United Kingdom,Norway,10844163458.0,0.0
United Kingdom,United Kingdom,4141619008.0,13548248868.0
