countryA,countryB,entryFlow,exitFlow
Austria,Austria,0.0,160675716.0
Austria,Germany,1736088443.0,1601837254.0
Austria,Hungary,1591661821.0,1591658891.0
Austria,Italy,10457939761.0,10457892635.0
Austria,Slovakia,0.0,54455875196.0
Austria,Slovenia,503820405.0,557742906.0
Belgium,Belgium,4990390950.0,17184638292.0
Belgium,France,3654710373.0,3658167688.0
Belgium,Germany,1186306801.0,1186306808.0
Belgium,Luxemburg,250107684.0,281492893.0
Belgium,Netherlands,4998158450.6,4899065539.3
Belgium,Norway,5133876308.0,0.0
Belgium,United Kingdom,0.0,718631008.0
Bulgaria,Bulgaria,690430942.0,1569881070.0
Bulgaria,Greece,1109253626.0,1109254232.0
Bulgaria,North Macedonia,0.0,159326653.0
Bulgaria,Romania,9843360377.437,1238372978.0
Bulgaria,Turkey,0.0,2992060663.0
Croatia,Croatia,1257872250.0,1434277082.0
Croatia,Hungary,526655043.0,526711000.0
Croatia,Slovenia,119929481.0,109695170.0
Czechia,Czechia,4594339318.0,84479480.0
Czechia,Germany,32109322041.0,30443421723.0
Czechia,Poland,265605798.0,292035129.0
Czechia,Slovakia,847766446.0,738884801.0
Denmark,Denmark,693074054.0,0.0
Denmark,Germany,0.0,190302598.0
Estonia,Estonia,0.0,246243461.5
Estonia,Latvia,169557687.0,153734583.0
Estonia,Russia,227070258.0,0.0
Finland,Russia,1087223100.0,0.0
France,Belgium,3654710373.0,3658167688.0
France,France,33824012656.0,26319969027.0
France,Germany,3868704478.0,0.0
France,Norway,5453810263.0,0.0
France,Spain,2190777543.0,2137784769.0
France,Switzerland,0.0,2688735199.0
Germany,Austria,1795545437.0,2763488083.0
Germany,Belgium,1186306801.0,1186306808.0
Germany,Czechia,21807438120.0,11532436339.0
Germany,Denmark,0.0,190302598.0
Germany,France,1934352239.0,0.0
Germany,Germany,15145030350.32,16470928863.18
Germany,Luxemburg,111275981.0,121116084.0
Germany,Netherlands,10733837691.499,11922676906.210001
Germany,Norway,7472716293.900001,0.0
Germany,Poland,8886846108.0,8097563305.99
Germany,Switzerland,0.0,29418736591.0
Greece,Bulgaria,1109253626.0,1109254232.0
Greece,Greece,1285529257.0,2775748070.0
Greece,Turkey,796477788.0,0.0
Hungary,Austria,1591661821.0,1591658891.0
Hungary,Croatia,526655043.0,526711000.0
Hungary,Hungary,8406063714.0,6532906815.0
Hungary,Romania,519274532.01,519215000.0
Hungary,Serbia,0.0,1097242000.0
Hungary,Slovakia,0.0,0.0
Hungary,Ukraine,2878103000.0,315669000.0
Ireland,United Kingdom,0.0,1441190700.0
Italy,Austria,10457939761.0,10457892635.0
Italy,Italy,33581479034.0,38547460225.0
Italy,Libya,1703364014.0,0.0
Italy,San Marino,0.0,34708214.0
Italy,Slovenia,2777256.0,2776837.0
Italy,Switzerland,3992157256.0,66455509.0
Latvia,Estonia,169557687.0,153734583.0
Latvia,Lithuania,0.0,0.0
Latvia,Russia,74963383.0,0.0
Lithuania,Belarus,1690832930.0,0.0
Lithuania,Latvia,0.0,0.0
Lithuania,Lithuania,42316742.0,0.0
Lithuania,Russia,0.0,636912274.0
Luxemburg,Belgium,250107684.0,281492893.0
Luxemburg,Germany,111275981.0,121116084.0
Luxemburg,Luxemburg,0.0,728499640.0
Moldavia,Romania,0.0,0.0
Moldavia,Ukraine,6437669854.8,445138996.49
Morocco,Spain,2940135131.0,0.0
Netherlands,Belgium,4998158450.6,4899065539.3
Netherlands,Germany,6919864472.8,19865622342.41
Netherlands,Netherlands,37777831873.4,21873015133.399998
Netherlands,United Kingdom,0.0,2453780385.2
North Macedonia,Bulgaria,0.0,159326653.0
Norway,Belgium,5133876308.0,0.0
Norway,Germany,7472716293.900001,0.0
Poland,Czechia,265730265.0,292035129.0
Poland,Germany,8886846108.0,8097563305.99
Poland,Poland,6476224974.0,17914968979.0
Portugal,Portugal,3578510214.0,1909561485.0
Portugal,Spain,301991114.0,289315151.0
Romania,Bulgaria,9843360377.437,1238372978.0
Romania,Hungary,519274532.01,519215000.0
Romania,Moldavia,0.0,0.0
Romania,Romania,7042734438.22,6649733049.41
Romania,Ukraine,6604885512.11,6141538552.12
Russia,Estonia,227070258.0,0.0
Russia,Latvia,74963383.0,0.0
Slovakia,Austria,0.0,40841906397.0
Slovakia,Czechia,847766446.0,738884801.0
Slovakia,Hungary,0.0,0.0
Slovakia,Ukraine,15413503673.0,264663880.0
Slovenia,Austria,503820405.0,557742906.0
Slovenia,Croatia,119929481.0,109695170.0
Slovenia,Italy,2777256.0,2776837.0
Slovenia,Slovenia,0.0,392025097.0
Spain,France,2190777543.0,2137784769.0
Spain,Portugal,301991114.0,289315151.0
Spain,Spain,4927671692.0,10183159980.0
Switzerland,France,0.0,2688735199.0
Switzerland,Germany,0.0,9824002159.0
Switzerland,Italy,3992157256.0,0.0
Turkey,Bulgaria,0.0,2992060663.0
Turkey,Greece,398238894.0,0.0
Ukraine,Belarus,0.0,0.0
Ukraine,Hungary,0.0,2872785491.0
Ukraine,Moldavia,6437669854.8,7117442279.190001
Ukraine,Romania,6604885512.11,6637081901.54
Ukraine,Russia,29230281077.6652,0.0
Ukraine,Slovakia,15413503673.0,264663880.0
Ukraine,Ukraine,0.0,7117442279.190001
United Kingdom,Belgium,719558055.0,0.0
United Kingdom,Ireland,0.0,0.0
United Kingdom,Norway,17588604189.0,0.0
United Kingdom,United Kingdom,0.0,17391643276.0
