fromCountry,toCountry,direction,totalGasFlow
Albania,Italy,entry,3462398285.0
Albania,Italy,exit,3460332639.0
Austria,Austria,exit,82724298.0
Austria,Germany,entry,638218599.0
Austria,Germany,exit,914065269.0
Austria,Hungary,entry,619395150.0
Austria,Hungary,exit,619395278.0
Austria,Italy,entry,1255825634.0
Austria,Italy,exit,1242836505.0
Austria,Slovakia,entry,0.0
Austria,Slovakia,exit,6827599168.0
Austria,Slovenia,entry,116341198.0
Austria,Slovenia,exit,116245950.0
Belgium,Belgium,entry,4863474988.0
Belgium,Belgium,exit,7099609262.0
Belgium,France,entry,3615894938.0
Belgium,France,exit,3529057918.0
Belgium,Germany,entry,1369522216.0
Belgium,Germany,exit,3715062846.0
Belgium,Netherlands,entry,5105906015.8
Belgium,Netherlands,exit,4789387651.2
Belgium,Norway,entry,2754699264.0
Belgium,Norway,exit,0.0
Belgium,United Kingdom,exit,914360494.0
Bulgaria,Bulgaria,entry,1006642170.0
Bulgaria,Bulgaria,exit,1723691869.0
Bulgaria,Greece,entry,504286197.0
Bulgaria,Greece,exit,1382155314.54
Bulgaria,North Macedonia,exit,122691873.0
Bulgaria,Romania,entry,1175575536.938
Bulgaria,Romania,exit,1296445858.0
Bulgaria,Serbia,entry,0.0
Bulgaria,Serbia,exit,3506279300.0
Bulgaria,Turkey,entry,6118075709.0
Bulgaria,Turkey,exit,0.0
Croatia,Croatia,entry,965526395.0
Croatia,Croatia,exit,784878576.0
Croatia,Hungary,entry,344467000.0
Croatia,Hungary,exit,325958968.0
Croatia,Slovenia,entry,113017995.0
Croatia,Slovenia,exit,116018856.0
Czechia,Czechia,entry,224291810.0
Czechia,Czechia,exit,1099488056.0
Czechia,Germany,entry,5877836773.0
Czechia,Germany,exit,5735977014.0
Czechia,Poland,entry,49996207.0
Czechia,Poland,exit,49996207.0
Czechia,Slovakia,entry,521069330.0
Czechia,Slovakia,exit,521069330.0
Denmark,Denmark,entry,27110135.0
Denmark,Germany,entry,167267645.0
Denmark,Germany,exit,167277516.0
Denmark,Norway,entry,2932888389.0
Denmark,Poland,entry,2555133018.0
Denmark,Poland,exit,2554986682.0
Estonia,Estonia,exit,46624640.11
Estonia,Finland,entry,364490464.509
Estonia,Finland,exit,397839241.0
Estonia,Latvia,entry,0.0
Estonia,Russia,entry,0.0
Estonia,Russia,exit,0.0
Finland,Estonia,entry,364490464.509
Finland,Estonia,exit,397839241.0
Finland,Finland,entry,781734610.94
France,Belgium,entry,3615894938.0
France,Belgium,exit,3529057918.0
France,France,entry,21839996868.0
France,France,exit,11979290097.0
France,Germany,entry,464352000.0
France,Germany,exit,392352934.0
France,Norway,entry,162623524.0
France,Spain,entry,826005850.0
France,Spain,exit,900382255.0
France,Switzerland,entry,37805226.0
France,Switzerland,exit,363604622.0
Germany,Austria,entry,644400591.0
Germany,Austria,exit,703256545.0
Germany,Belgium,entry,5084585061.5
Germany,Belgium,exit,0.0
Germany,Czechia,entry,2351292373.0
Germany,Czechia,exit,12456098066.0
Germany,Denmark,entry,167267645.0
Germany,Denmark,exit,167277516.0
Germany,France,entry,464352000.0
Germany,France,exit,784705868.0
Germany,Germany,entry,0.0
Germany,Germany,exit,4466294879.08
Germany,Luxemburg,entry,559030.0
Germany,Luxemburg,exit,1879008.0
Germany,Netherlands,entry,10379136277.2
Germany,Netherlands,exit,6712184348.7
Germany,Norway,entry,4649649208.1
Germany,Norway,exit,0.0
Germany,Poland,entry,414359599.0
Germany,Poland,exit,413652774.355
Germany,Russia,entry,0.0
Germany,Switzerland,entry,435295806.0
Germany,Switzerland,exit,1709343256.172
Greece,Bulgaria,entry,504286197.0
Greece,Bulgaria,exit,1382155314.54
Greece,Greece,exit,395350896.0
Greece,Turkey,entry,4161531873.0
Hungary,Austria,entry,619395150.0
Hungary,Austria,exit,619395278.0
Hungary,Croatia,entry,344467000.0
Hungary,Croatia,exit,325958968.0
Hungary,Hungary,entry,917061064.0
Hungary,Hungary,exit,7189942138.0
Hungary,Romania,entry,837719346.302762
Hungary,Romania,exit,765039136.36
Hungary,Serbia,entry,2931039589.0
Hungary,Serbia,exit,0.0
Hungary,Slovakia,entry,103986000.0
Hungary,Slovakia,exit,103986000.0
Hungary,Ukraine,entry,918673436.7
Hungary,Ukraine,exit,962743000.0
Ireland,United Kingdom,exit,1575191477.0
Italy,Albania,entry,3462398285.0
Italy,Albania,exit,3460332639.0
Italy,Austria,entry,1255825634.0
Italy,Austria,exit,1242836505.0
Italy,Italy,entry,10007214434.0
Italy,Italy,exit,22528502313.0
Italy,Libya,entry,942268241.0
Italy,San Marino,exit,7860622.0
Italy,Slovenia,entry,182455771.0
Italy,Slovenia,exit,181799865.0
Italy,Switzerland,entry,647950260.0
Italy,Switzerland,exit,413375398.0
Latvia,Estonia,entry,0.0
Latvia,Latvia,exit,166094854.0
Latvia,Lithuania,entry,846420042.0
Latvia,Lithuania,exit,917747284.0
Latvia,Russia,entry,0.0
Lithuania,Belarus,entry,341813651.0
Lithuania,Latvia,entry,846420042.0
Lithuania,Latvia,exit,917747284.0
Lithuania,Lithuania,entry,1141483042.0
Lithuania,Poland,entry,163527501.0
Lithuania,Poland,exit,163527501.0
Lithuania,Russia,exit,345919923.0
