fromCountry,toCountry,direction,totalGasFlow
Denmark,Germany,entry,9283340.0
Denmark,Germany,exit,43630392.0
Denmark,Norway,entry,2857812616.0
Denmark,Poland,entry,2352087528.0
Denmark,Poland,exit,2351496104.0
Estonia,Estonia,exit,155753526.16
Estonia,Finland,entry,513891711.0
Estonia,Finland,exit,512571351.17
Estonia,Latvia,entry,0.0
Estonia,Russia,entry,0.0
Estonia,Russia,exit,0.0
Finland,Estonia,entry,513891711.0
Finland,Estonia,exit,512571351.17
Finland,Finland,entry,49594796.690423
France,Belgium,entry,3062959622.0
France,Belgium,exit,2850900758.0
France,France,entry,46003785214.0
France,France,exit,22467042919.0
France,Germany,entry,934768000.0
France,Germany,exit,934394036.0
France,Norway,entry,4602024077.0
France,Spain,entry,511683619.0
France,Spain,exit,515812420.0
France,Switzerland,entry,0.0
France,Switzerland,exit,5559316724.0
Germany,Austria,entry,6500444986.0
Germany,Austria,exit,4037790245.0
Germany,Belgium,entry,11858735638.4
Germany,Belgium,exit,0.0
Germany,Czechia,entry,2733579340.0
Germany,Czechia,exit,18378553861.0
Germany,Denmark,entry,9283340.0
Germany,Denmark,exit,43630392.0
Germany,France,entry,934768000.0
Germany,France,exit,1868788072.0
Germany,Germany,entry,0.0
Germany,Germany,exit,5446705061.91
Germany,Luxemburg,entry,729646.0
Germany,Luxemburg,exit,728897.0
Germany,Netherlands,entry,20612617429.58
Germany,Netherlands,exit,13809822100.1
Germany,Norway,entry,7441929512.8
Germany,Norway,exit,0.0
Germany,Poland,entry,623773579.0
Germany,Poland,exit,623815908.92
Germany,Russia,entry,0.0
Germany,Switzerland,entry,567774.0
Germany,Switzerland,exit,29127473182.12
Greece,Bulgaria,entry,1004364862.0
Greece,Bulgaria,exit,1179509056.87
Greece,Greece,exit,446228362.0
Greece,Turkey,entry,4277844246.0
Hungary,Austria,entry,571272376.0
Hungary,Austria,exit,515886667.0
Hungary,Croatia,entry,85464000.0
Hungary,Croatia,exit,72349000.0
Hungary,Hungary,entry,8448925161.0
Hungary,Hungary,exit,6202821305.0
Hungary,Romania,entry,262167828.070185
Hungary,Romania,exit,255380034.223
Hungary,Serbia,entry,1303750000.0
Hungary,Serbia,exit,203468000.0
Hungary,Slovakia,entry,230465000.0
Hungary,Slovakia,exit,230465000.0
Hungary,Ukraine,entry,209153974.22
Hungary,Ukraine,exit,248022000.0
Ireland,United Kingdom,exit,2146662073.0
Italy,Albania,entry,3107712303.0
Italy,Albania,exit,3107712303.0
Italy,Austria,entry,1929312092.0
Italy,Austria,exit,2077844917.0
Italy,Italy,entry,29890770324.0
Italy,Italy,exit,32254894405.0
Italy,Libya,entry,853491546.0
Italy,San Marino,exit,31268374.0
Italy,Slovenia,entry,130132644.0
Italy,Slovenia,exit,120323673.0
Italy,Switzerland,entry,8255087628.0
Italy,Switzerland,exit,63274989.0
Latvia,Estonia,entry,0.0
Latvia,Latvia,exit,483874865.0
Latvia,Lithuania,entry,361297010.0
Latvia,Lithuania,exit,402329522.0
Latvia,Russia,entry,0.0
Lithuania,Belarus,entry,1041929658.0
Lithuania,Latvia,entry,361297010.0
Lithuania,Latvia,exit,402329522.0
Lithuania,Lithuania,entry,1077271400.0
Lithuania,Poland,entry,239491668.0
Lithuania,Poland,exit,239491668.0
Lithuania,Russia,exit,1051199423.0
Luxemburg,Belgium,entry,339056737.0
Luxemburg,Belgium,exit,0.0
Luxemburg,Germany,entry,729646.0
Luxemburg,Germany,exit,728897.0
Luxemburg,Luxemburg,entry,0.0
Luxemburg,Luxemburg,exit,674213360.0
Moldavia,Romania,entry,0.0
Moldavia,Romania,exit,109195911.82
Moldavia,Ukraine,entry,8947457.58
Moldavia,Ukraine,exit,505758469.99
Morocco,Spain,entry,2044870.0
Netherlands,Belgium,entry,8250591657.3
Netherlands,Belgium,exit,5250473691.4
Netherlands,Germany,entry,8904958174.7
Netherlands,Germany,exit,28112970853.2
Netherlands,Netherlands,entry,32310097303.7
Netherlands,Netherlands,exit,13572689574.8
Netherlands,United Kingdom,exit,59239301.2
North Macedonia,Bulgaria,exit,173016107.0
Norway,Belgium,entry,5692982703.0
Norway,Belgium,exit,0.0
Norway,Germany,entry,7441929512.8
Norway,Germany,exit,0.0
Poland,Czechia,entry,19023547.0
Poland,Czechia,exit,18802290.0
Poland,Denmark,entry,2352087528.0
Poland,Denmark,exit,2351496104.0
Poland,Germany,entry,623773579.0
Poland,Germany,exit,623815908.92
Poland,Lithuania,entry,239491668.0
Poland,Lithuania,exit,239491668.0
Poland,Poland,entry,3873249037.0
Poland,Poland,exit,17030386464.0
Poland,Slovakia,entry,0.0
Poland,Slovakia,exit,0.0
Poland,Ukraine,entry,212142887.65
Poland,Ukraine,exit,216290344.0
Portugal,Portugal,entry,3610617188.0
Portugal,Portugal,exit,2032432933.0
Portugal,Spain,entry,243596580.0
Portugal,Spain,exit,236360797.0
Romania,Bulgaria,entry,957110773.96
Romania,Bulgaria,exit,957186930.0
Romania,Hungary,entry,262167828.070185
Romania,Hungary,exit,255380034.223
Romania,Moldavia,entry,0.0
Romania,Moldavia,exit,109195911.82
Romania,Romania,entry,8425699262.88
Romania,Romania,exit,5878193896.0199995
Romania,Ukraine,entry,332067948.17
Romania,Ukraine,exit,332061171.66
Russia,Estonia,entry,0.0
Russia,Estonia,exit,0.0
Russia,Germany,entry,0.0
Russia,Latvia,entry,0.0
Serbia,Bulgaria,entry,0.0
Serbia,Bulgaria,exit,2793288313.0
Serbia,Hungary,entry,1303750000.0
Serbia,Hungary,exit,0.0
Slovakia,Austria,entry,0.0
Slovakia,Austria,exit,6891907416.0
Slovakia,Czechia,entry,980289190.0
Slovakia,Czechia,exit,980289190.0
Slovakia,Hungary,entry,230465000.0
Slovakia,Hungary,exit,230465000.0
Slovakia,Poland,entry,0.0
Slovakia,Poland,exit,0.0
Slovakia,Ukraine,entry,3677094040.85
Slovakia,Ukraine,exit,3456806428.9
Slovenia,Austria,entry,378456924.0
Slovenia,Austria,exit,351889493.0
Slovenia,Croatia,entry,52513904.0
Slovenia,Croatia,exit,56150137.0
Slovenia,Italy,entry,130132644.0
Slovenia,Italy,exit,120323673.0
Slovenia,Slovenia,exit,446568155.0
Spain,France,entry,511683619.0
Spain,France,exit,515812420.0
Spain,Morocco,exit,276812489.0
Spain,Portugal,entry,243596580.0
Spain,Portugal,exit,236360797.0
Spain,Spain,entry,24544976876.0
Spain,Spain,exit,9116131574.0
Switzerland,France,entry,0.0
Switzerland,France,exit,5559316724.0
Switzerland,Germany,entry,1324806.0
Switzerland,Germany,exit,11204966804.04
Switzerland,Italy,entry,8255087628.0
Switzerland,Italy,exit,0.0
Turkey,Bulgaria,exit,0.0
Turkey,Greece,entry,4277844246.0
Ukraine,Hungary,entry,209153974.22
Ukraine,Hungary,exit,248022000.0
Ukraine,Moldavia,entry,8947457.58
Ukraine,Moldavia,exit,1009849692.5
Ukraine,Poland,entry,212142887.65
Ukraine,Poland,exit,216290344.0
Ukraine,Romania,entry,332067948.17
Ukraine,Romania,exit,332061171.66
Ukraine,Russia,entry,3535785822.0
Ukraine,Slovakia,entry,3677094040.85
Ukraine,Slovakia,exit,3456806428.9
Ukraine,Ukraine,entry,0.0
Ukraine,Ukraine,exit,794389342.99
United Kingdom,Belgium,entry,4194590640.0
United Kingdom,Ireland,entry,7542223.0
United Kingdom,Netherlands,entry,418.4
United Kingdom,Norway,entry,13207514426.0
United Kingdom,United Kingdom,entry,4192056704.0
United Kingdom,United Kingdom,exit,18876206703.0
