fromCountry,toCountry,direction,totalGasFlow
France,Norway,entry,2918654549.0
France,Spain,entry,1118658917.0
France,Spain,exit,999619993.0
France,Switzerland,entry,0.0
France,Switzerland,exit,3046283284.0
Germany,Austria,entry,1425157615.0
Germany,Austria,exit,2512742264.0
Germany,Belgium,entry,8654041115.8
Germany,Belgium,exit,0.0
Germany,Czechia,entry,1932494855.0
Germany,Czechia,exit,25052484333.0
Germany,Denmark,entry,68668630.0
Germany,Denmark,exit,47841449.0
Germany,France,entry,61280000.0
Germany,France,exit,122552282.0
Germany,Germany,entry,0.0
Germany,Germany,exit,4049800011.33
Germany,Luxemburg,entry,0.0
Germany,Luxemburg,exit,0.0
Germany,Netherlands,entry,11548171561.34
Germany,Netherlands,exit,7799916446.7
Germany,Norway,entry,7308478522.3
Germany,Norway,exit,0.0
Germany,Poland,entry,597171009.0
Germany,Poland,exit,596660335.1
Germany,Russia,entry,0.0
Germany,Switzerland,entry,2937693.0
Germany,Switzerland,exit,2477733287.894
Greece,Bulgaria,entry,681426817.0
Greece,Bulgaria,exit,523304964.6
Greece,Greece,exit,488298798.0
Greece,Turkey,entry,3972481974.0
Hungary,Austria,entry,1407295429.0
Hungary,Austria,exit,1314587489.0
Hungary,Croatia,entry,539199000.0
Hungary,Croatia,exit,491173992.0
Hungary,Hungary,entry,851989734.0
Hungary,Hungary,exit,6084840762.0
Hungary,Romania,entry,655100000.0
Hungary,Romania,exit,594034043.3
Hungary,Serbia,entry,531216000.0
Hungary,Serbia,exit,0.0
Hungary,Slovakia,entry,53891000.0
Hungary,Slovakia,exit,40728000.0
Hungary,Ukraine,entry,38136456.37
Hungary,Ukraine,exit,35515000.0
Ireland,United Kingdom,exit,1413541355.0
Italy,Albania,entry,2987379143.0
Italy,Albania,exit,3267508564.0
Italy,Austria,entry,810113787.0
Italy,Austria,exit,787597146.0
Italy,Italy,entry,7980641154.0
Italy,Italy,exit,24057508904.0
Italy,Libya,entry,958428228.0
Italy,San Marino,exit,6415319.0
Italy,Slovenia,entry,160230382.0
Italy,Slovenia,exit,146871193.0
Italy,Switzerland,entry,2919168686.0
Italy,Switzerland,exit,12608236.0
Latvia,Estonia,entry,0.0
Latvia,Estonia,exit,133693022.0
Latvia,Latvia,exit,103119501.0
Latvia,Lithuania,entry,983828461.0
Latvia,Lithuania,exit,983828461.0
Latvia,Russia,entry,0.0
Latvia,Russia,exit,0.0
Lithuania,Belarus,entry,454762698.0
Lithuania,Latvia,entry,983828461.0
Lithuania,Latvia,exit,983828461.0
Lithuania,Lithuania,entry,1052165194.0
Lithuania,Poland,entry,325915923.0
Lithuania,Poland,exit,325915923.0
Lithuania,Russia,exit,454864231.0
Luxemburg,Germany,entry,0.0
Luxemburg,Germany,exit,0.0
Luxemburg,Luxemburg,entry,0.0
Luxemburg,Luxemburg,exit,212872778.0
Moldavia,Romania,entry,0.0
Moldavia,Romania,exit,9054662.636
Moldavia,Ukraine,entry,14702904.629999999
Moldavia,Ukraine,exit,66652026.04
Morocco,Spain,entry,0.0
Netherlands,Belgium,entry,7033109793.9
Netherlands,Belgium,exit,4972871013.1
Netherlands,Germany,entry,5707389876.7
Netherlands,Germany,exit,18162626648.4
Netherlands,Netherlands,entry,25961328624.8
Netherlands,Netherlands,exit,18550749482.8
Netherlands,United Kingdom,exit,1202796650.0
North Macedonia,Bulgaria,exit,56210579.0
Norway,Belgium,entry,4304813191.0
Norway,Belgium,exit,0.0
Norway,Germany,entry,7308478522.3
Norway,Germany,exit,0.0
Poland,Czechia,entry,11796753.0
Poland,Czechia,exit,11753689.0
Poland,Denmark,entry,2387138719.0
Poland,Denmark,exit,2419290843.0
Poland,Germany,entry,597171009.0
Poland,Germany,exit,596660335.1
Poland,Lithuania,entry,325915923.0
Poland,Lithuania,exit,325915923.0
Poland,Poland,entry,3142192970.0
Poland,Poland,exit,6719225202.0
Poland,Slovakia,entry,0.0
Poland,Slovakia,exit,0.0
Poland,Ukraine,entry,0.0
Poland,Ukraine,exit,2709985.0
Portugal,Portugal,entry,4124369192.0
Portugal,Portugal,exit,1975599835.0
Portugal,Spain,entry,180372003.0
Portugal,Spain,exit,228686979.0
Romania,Bulgaria,entry,288979530.59000003
Romania,Bulgaria,exit,319596954.0
Romania,Hungary,entry,655100000.0
Romania,Hungary,exit,594034043.3
Romania,Moldavia,entry,0.0
Romania,Moldavia,exit,9054662.636
Romania,Romania,entry,2739671983.7682
Romania,Romania,exit,3725249384.31
Romania,Ukraine,entry,0.0
Romania,Ukraine,exit,0.0
Russia,Estonia,entry,0.0
Russia,Estonia,exit,0.0
Russia,Germany,entry,0.0
Russia,Latvia,entry,0.0
Russia,Latvia,exit,0.0
Serbia,Bulgaria,entry,0.0
Serbia,Bulgaria,exit,803039099.0
Serbia,Hungary,entry,531216000.0
Serbia,Hungary,exit,0.0
Slovakia,Austria,entry,0.0
Slovakia,Austria,exit,8757202821.0
Slovakia,Czechia,entry,45614555.0
Slovakia,Czechia,exit,65044600.0
Slovakia,Hungary,entry,53891000.0
Slovakia,Hungary,exit,40728000.0
Slovakia,Poland,entry,0.0
Slovakia,Poland,exit,0.0
Slovakia,Ukraine,entry,4168761669.0
Slovakia,Ukraine,exit,4382710457.7
Slovenia,Austria,entry,153416142.0
Slovenia,Austria,exit,136700677.0
Slovenia,Croatia,entry,87646650.0
Slovenia,Croatia,exit,94737019.0
Slovenia,Italy,entry,160230382.0
Slovenia,Italy,exit,146871193.0
Slovenia,Slovenia,exit,213043593.0
Spain,France,entry,1118658917.0
Spain,France,exit,999619993.0
Spain,Morocco,exit,303918009.0
Spain,Portugal,entry,180372003.0
Spain,Portugal,exit,228686979.0
Spain,Spain,entry,22721580079.0
Spain,Spain,exit,6583560198.0
Switzerland,France,entry,0.0
Switzerland,France,exit,3046283284.0
Switzerland,Germany,entry,6854617.0
Switzerland,Germany,exit,940139115.298
Switzerland,Italy,entry,2919168686.0
Switzerland,Italy,exit,0.0
Turkey,Bulgaria,entry,0.0
Turkey,Bulgaria,exit,0.0
Turkey,Greece,entry,3972481974.0
Ukraine,Hungary,entry,38136456.37
Ukraine,Hungary,exit,35515000.0
Ukraine,Moldavia,entry,14702904.629999999
Ukraine,Moldavia,exit,608622960.5
Ukraine,Poland,entry,0.0
Ukraine,Poland,exit,2709985.0
Ukraine,Romania,entry,0.0
Ukraine,Romania,exit,0.0
Ukraine,Russia,entry,4872146024.5
Ukraine,Slovakia,entry,4168761669.0
Ukraine,Slovakia,exit,4382710457.7
Ukraine,Ukraine,entry,0.0
Ukraine,Ukraine,exit,600093070.48
United Kingdom,Belgium,entry,2923192674.0
United Kingdom,Ireland,entry,4918055.0
United Kingdom,Netherlands,entry,1271126991.7
United Kingdom,Norway,entry,7096042505.0
United Kingdom,United Kingdom,entry,2909942344.0
United Kingdom,United Kingdom,exit,7533590286.0
