fromCountry,toCountry,direction,totalGasFlow
Romania,Bulgaria,entry,1021272474.577
Romania,Bulgaria,exit,1021305338.0
Romania,Hungary,entry,329295000.0
Romania,Hungary,exit,296226152.25
Romania,Moldavia,entry,0.0
Romania,Moldavia,exit,0.0
Romania,Romania,entry,3435860795.916
Romania,Romania,exit,4258128960.798
Romania,Ukraine,entry,0.0
Romania,Ukraine,exit,0.0
Russia,Estonia,entry,0.0
Russia,Estonia,exit,0.0
Russia,Germany,entry,0.0
Russia,Latvia,entry,0.0
Serbia,Bulgaria,entry,0.0
Serbia,Bulgaria,exit,2218554744.0
Serbia,Hungary,entry,1407558000.0
Serbia,Hungary,exit,0.0
Slovakia,Austria,entry,0.0
Slovakia,Austria,exit,8853878004.0
Slovakia,Czechia,entry,142112275.0
Slovakia,Czechia,exit,142112275.0
Slovakia,Hungary,entry,122458000.0
Slovakia,Hungary,exit,122457000.0
Slovakia,Poland,entry,0.0
Slovakia,Poland,exit,0.0
Slovakia,Ukraine,entry,4400902012.0
Slovakia,Ukraine,exit,4011271195.3
Slovenia,Austria,entry,291452838.0
Slovenia,Austria,exit,259606091.0
Slovenia,Croatia,entry,115265903.0
Slovenia,Croatia,exit,126123927.0
Slovenia,Italy,entry,175577257.0
Slovenia,Italy,exit,167031090.0
Slovenia,Slovenia,exit,341893521.0
Spain,France,entry,2606722084.0
Spain,France,exit,2432587991.0
Spain,Morocco,exit,302260636.0
Spain,Portugal,entry,498553921.0
Spain,Portugal,exit,547819338.0
Spain,Spain,entry,23692612385.0
Spain,Spain,exit,5613029604.0
Switzerland,France,entry,0.0
Switzerland,France,exit,3802756762.0
Switzerland,Germany,entry,0.0
Switzerland,Germany,exit,3721944759.84
Switzerland,Italy,entry,3965878002.0
Switzerland,Italy,exit,0.0
Turkey,Bulgaria,entry,174022542.0
Turkey,Bulgaria,exit,0.0
Turkey,Greece,entry,4378992666.0
Ukraine,Hungary,entry,74436699.61
Ukraine,Hungary,exit,69320000.0
Ukraine,Moldavia,entry,54515332.13
Ukraine,Moldavia,exit,871604309.12
Ukraine,Poland,entry,112195136.44
Ukraine,Poland,exit,112938137.0
Ukraine,Romania,entry,0.0
Ukraine,Romania,exit,0.0
Ukraine,Russia,entry,4588380429.0
Ukraine,Slovakia,entry,4400902012.0
Ukraine,Slovakia,exit,4011271195.3
Ukraine,Ukraine,entry,0.0
Ukraine,Ukraine,exit,844841749.27
United Kingdom,Belgium,entry,7043016109.0
United Kingdom,Ireland,entry,7067500.0
United Kingdom,Netherlands,entry,1940916048.3999999
United Kingdom,Norway,entry,14198385471.0
United Kingdom,United Kingdom,entry,7067230784.0
United Kingdom,United Kingdom,exit,16759795295.0
