fromCountry,toCountry,direction,totalGasFlow
Austria,Austria,exit,46663756.0
Austria,Germany,entry,2720385697.0
Austria,Germany,exit,3372014470.628
Austria,Hungary,entry,1617483221.0
Austria,Hungary,exit,1681865833.0
Austria,Italy,entry,9855736979.0
Austria,Italy,exit,9850436374.0
Austria,Slovakia,entry,0.0
Austria,Slovakia,exit,55805350420.0
Austria,Slovenia,entry,265186145.0
Austria,Slovenia,exit,296479026.0
Belgium,Belgium,entry,5374597100.0
Belgium,Belgium,exit,8219600324.0
Belgium,France,entry,6025995082.0
Belgium,France,exit,6025974915.0
Belgium,Germany,entry,0.0
Belgium,Germany,exit,98705967.0
Belgium,Luxemburg,entry,163243684.0
Belgium,Luxemburg,exit,163243635.0
Belgium,Netherlands,entry,5019637655.4
Belgium,Netherlands,exit,5623903589.3
Belgium,Norway,entry,4918682243.0
Belgium,Norway,exit,0.0
Belgium,United Kingdom,exit,2364597778.0
Bulgaria,Bulgaria,entry,0.0
Bulgaria,Bulgaria,exit,1114376547.0
Bulgaria,Greece,entry,629476220.0
Bulgaria,Greece,exit,629476220.0
Bulgaria,North Macedonia,exit,134974495.0
Bulgaria,Romania,entry,5127000600.18054
Bulgaria,Romania,exit,647714522.4344
Bulgaria,Turkey,exit,1258301394.0
Croatia,Croatia,entry,635726239.0
Croatia,Croatia,exit,592003283.0
Croatia,Hungary,entry,403204316.0
Croatia,Hungary,exit,384187000.0
Croatia,Slovenia,entry,100658255.0
Croatia,Slovenia,exit,89415475.0
Czechia,Czechia,entry,6700082.0
Czechia,Czechia,exit,2781058456.0
Czechia,Germany,entry,33417496168.3
Czechia,Germany,exit,25581129723.0
Czechia,Poland,entry,1159.0
Czechia,Poland,exit,1159.0
Czechia,Slovakia,entry,4551848248.0
Czechia,Slovakia,exit,5049385550.0
Denmark,Denmark,entry,1322649321.0
Denmark,Germany,entry,0.0
Denmark,Germany,exit,617536888.0
Estonia,Estonia,exit,67175800.57
Estonia,Latvia,entry,3174558388.5
Estonia,Latvia,exit,1460070507.5
Estonia,Russia,entry,1528939347.5
Estonia,Russia,exit,0.0
Finland,Russia,entry,490644460.0
France,Belgium,entry,6025995082.0
France,Belgium,exit,6025974915.0
France,France,entry,10586152384.0
France,France,exit,23507329427.0
