fromCountry,toCountry,direction,totalGasFlow
Albania,Italy,entry,3303082478.0
Albania,Italy,exit,3572865536.0
Austria,Austria,exit,110758267.0
Austria,Germany,entry,672102114.0
Austria,Germany,exit,2320760517.0
Austria,Hungary,entry,81189105.0
Austria,Hungary,exit,81186666.0
Austria,Italy,entry,389475853.0
Austria,Italy,exit,441954884.0
Austria,Slovakia,entry,0.0
Austria,Slovakia,exit,11194442052.0
Austria,Slovenia,entry,71549178.0
Austria,Slovenia,exit,55352627.0
Belgium,Belgium,entry,4921257982.0
Belgium,Belgium,exit,7172698690.0
Belgium,France,entry,1698471130.0
Belgium,France,exit,1698471133.0
Belgium,Germany,entry,2220813652.0
Belgium,Germany,exit,4303329250.0
Belgium,Netherlands,entry,4924021853.5
Belgium,Netherlands,exit,4341878718.0
Belgium,Norway,entry,5081341060.0
Belgium,Norway,exit,0.0
Belgium,United Kingdom,exit,2333302606.0
Bulgaria,Bulgaria,entry,990128380.0
Bulgaria,Bulgaria,exit,1791433901.0
Bulgaria,Greece,entry,496778214.0
Bulgaria,Greece,exit,1432673607.0
Bulgaria,North Macedonia,exit,84637037.0
Bulgaria,Romania,entry,930740235.1389999
Bulgaria,Romania,exit,1068597697.0
Bulgaria,Serbia,entry,0.0
Bulgaria,Serbia,exit,3172575256.0
Bulgaria,Turkey,entry,5638980295.0
Bulgaria,Turkey,exit,0.0
Croatia,Croatia,entry,983274899.0
Croatia,Croatia,exit,621991287.0
Croatia,Hungary,entry,344690682.0
Croatia,Hungary,exit,321672984.0
Croatia,Slovenia,entry,40718355.0
Croatia,Slovenia,exit,36903800.0
Czechia,Czechia,entry,831824.0
Czechia,Czechia,exit,1247056882.0
Czechia,Germany,entry,7387810673.0
Czechia,Germany,exit,4212064698.307
Czechia,Poland,entry,20401819.0
Czechia,Poland,exit,20401819.0
Czechia,Slovakia,entry,133760142.0
Czechia,Slovakia,exit,150760442.0
Denmark,Denmark,entry,23884640.0
Denmark,Germany,entry,29310016.0
Denmark,Germany,exit,29297950.0
Denmark,Norway,entry,2591554083.0
Denmark,Poland,entry,1724631563.0
Denmark,Poland,exit,1724867140.0
Estonia,Estonia,exit,88949224.493
Estonia,Finland,entry,264088990.37
Estonia,Finland,exit,266510603.0
Estonia,Latvia,entry,0.0
Estonia,Latvia,exit,0.0
Estonia,Russia,entry,0.0
Estonia,Russia,exit,0.0
Finland,Estonia,entry,264088990.37
Finland,Estonia,exit,266510603.0
Finland,Finland,entry,712513188.73
France,Belgium,entry,1698471130.0
France,Belgium,exit,1698471133.0
France,France,entry,10285093870.0
France,France,exit,16746829624.0
France,Germany,entry,1088000.0
France,Germany,exit,1091493.0
France,Norway,entry,5480203522.0
France,Spain,entry,638500718.0
France,Spain,exit,512615916.0
France,Switzerland,entry,122058234.0
France,Switzerland,exit,3041748074.0
Germany,Austria,entry,475380600.0
Germany,Austria,exit,1564597005.0
Germany,Belgium,entry,6921997766.8
Germany,Belgium,exit,0.0
Germany,Czechia,entry,4061560293.0
Germany,Czechia,exit,7844234312.307
Germany,Denmark,entry,29310016.0
Germany,Denmark,exit,29297950.0
Germany,France,entry,1088000.0
Germany,France,exit,2182986.0
Germany,Germany,entry,0.0
Germany,Germany,exit,4668224920.76
Germany,Luxemburg,entry,1605800.0
Germany,Luxemburg,exit,1607412.0
Germany,Netherlands,entry,8634666634.0
Germany,Netherlands,exit,6688578104.4
Germany,Norway,entry,6629961566.8
Germany,Norway,exit,0.0
Germany,Poland,entry,265614471.0
Germany,Poland,exit,265606045.613
Germany,Russia,entry,0.0
Germany,Switzerland,entry,295949994.0
Germany,Switzerland,exit,6168912708.744
Greece,Bulgaria,entry,496778214.0
Greece,Bulgaria,exit,1432673607.0
Greece,Greece,exit,385260944.0
Greece,Turkey,entry,4314050430.0
Hungary,Austria,entry,81189105.0
Hungary,Austria,exit,81186666.0
Hungary,Croatia,entry,344690682.0
Hungary,Croatia,exit,321672984.0
Hungary,Hungary,entry,906204629.0
Hungary,Hungary,exit,4086748164.0
Hungary,Romania,entry,585188308.2467229
Hungary,Romania,exit,514942573.37
Hungary,Serbia,entry,2650759512.0
Hungary,Serbia,exit,0.0
Hungary,Slovakia,entry,448112000.0
Hungary,Slovakia,exit,448112000.0
Hungary,Ukraine,entry,862020415.8000001
Hungary,Ukraine,exit,871206000.0
Ireland,United Kingdom,exit,1383484733.0
Italy,Albania,entry,3303082478.0
Italy,Albania,exit,3572865536.0
Italy,Austria,entry,389475853.0
Italy,Austria,exit,441954884.0
Italy,Italy,entry,9801041631.0
Italy,Italy,exit,20544476999.0
Italy,Libya,entry,787672484.0
Italy,San Marino,exit,7358975.0
Italy,Slovenia,entry,117568717.0
Italy,Slovenia,exit,116951865.0
