countryName,totalEntries,totalExits,totalFlow
Albania,7860769144.0,7860769144.0,0.0
Austria,5062593136.0,30998297470.0,-30202015237.0
Belarus,0.0,0.0,2667138932.0
Belgium,38909746100.0,16999080884.4,21910077208.199997
Bulgaria,18307172860.35,13600945738.0,-8323013929.65
Croatia,787168460.0,787169274.0,-814.0
Czechia,19656024308.0,13959418441.0,3204038423.0
Denmark,14395567638.0,6125564072.0,1194319.0
Estonia,0.0,0.0,0.0
Finland,0.0,0.0,0.0
France,22392150133.0,24021881505.0,-14340145230.0
Germany,102318193498.874,90640699488.0,22184675128.424
Greece,13262873583.0,3162144588.0,9892001049.0
Hungary,8276156933.779022,2410370772.15687,5610900161.622153
Ireland,0.0,0.0,43967082492.0
Italy,18908591362.0,10604293929.0,6396388168.0
Latvia,482939761.0,482939761.0,0.0
Libya,0.0,0.0,1694926972.0
Lithuania,3181308655.0,514169723.0,-2690395535.0
Luxemburg,0.0,0.0,0.0
Moldavia,315819643.05,3395328134.45,-124038752.60999995
Morocco,0.0,752197253.0,0.0
Netherlands,27343396622.0,36467882139.1,-19447120929.126007
North Macedonia,0.0,319747668.0,-319747668.0
Norway,30261450022.2,0.0,98096103115.2
Poland,10713144174.0,10713375019.712,-686984.7119998932
Portugal,670558498.0,664744566.0,5813932.0
Romania,1665621844.899023,1665663776.27687,-41931.37784707546
Russia,0.0,2690395535.0,13017836802.1
San Marino,0.0,54982070.0,0.0
Serbia,5865980000.0,9015518859.0,-2894652859.0
Slovakia,18523416374.0,50893271443.9,-24276195807.9
Slovenia,1034321445.0,1034438902.0,-117457.0
Spain,1976530466.0,1925648914.0,-701315701.0
Switzerland,20491178983.0,24292163512.464,-5582693973.488
Turkey,10649406515.0,0.0,23887375513.0
Ukraine,30952441080.38,18058450776.54,-3079316237.049999
United Kingdom,102134506399.8,11733421112.7,0.0
