countryName,totalEntries,totalExits
Albania,2987379143.0,3267508564.0
Austria,3795982973.0,17861858926.0
Belarus,454762698.0,0.0
Belgium,29802633438.699997,22142827781.1
Bulgaria,1857933955.5900002,3173190375.6
Croatia,1699099003.0,1455449521.0
Czechia,1989906163.0,17368537566.0
Denmark,2485218379.0,2467132292.0
Estonia,273255484.998,488132873.028
Finland,987482948.59,303530966.0
France,23182894083.0,25610417501.0
Germany,21268378395.0,42659730409.024
Greece,4653908791.0,1011603762.6
Hungary,4076827619.37,8560879286.3
Ireland,4918055.0,1413541355.0
Italy,14857533152.0,28278509362.0
Latvia,983828461.0,1220640984.0
Libya,958428228.0,0.0
Lithuania,2361909578.0,1764608615.0
Luxemburg,0.0,212872778.0
Moldavia,14702904.629999999,75706688.676
Morocco,0.0,0.0
Netherlands,45813736971.74,42889043794.3
North Macedonia,0.0,56210579.0
Norway,24306362441.3,0.0
Poland,6464172310.0,10075555977.1
Portugal,4304741195.0,2204286814.0
Romania,3683751514.3582,4647935044.246
Russia,4872146024.5,0.0
San Marino,0.0,0.0
Serbia,531216000.0,803039099.0
Slovakia,4268267224.0,13245685878.7
Slovenia,401293174.0,591352482.0
Spain,24020610999.0,8115785179.0
Switzerland,2922106379.0,3986422399.298
Turkey,5161337676.0,0.0
Ukraine,4221601030.0,5629651473.68
United Kingdom,2909942344.0,7533590286.0
