fromCountry,toCountry,direction,totalGasFlow
Austria,Austria,exit,156403137.0
Austria,Germany,entry,1303288871.0
Austria,Germany,exit,1326044632.0
Austria,Hungary,entry,1503172380.0
Austria,Hungary,exit,1503150554.0
Austria,Italy,entry,8801507081.0
Austria,Italy,exit,8801490456.0
Austria,Slovakia,entry,0.0
Austria,Slovakia,exit,51550422768.0
Austria,Slovenia,entry,495953163.0
Austria,Slovenia,exit,546564792.0
Belgium,Belgium,entry,4267459582.0
Belgium,Belgium,exit,17335955706.0
Belgium,France,entry,5277935215.0
Belgium,France,exit,5277935220.0
Belgium,Germany,entry,1172076719.0
Belgium,Germany,exit,1172076737.0
Belgium,Luxemburg,entry,348568098.0
Belgium,Luxemburg,exit,348567931.0
Belgium,Netherlands,entry,6950122115.0
Belgium,Netherlands,exit,6953153021.4
Belgium,Norway,entry,5122372123.0
Belgium,Norway,exit,0.0
Belgium,United Kingdom,exit,435780158.0
Bulgaria,Bulgaria,entry,621469998.0
Bulgaria,Bulgaria,exit,1286778666.0
Bulgaria,Greece,entry,1092434146.0
Bulgaria,Greece,exit,1092434153.0
Bulgaria,North Macedonia,exit,114414034.0
Bulgaria,Romania,entry,6437652763.73
Bulgaria,Romania,exit,975884501.0
Bulgaria,Turkey,exit,1501362185.0
Croatia,Croatia,entry,819613030.0
Croatia,Croatia,exit,1234917391.0
Croatia,Hungary,entry,525423306.0
Croatia,Hungary,exit,525033000.0
Croatia,Slovenia,entry,141141896.0
Croatia,Slovenia,exit,128658512.0
Czechia,Czechia,entry,4190061642.0
Czechia,Czechia,exit,51511018.0
Czechia,Germany,entry,33206950287.0
Czechia,Germany,exit,30904208990.0
Czechia,Poland,entry,265580735.0
Czechia,Poland,exit,292127225.0
Czechia,Slovakia,entry,582755305.0
Czechia,Slovakia,exit,549274985.0
Denmark,Denmark,entry,1444243382.0
Denmark,Germany,entry,0.0
Denmark,Germany,exit,148591660.0
Estonia,Estonia,exit,236330457.32
Estonia,Latvia,entry,830668586.0
Estonia,Latvia,exit,360183212.0
Estonia,Russia,entry,369338377.0
Estonia,Russia,exit,145767864.0
Finland,Russia,entry,1123842984.0
France,Belgium,entry,5277935215.0
France,Belgium,exit,5277935220.0
France,France,entry,23812993822.0
France,France,exit,24483142162.0
France,Germany,entry,3987865866.0
France,Germany,exit,0.0
France,Norway,entry,5794386253.0
France,Spain,entry,2190773061.0
France,Spain,exit,2143876903.0
France,Switzerland,entry,0.0
France,Switzerland,exit,4470224611.0
Germany,Austria,entry,1123876415.0
Germany,Austria,exit,2114483134.0
Germany,Belgium,entry,1172076719.0
