countryA,countryB,entryFlow,exitFlow
Austria,Austria,0.0,46663756.0
Austria,Germany,2720385697.0,3372014470.628
Austria,Hungary,1617483221.0,1681865833.0
Austria,Italy,9855736979.0,9850436374.0
Austria,Slovakia,0.0,55805350420.0
Austria,Slovenia,265186145.0,296479026.0
Belgium,Belgium,5374597100.0,8219600324.0
Belgium,France,6025995082.0,6025974915.0
Belgium,Germany,0.0,98705967.0
Belgium,Luxemburg,163243684.0,163243635.0
Belgium,Netherlands,5019637655.4,5623903589.3
Belgium,Norway,4918682243.0,0.0
Belgium,United Kingdom,0.0,2364597778.0
Bulgaria,Bulgaria,0.0,1114376547.0
Bulgaria,Greece,629476220.0,629476220.0
Bulgaria,North Macedonia,0.0,134974495.0
Bulgaria,Romania,5127000600.18054,647714522.4344
Bulgaria,Turkey,0.0,1258301394.0
Croatia,Croatia,635726239.0,592003283.0
Croatia,Hungary,403204316.0,384187000.0
Croatia,Slovenia,100658255.0,89415475.0
Czechia,Czechia,6700082.0,2781058456.0
Czechia,Germany,33417496168.3,25581129723.0
Czechia,Poland,1159.0,1159.0
Czechia,Slovakia,4551848248.0,5049385550.0
Denmark,Denmark,1322649321.0,0.0
Denmark,Germany,0.0,617536888.0
Estonia,Estonia,0.0,67175800.57
Estonia,Latvia,3174558388.5,1460070507.5
Estonia,Russia,1528939347.5,0.0
Finland,Russia,490644460.0,0.0
France,Belgium,6025995082.0,6025974915.0
France,France,10586152384.0,23507329427.0
France,Germany,2911667176.0,1456181895.0
France,Norway,6050150673.0,0.0
France,Spain,1417855558.0,1288845303.0
France,Switzerland,0.0,5523424676.0
Germany,Austria,1648158394.0,2783883529.628
Germany,Belgium,0.0,98705967.0
Germany,Czechia,23876349390.3,12677350467.0
Germany,Denmark,0.0,617536888.0
Germany,France,1455833588.0,1456181895.0
Germany,Germany,6099342459.88,9561279105.04
Germany,Luxemburg,226680.0,226680.0
Germany,Netherlands,4295563608.38,8576173195.96
Germany,Norway,6853981252.5,0.0
Germany,Poland,6065172174.0,5432452737.758
Germany,Switzerland,0.0,43501686139.0
Greece,Bulgaria,629476220.0,629476220.0
Greece,Greece,1018582529.0,1904127754.0
Greece,Turkey,694877898.0,0.0
Hungary,Austria,1617483221.0,1681865833.0
Hungary,Croatia,403204316.0,384187000.0
Hungary,Hungary,602783852.0,7950171834.0
Hungary,Romania,512284929.53,542646470.0
Hungary,Serbia,0.0,653018221.0
Hungary,Slovakia,0.0,336646000.0
Hungary,Ukraine,5381702000.0,1639804000.0
Ireland,United Kingdom,0.0,1063373539.0
Italy,Austria,9855736979.0,9850436374.0
Italy,Italy,8103953440.0,32782919965.0
Italy,Libya,1794232508.0,0.0
Italy,San Marino,0.0,7590204.0
Italy,Slovenia,5160406.0,5160285.0
Italy,Switzerland,11626426830.0,12535209.0
Latvia,Estonia,3174558388.5,1460070507.5
Latvia,Lithuania,224735791.0,238271521.0
Latvia,Russia,1460070507.5,0.0
Lithuania,Belarus,605388591.0,0.0
Lithuania,Latvia,224735791.0,238271521.0
Lithuania,Lithuania,539718516.0,0.0
Lithuania,Russia,0.0,473807194.0
Luxemburg,Belgium,163243684.0,163243635.0
Luxemburg,Germany,226680.0,226680.0
Luxemburg,Luxemburg,0.0,334204086.0
Moldavia,Romania,0.0,0.0
Moldavia,Ukraine,3022200260.6,0.0
Morocco,Spain,1266856913.0,0.0
Netherlands,Belgium,5019637655.4,5623903589.3
Netherlands,Germany,3861717240.5,13822350279.86
Netherlands,Netherlands,13242675239.8,17846353371.4
Netherlands,United Kingdom,0.0,4475000.0
North Macedonia,Bulgaria,0.0,134974495.0
Norway,Belgium,4918682243.0,0.0
Norway,Germany,6853981252.5,0.0
Poland,Czechia,49505.0,1159.0
Poland,Germany,6065172174.0,5432452737.758
Poland,Poland,4259947529.0,8562212722.0
Portugal,Portugal,4143415648.0,2287771726.0
Portugal,Spain,174438586.0,208342114.0
Romania,Bulgaria,5127000600.18054,647714522.4344
Romania,Hungary,512284929.53,542646470.0
Romania,Moldavia,0.0,0.0
Romania,Romania,2617733149.8,4923262616.19
Romania,Ukraine,2677894493.681,2951807459.24
Russia,Estonia,1528939347.5,0.0
Russia,Latvia,1460070507.5,0.0
Slovakia,Austria,0.0,41854012815.0
Slovakia,Czechia,4551848248.0,5049385550.0
Slovakia,Hungary,0.0,336646000.0
Slovakia,Ukraine,15647599990.0,4407766601.0
Slovenia,Austria,265186145.0,296479026.0
Slovenia,Croatia,100658255.0,89415475.0
Slovenia,Italy,5160406.0,5160285.0
Slovenia,Slovenia,0.0,170722166.0
Spain,France,1417855558.0,1288845303.0
Spain,Portugal,174438586.0,208342114.0
Spain,Spain,8678913179.0,9229578697.0
Switzerland,France,0.0,5523424676.0
Switzerland,Germany,0.0,16730588113.0
Switzerland,Italy,11626426830.0,0.0
Turkey,Bulgaria,0.0,1258301394.0
Turkey,Greece,347438949.0,0.0
Ukraine,Belarus,0.0,0.0
Ukraine,Hungary,0.0,5636956785.6
Ukraine,Moldavia,3022200260.6,3173116805.3
Ukraine,Romania,2677894493.681,3029012541.327
Ukraine,Russia,27876901696.371098,0.0
Ukraine,Slovakia,15647599990.0,4407766601.0
Ukraine,Ukraine,0.0,3173116805.3
United Kingdom,Belgium,2587682551.0,0.0
United Kingdom,Ireland,0.0,0.0
United Kingdom,Norway,10817683642.0,0.0
United Kingdom,United Kingdom,2357479264.0,6627678695.0
