countryA,countryB,entryFlow,exitFlow
Austria,Austria,0.0,86750636.0
Austria,Germany,1974520686.0,1489879034.0
Austria,Hungary,1598056549.0,1598056666.0
Austria,Italy,5181125315.0,5190337989.0
Austria,Slovakia,0.0,37852094244.0
Austria,Slovenia,460484820.0,520607746.0
Belgium,Belgium,2882536248.0,11245318046.0
Belgium,France,4310446668.0,4310446672.0
Belgium,Germany,620861042.0,660304672.0
Belgium,Luxemburg,201305620.0,201305563.0
Belgium,Netherlands,4933590874.9,5411664772.8
Belgium,Norway,5081703830.0,0.0
Belgium,United Kingdom,0.0,8664725.0
Bulgaria,Bulgaria,0.0,972590623.0
Bulgaria,Greece,476554554.0,476554554.0
Bulgaria,North Macedonia,0.0,61386909.0
Bulgaria,Romania,5983811030.4,730978354.0
Bulgaria,Turkey,0.0,1646594055.0
Croatia,Croatia,320207090.0,929248399.0
Croatia,Hungary,476276763.0,476363000.0
Croatia,Slovenia,232103467.0,205946025.0
Czechia,Czechia,61021546.0,119116816.0
Czechia,Germany,26555404429.0,21815938045.0
Czechia,Poland,144377163.0,159249353.0
Czechia,Slovakia,526816870.0,651315799.0
Denmark,Denmark,62441911.0,0.0
Denmark,Germany,2223840698.0,0.0
Estonia,Estonia,0.0,143564488.32999998
Estonia,Latvia,1555119360.333,521547837.333
Estonia,Russia,474156851.33000004,38384184.003
Finland,Russia,680686288.0,0.0
France,Belgium,4310446668.0,4310446672.0
France,France,17960098284.0,17339311585.0
France,Germany,3898981122.0,1949488000.0
France,Norway,5338513459.0,0.0
France,Spain,1845402231.0,1834825307.0
France,Switzerland,0.0,4418678012.0
Germany,Austria,1133925542.0,1831276896.0
Germany,Belgium,620861042.0,660304672.0
Germany,Czechia,20343136844.0,10178620469.0
Germany,Denmark,2223840698.0,0.0
Germany,France,1949490561.0,1949488000.0
Germany,Germany,5967470154.0,9031534381.38
Germany,Luxemburg,42805122.0,42805111.0
Germany,Netherlands,8331152072.0,10074333153.88
Germany,Norway,7219877292.8,0.0
Germany,Poland,9600328877.0,8733505273.083
Germany,Switzerland,0.0,37372559126.4
Greece,Bulgaria,476554554.0,476554554.0
Greece,Greece,943440532.0,1645826139.0
Greece,Turkey,608429158.0,0.0
Hungary,Austria,1598056549.0,1598056666.0
Hungary,Croatia,476276763.0,476363000.0
Hungary,Hungary,569516890.0,4906797434.0
Hungary,Romania,492198044.84000003,536552000.0
Hungary,Serbia,0.0,790716000.0
Hungary,Slovakia,366724392.0,729802000.0
Hungary,Ukraine,3505065000.0,611415000.0
Ireland,United Kingdom,0.0,1504005600.0
Italy,Austria,5181125315.0,5190337989.0
Italy,Italy,9201433928.0,21269305011.0
Italy,Libya,1912716075.0,0.0
Italy,San Marino,0.0,9470450.0
Italy,Slovenia,17597629.0,11754803.0
Italy,Switzerland,8492161046.0,25589168.0
Latvia,Estonia,1555119360.333,521547837.333
Latvia,Lithuania,274480834.0,274480834.0
Latvia,Russia,402803082.33000004,38384184.003
Lithuania,Belarus,905631399.0,0.0
Lithuania,Latvia,274480834.0,274480834.0
Lithuania,Lithuania,972581054.0,0.0
Lithuania,Russia,0.0,829155710.0
Luxemburg,Belgium,201305620.0,201305563.0
Luxemburg,Germany,42805122.0,42805111.0
Luxemburg,Luxemburg,0.0,493019266.0
Moldavia,Romania,0.0,0.0
Moldavia,Ukraine,3572830640.1,0.0
Morocco,Spain,2360391651.0,0.0
Netherlands,Belgium,4933590874.9,5411664772.8
Netherlands,Germany,5922522774.0,16347662695.68
Netherlands,Netherlands,21385674343.0,18498833263.6
Netherlands,United Kingdom,0.0,587102672.0
North Macedonia,Bulgaria,0.0,61386909.0
Norway,Belgium,5081703830.0,0.0
Norway,Germany,7219877292.8,0.0
Poland,Czechia,144457694.0,159249353.0
Poland,Germany,9600328877.0,8733505273.083
Poland,Poland,5165309690.0,11896481025.0
Portugal,Portugal,3940387492.0,2340354824.0
Portugal,Spain,277757384.0,298041036.0
Romania,Bulgaria,5983811030.4,730978354.0
Romania,Hungary,492198044.84000003,536552000.0
Romania,Moldavia,0.0,0.0
Romania,Romania,2844069593.552,4778342165.458
Romania,Ukraine,3172706109.154,3210927093.42
Russia,Estonia,474156851.33000004,38384184.003
Russia,Latvia,402803082.33000004,38384184.003
Slovakia,Austria,0.0,28389070683.0
Slovakia,Czechia,526816870.0,651315799.0
Slovakia,Hungary,366724392.0,729802000.0
Slovakia,Ukraine,15374513915.0,4238642066.0
Slovenia,Austria,460484820.0,520607746.0
Slovenia,Croatia,232103467.0,205946025.0
Slovenia,Italy,17597629.0,11754803.0
Slovenia,Slovenia,0.0,246809970.0
Spain,France,1845402231.0,1834825307.0
Spain,Portugal,277757384.0,298041036.0
Spain,Spain,6060586401.0,8508895998.0
Switzerland,France,0.0,4418678012.0
Switzerland,Germany,0.0,14373916412.8
Switzerland,Italy,8492161046.0,0.0
Turkey,Bulgaria,0.0,1646594055.0
Turkey,Greece,304214579.0,0.0
Ukraine,Belarus,0.0,0.0
Ukraine,Hungary,0.0,3491297850.4
Ukraine,Moldavia,3572830640.1,3858024965.9
Ukraine,Romania,3172706109.154,3527004707.28
Ukraine,Russia,25883219863.1463,0.0
Ukraine,Slovakia,15374513915.0,4238642066.0
Ukraine,Ukraine,0.0,3858024965.9
United Kingdom,Belgium,8303492.0,0.0
United Kingdom,Ireland,0.0,0.0
United Kingdom,Norway,8596147438.0,0.0
United Kingdom,United Kingdom,0.0,8940917792.0
